package,URI,hasControlSet,optional
package#ProcessComms,domain#CSG-DisableServiceAccess-Runtime,domain#CS-FWBlock-Interface,FALSE
package#ProcessComms,domain#CSG-DisableServiceChannel,domain#CS-DisableServiceChannel-ServiceChannel,FALSE
package#ProcessComms,domain#CSG-DisableServiceChannel-Runtime,domain#CS-DisableServiceChannel-ServiceChannel,FALSE
package#ProcessComms,domain#CSG-DisableServiceChannel-Runtime,domain#CS-SystemSecurityTraining-ServiceManager,FALSE
package#ProcessComms,domain#CSG-SuspendExcessiveClientAccess,domain#CS-SuspendExcessiveClientAccess-ClientChannel,FALSE
package#ProcessComms,domain#CSG-SuspendExcessiveClientAccess,domain#CS-SystemSecurityTraining-ServiceManager,FALSE
package#ProcessComms,domain#CSG-SuspendExcessiveClientAccess-Implementation-Runtime,domain#CS-DisableClientAccess-ClientChannel,FALSE
package#ProcessComms,domain#CSG-SuspendExcessiveClientAccess-Implementation-Runtime,domain#CS-SuspendExcessiveClientAccess-ClientChannel,FALSE
package#ProcessComms,domain#CSG-SuspendExcessiveClientAccess-Implementation-Runtime,domain#CS-SystemSecurityTraining-ServiceManager,FALSE
package#ProcessComms,domain#CSG-SuspendInsecureServiceChannel,domain#CS-SuspendInsecureServiceChannel-ServiceChannel,FALSE
package#ProcessComms,domain#CSG-SuspendInsecureServiceChannel,domain#CS-SystemSecurityTraining-HostManager,FALSE
package#ProcessComms,domain#CSG-SuspendInsecureServiceChannel-Implementation-Runtime,domain#CS-DisableServiceChannel-ServiceChannel,FALSE
package#ProcessComms,domain#CSG-SuspendInsecureServiceChannel-Implementation-Runtime,domain#CS-SuspendInsecureServiceChannel-ServiceChannel,FALSE
package#ProcessComms,domain#CSG-SuspendInsecureServiceChannel-Implementation-Runtime,domain#CS-SystemSecurityTraining-HostManager,FALSE
package#ProcessComms,domain#CSG-SuspendInsecureServiceChannel-Trigger,domain#CS-SuspendInsecureServiceChannel-ServiceChannel,FALSE
package#ProcessComms,domain#CSG-SuspendInsecureServiceChannel-Trigger,domain#CS-SystemSecurityTraining-HostManager,FALSE
package#ProcessComms,domain#CSG-SuspendUnauthenticClientAccess,domain#CS-SuspendUnauthenticClientAccess-ClientChannel,FALSE
package#ProcessComms,domain#CSG-SuspendUnauthenticClientAccess,domain#CS-SystemSecurityTraining-ServiceManager,FALSE
package#ProcessComms,domain#CSG-SuspendUnauthenticClientAccess-Implementation-Runtime,domain#CS-DisableClientAccess-ClientChannel,FALSE
package#ProcessComms,domain#CSG-SuspendUnauthenticClientAccess-Implementation-Runtime,domain#CS-SuspendUnauthenticClientAccess-ClientChannel,FALSE
package#ProcessComms,domain#CSG-SuspendUnauthenticClientAccess-Implementation-Runtime,domain#CS-SystemSecurityTraining-ServiceManager,FALSE
package#ProcessComms,domain#CSG-SuspendUntrustworthyClientAccess,domain#CS-SuspendUntrustworthyClientAccess-ClientChannel,FALSE
package#ProcessComms,domain#CSG-SuspendUntrustworthyClientAccess,domain#CS-SystemSecurityTraining-ServiceManager,FALSE
package#ProcessComms,domain#CSG-SuspendUntrustworthyClientAccess-Implementation-Runtime,domain#CS-DisableClientAccess-ClientChannel,FALSE
package#ProcessComms,domain#CSG-SuspendUntrustworthyClientAccess-Implementation-Runtime,domain#CS-SuspendUntrustworthyClientAccess-ClientChannel,FALSE
package#ProcessComms,domain#CSG-SuspendUntrustworthyClientAccess-Implementation-Runtime,domain#CS-SystemSecurityTraining-ServiceManager,FALSE
package#ProcessComms,domain#CSG-SuspendVulnerableServiceChannel,domain#CS-SuspendVulnerableServiceChannel-ServiceChannel,FALSE
package#ProcessComms,domain#CSG-SuspendVulnerableServiceChannel,domain#CS-SystemSecurityTraining-HostManager,FALSE
package#ProcessComms,domain#CSG-SuspendVulnerableServiceChannel-Implementation-Runtime,domain#CS-DisableServiceChannel-ServiceChannel,FALSE
package#ProcessComms,domain#CSG-SuspendVulnerableServiceChannel-Implementation-Runtime,domain#CS-SuspendVulnerableServiceChannel-ServiceChannel,FALSE
package#ProcessComms,domain#CSG-SuspendVulnerableServiceChannel-Implementation-Runtime,domain#CS-SystemSecurityTraining-HostManager,FALSE
package#ProcessComms,domain#CSG-SuspendVulnerableServiceChannel-Trigger,domain#CS-SuspendVulnerableServiceChannel-ServiceChannel,FALSE
package#ProcessComms,domain#CSG-SuspendVulnerableServiceChannel-Trigger,domain#CS-SystemSecurityTraining-HostManager,FALSE
package#Users,domain#CSG-StaffCover,domain#CS-TeamLeadership-Employer,FALSE
package#Users,domain#CSG-StaffCover,domain#CS-TeamRole-Human,FALSE
package#Users,domain#CSG-StaffScreening,domain#CS-Screened-Human,FALSE
package#Users,domain#CSG-StaffScreening,domain#CS-Screening-Employer,FALSE
package#Virtualisation,domain#CSG-VirtualSubnetEncryption,domain#CS-EncryptedComms-VirtualSubnet,FALSE
