package,URI,hasEntryPoint
package#VulnerabilityCVSS,domain#P.L.HPAC.4,domain#TWAS-ExploitTW-ProcAccess
package#VulnerabilityCVSS,domain#P.L.HPAC.4,domain#TWAS-Extrinsic-U-TW-Process
package#VulnerabilityCVSS,domain#P.L.HPAC.4,domain#TWAS-OutOfService-Process
package#VulnerabilityCVSS,domain#P.V.CCCS-iAC.2,domain#TWAS-AnonUserTW-ClientChannel
package#VulnerabilityCVSS,domain#P.V.CCCS-iAC.2,domain#TWAS-ClientAuthenticity-ClientChannel
package#VulnerabilityCVSS,domain#P.V.CCCS-iAC.2,domain#TWAS-Extrinsic-VN-TW-Service
package#VulnerabilityCVSS,domain#P.V.CCCS-iAC.2,domain#TWAS-OutOfService-ClientChannel
package#VulnerabilityCVSS,domain#P.V.CCCSACvLS.2,domain#TWAS-ClientAuthenticity-ClientChannel
package#VulnerabilityCVSS,domain#P.V.CCCSACvLS.2,domain#TWAS-Extrinsic-VA-TW-Service
package#VulnerabilityCVSS,domain#P.V.CCCSACvLS.2,domain#TWAS-NetworkUserTW-LogicalSubnet
package#VulnerabilityCVSS,domain#P.V.CCCSACvLS.2,domain#TWAS-OutOfService-ClientChannel
package#VulnerabilityCVSS,domain#P.V.CCCvsCCSAC.2,domain#TWAS-AnonUserTW-ProxyChannel
package#VulnerabilityCVSS,domain#P.V.CCCvsCCSAC.2,domain#TWAS-ClientAuthenticity-ClientChannel
package#VulnerabilityCVSS,domain#P.V.CCCvsCCSAC.2,domain#TWAS-Extrinsic-VN-TW-Service
package#VulnerabilityCVSS,domain#P.V.CCCvsCCSAC.2,domain#TWAS-OutOfService-ClientChannel
package#VulnerabilityCVSS,domain#P.V.CCCvsCCSAC.2,domain#TWAS-OutOfService-ProxyChannel
package#VulnerabilityCVSS,domain#P.V.CSAPNaS.3,domain#TWAS-Extrinsic-AU-TW-Service
package#VulnerabilityCVSS,domain#P.V.CSAPNaS.3,domain#TWAS-Extrinsic-VN-TW-Service
package#VulnerabilityCVSS,domain#P.V.CSAPNaS.3,domain#TWAS-NetworkUserTW-LogicalSubnet
package#VulnerabilityCVSS,domain#P.V.CSAPNaS.3,domain#TWAS-OutOfService-AttackPath
package#VulnerabilityCVSS,domain#P.V.HACPmAC.2,domain#TWAS-Extrinsic-VL-TW-Process
package#VulnerabilityCVSS,domain#P.V.HACPmAC.2,domain#TWAS-UserTW-HostAccess
package#VulnerabilityCVSS,domain#P.V.IoHIP.3,domain#TWAS-ConnectionsBlocked-NetworkPath
package#VulnerabilityCVSS,domain#P.V.IoHIP.3,domain#TWAS-Extrinsic-AU-TW-Process
package#VulnerabilityCVSS,domain#P.V.IoHIP.3,domain#TWAS-Extrinsic-VN-TW-Process
package#VulnerabilityCVSS,domain#P.V.IoHIP.3,domain#TWAS-NetworkUserTW-AttackerSubnet
package#VulnerabilityCVSS,domain#P.V.IoHIP.3,domain#TWAS-OutOfService-Interface
package#VulnerabilityCVSS,domain#P.V.LoHIP.3,domain#TWAS-Extrinsic-AU-TW-Process
package#VulnerabilityCVSS,domain#P.V.LoHIP.3,domain#TWAS-Extrinsic-VN-TW-Process
package#VulnerabilityCVSS,domain#P.V.LoHIP.3,domain#TWAS-NetworkUserTW-LogicalSubnet
package#VulnerabilityCVSS,domain#P.V.LoHIP.3,domain#TWAS-OutOfService-Interface
package#VulnerabilityCVSS,domain#P.V.LoHSP.3,domain#TWAS-Extrinsic-AU-TW-Process
package#VulnerabilityCVSS,domain#P.V.LoHSP.3,domain#TWAS-Extrinsic-VA-TW-Process
package#VulnerabilityCVSS,domain#P.V.LoHSP.3,domain#TWAS-NetworkAccessibility-LogicalSubnet
package#VulnerabilityCVSS,domain#P.V.LoHSP.3,domain#TWAS-OutOfService-Interface
package#VulnerabilityCVSS,domain#P.V.NoHIP.3,domain#TWAS-ConnectionsBlocked-NetworkPath
package#VulnerabilityCVSS,domain#P.V.NoHIP.3,domain#TWAS-Extrinsic-AU-TW-Process
package#VulnerabilityCVSS,domain#P.V.NoHIP.3,domain#TWAS-Extrinsic-VN-TW-Process
package#VulnerabilityCVSS,domain#P.V.NoHIP.3,domain#TWAS-NetworkUserTW-AttackerSubnet
package#VulnerabilityCVSS,domain#P.V.NoHIP.3,domain#TWAS-OutOfService-Interface
package#VulnerabilityCVSS,domain#P.V.OSAPLaS.3,domain#TWAS-Extrinsic-AU-TW-Service
package#VulnerabilityCVSS,domain#P.V.OSAPLaS.3,domain#TWAS-Extrinsic-VA-TW-Service
package#VulnerabilityCVSS,domain#P.V.OSAPLaS.3,domain#TWAS-NetworkUserTW-LogicalSubnet
package#VulnerabilityCVSS,domain#P.V.OSAPLaS.3,domain#TWAS-OutOfService-ServiceAttackPath
package#VulnerabilityCVSS,domain#P.V.OSAPNaS.3,domain#TWAS-Extrinsic-AU-TW-Service
package#VulnerabilityCVSS,domain#P.V.OSAPNaS.3,domain#TWAS-Extrinsic-VN-TW-Service
package#VulnerabilityCVSS,domain#P.V.OSAPNaS.3,domain#TWAS-NetworkUserTW-LogicalSubnet
package#VulnerabilityCVSS,domain#P.V.OSAPNaS.3,domain#TWAS-OutOfService-AttackPath
package#VulnerabilityCVSS,domain#P.V.SPNaS.2,domain#TWAS-Extrinsic-VN-TW-Service
package#VulnerabilityCVSS,domain#P.V.SPNaS.2,domain#TWAS-OutOfService-ClientChannel
package#VulnerabilityCVSS,domain#P.V.SPNaS.2,domain#TWAS-ProxyUserTW-ClientChannel
package#VulnerabilityCVSS,domain#P.W.CCCS.3,domain#TWAS-Extrinsic-VN-TW-Service
package#VulnerabilityCVSS,domain#P.W.CCCS.3,domain#TWAS-Extrinsic-W-TW-Service
package#VulnerabilityCVSS,domain#P.W.CCCS.3,domain#TWAS-Health-Client
package#VulnerabilityCVSS,domain#P.W.CCCS.3,domain#TWAS-OutOfService-ClientChannel
package#VulnerabilityCVSS,domain#P.W.HPDFDI.2,domain#TWAS-Extrinsic-W-TW-Process
package#VulnerabilityCVSS,domain#P.W.HPDFDI.2,domain#TWAS-Health-DataFlow
package#VulnerabilityCVSS,domain#P.W.HPsACDSrDI.2,domain#TWAS-Extrinsic-W-TW-Process
package#VulnerabilityCVSS,domain#P.W.HPsACDSrDI.2,domain#TWAS-Health-DataCopy
package#VulnerabilityCVSS,domain#SC.A.HuCAPmSC.6.2,domain#TWAS-Extrinsic-VN-TW-Service
package#VulnerabilityCVSS,domain#SC.A.HuCAPmSC.6.2,domain#TWAS-NetworkUserTW-LogicalSubnet
package#VulnerabilityCVSS,domain#SC.A.HuSAPmSC.6.2,domain#TWAS-Extrinsic-AU-TW-Service
package#VulnerabilityCVSS,domain#SC.A.HuSAPmSC.6.2,domain#TWAS-Extrinsic-VN-TW-Service
package#VulnerabilityCVSS,domain#SC.A.HuSAPmSC.6.2,domain#TWAS-NetworkUserTW-LogicalSubnet
