package,URI,SubsequenceID,SubsequenceURI,ungroup
package#Legal,domain#CP-JuSS+s,0,domain#S-Jurisdictions,FALSE
package#Legal,domain#CP-Marker+Jurisdiction-0,0,domain#S-Jurisdictions,FALSE
package#Legal,domain#CP-Marker+Jurisdiction-1,0,domain#S-Jurisdictions,FALSE
package#Legal,domain#CP-Marker+ProcessOperation-2,0,domain#S-ProcessOperation,FALSE
package#Legal,domain#CP-Marker+ProcessOperation-3,0,domain#S-ProcessOperation,FALSE
package#Legal,domain#CP-StoPDA+o,0,domain#S-ProcessOperation,FALSE
package#LocalDeviceConnectivity,domain#CP-BPcGcBP+OSg,28,domain#S-NetworkSegments,FALSE
package#LocalDeviceConnectivity,domain#CP-HBTTHS-S+l,0,domain#S-HostLocation,FALSE
package#LocalDeviceConnectivity,domain#CP-HUSBTHS-S+l,0,domain#S-HostLocation,FALSE
package#LocalDeviceConnectivity,domain#CP-HpBRH+B,18,domain#S-LocalizedNetworks,FALSE
package#LocalDeviceConnectivity,domain#CP-HpURH+U,18,domain#S-LocalizedNetworks,FALSE
package#LocalDeviceConnectivity,domain#CP-HuiHBTTH-Hu+m,19,domain#S-HostManagement,FALSE
package#LocalDeviceConnectivity,domain#CP-HuiHUSBTH-Hu+m,19,domain#S-HostManagement,FALSE
package#LocalDeviceConnectivity,domain#CP-HumHBTTH-Hu+m,19,domain#S-HostManagement,FALSE
package#LocalDeviceConnectivity,domain#CP-HumHUSBTH-Hu+m,19,domain#S-HostManagement,FALSE
package#LocalDeviceConnectivity,domain#CP-L1cGcL3+NSg,28,domain#S-NetworkSegments,FALSE
package#LocalDeviceConnectivity,domain#CP-L3cGcL1+CSg,28,domain#S-NetworkSegments,FALSE
package#LocalDeviceConnectivity,domain#CP-Marker+PairedDeviceConnectivity-0,28,domain#S-NetworkSegments,FALSE
package#LocalDeviceConnectivity,domain#CP-Marker+PairedDeviceConnectivity-1,28,domain#S-NetworkSegments,FALSE
package#LocalDeviceConnectivity,domain#CP-Marker+PairedDeviceLocation-0,0,domain#S-HostLocation,FALSE
package#LocalDeviceConnectivity,domain#CP-Marker+PairedDeviceLocation-1,0,domain#S-HostLocation,FALSE
package#LocalDeviceConnectivity,domain#CP-Marker+PairedDeviceManagement-0,19,domain#S-HostManagement,FALSE
package#LocalDeviceConnectivity,domain#CP-Marker+PairedDeviceManagement-1,19,domain#S-HostManagement,FALSE
package#LocalDeviceConnectivity,domain#CP-Marker+PairedStorageServices-0,22,domain#S-SystemProcessCreation,FALSE
package#LocalDeviceConnectivity,domain#CP-Marker+PairedStorageServices-1,22,domain#S-SystemProcessCreation,FALSE
package#LocalDeviceConnectivity,domain#CP-Marker+PairingConnections-0,18,domain#S-LocalizedNetworks,FALSE
package#LocalDeviceConnectivity,domain#CP-Marker+PairingConnections-1,18,domain#S-LocalizedNetworks,FALSE
package#LocalDeviceConnectivity,domain#CP-UHDSrP+u,22,domain#S-SystemProcessCreation,FALSE
package#LocalDeviceConnectivity,domain#CP-UHDpP-S+S,22,domain#S-SystemProcessCreation,FALSE
package#LocalDeviceConnectivity,domain#CP-UHDrP-S+S,22,domain#S-SystemProcessCreation,FALSE
package#LocalDeviceConnectivity,domain#CP-UPc-rGrUP+OSg,28,domain#S-NetworkSegments,FALSE
package#LocalDeviceConnectivity,domain#CP-UPrGc-rUP+OSg,28,domain#S-NetworkSegments,FALSE
package#LocalDeviceConnectivity,domain#CP-USBD-S+S,22,domain#S-SystemProcessCreation,FALSE
package#Network,domain#CP-C+iC,6,domain#S-HostClassification,FALSE
package#Network,domain#CP-C-iLnSuSH-iCS+SL,0,domain#S-InternalComms,FALSE
package#Network,domain#CP-DC-C+C,2,domain#S-HostCreation,FALSE
package#Network,domain#CP-DC-R+RW,2,domain#S-HostCreation,FALSE
package#Network,domain#CP-DCH+l,2,domain#S-HostCreation,FALSE
package#Network,domain#CP-DCLS+RWS,14,domain#S-FixedHostConnections,FALSE
package#Network,domain#CP-DCVHRS-H+p,10,domain#S-NonLocalNetworks,FALSE
package#Network,domain#CP-DCVHWS-H+p,10,domain#S-NonLocalNetworks,FALSE
package#Network,domain#CP-DCWH-LS+c,14,domain#S-FixedHostConnections,FALSE
package#Network,domain#CP-DCpLS+RWS,10,domain#S-NonLocalNetworks,FALSE
package#Network,domain#CP-FHprLS+c,14,domain#S-FixedHostConnections,FALSE
package#Network,domain#CP-FcLSS+aF,24,domain#S-NetworkAccessibility,FALSE
package#Network,domain#CP-HACPmNC+p,30,domain#S-ProcessContext,FALSE
package#Network,domain#CP-HCHLSS+NC,29,domain#S-HostContext,FALSE
package#Network,domain#CP-Hc-pN-hP+AC,22,domain#S-SystemProcessCreation,FALSE
package#Network,domain#CP-HcWHS+c,18,domain#S-LocalizedNetworks,FALSE
package#Network,domain#CP-HmNCPAC+p,30,domain#S-ProcessContext,FALSE
package#Network,domain#CP-HprLS+c,21,domain#S-NetworkConnections,FALSE
package#Network,domain#CP-HuPCH+i,12,domain#S-HostInteractivity,FALSE
package#Network,domain#CP-Hui2H+iD,12,domain#S-HostInteractivity,FALSE
package#Network,domain#CP-HuiCHLnS-AC+AC,22,domain#S-SystemProcessCreation,FALSE
package#Network,domain#CP-HuiH-Hu+m,19,domain#S-HostManagement,FALSE
package#Network,domain#CP-HuiHP-m+m,34,domain#S-ProcessManagement,FALSE
package#Network,domain#CP-HuiHS+cA,15,domain#S-HumanMobilityReq,FALSE
package#Network,domain#CP-HuiPDaS-S+l,17,domain#S-HostLocation,FALSE
package#Network,domain#CP-HuiPH-Hu+m,19,domain#S-HostManagement,FALSE
package#Network,domain#CP-HuiPH-iD+iP,12,domain#S-HostInteractivity,FALSE
package#Network,domain#CP-Hum-iHRAS+i,22,domain#S-SystemProcessCreation,FALSE
package#Network,domain#CP-Hum-iSH-LnS+LnS,22,domain#S-SystemProcessCreation,FALSE
package#Network,domain#CP-HumH-StSt+o,20,domain#S-HostOperation,FALSE
package#Network,domain#CP-HumHP-im+m,34,domain#S-ProcessManagement,FALSE
package#Network,domain#CP-HumP-StSt+o,35,domain#S-ProcessOperation,FALSE
package#Network,domain#CP-HumPH-m+m,19,domain#S-HostManagement,FALSE
package#Network,domain#CP-HumTHS+cA,15,domain#S-HumanMobilityReq,FALSE
package#Network,domain#CP-HuoH-m+m,19,domain#S-HostManagement,FALSE
package#Network,domain#CP-HuwStmH-St+o,20,domain#S-HostOperation,FALSE
package#Network,domain#CP-HuwStmP-St+o,35,domain#S-ProcessOperation,FALSE
package#Network,domain#CP-InternetMP+W,0,domain#S-SpaceCreation,FALSE
package#Network,domain#CP-InternetMP+ii,0,domain#S-NonLocalNetworks,FALSE
package#Network,domain#CP-MHC+iMHC,6,domain#S-HostClassification,FALSE
package#Network,domain#CP-MHcIS+aF,24,domain#S-NetworkAccessibility,FALSE
package#Network,domain#CP-Marker+5GBaseStationLocation-0,0,domain#S-HostLocation,FALSE
package#Network,domain#CP-Marker+5GBaseStationLocation-1,0,domain#S-HostLocation,FALSE
package#Network,domain#CP-Marker+DefaultHostLocation-0,0,domain#S-HostLocation,FALSE
package#Network,domain#CP-Marker+DefaultHostLocation-1,0,domain#S-HostLocation,FALSE
package#Network,domain#CP-Marker+FixedHostCreation-0,2,domain#S-HostCreation,FALSE
package#Network,domain#CP-Marker+FixedHostCreation-1,2,domain#S-HostCreation,FALSE
package#Network,domain#CP-Marker+FixedNetworkConnections-0,14,domain#S-FixedHostConnections,FALSE
package#Network,domain#CP-Marker+FixedNetworkConnections-1,14,domain#S-FixedHostConnections,FALSE
package#Network,domain#CP-Marker+FixedNetworkCreation-0,10,domain#S-NonLocalNetworks,FALSE
package#Network,domain#CP-Marker+FixedNetworkCreation-1,10,domain#S-NonLocalNetworks,FALSE
package#Network,domain#CP-Marker+HostClassification-0,6,domain#S-HostClassification,FALSE
package#Network,domain#CP-Marker+HostClassification-1,6,domain#S-HostClassification,FALSE
package#Network,domain#CP-Marker+HostContext-0,29,domain#S-HostContext,FALSE
package#Network,domain#CP-Marker+HostContext-1,29,domain#S-HostContext,FALSE
package#Network,domain#CP-Marker+HostCreation-0,2,domain#S-HostCreation,FALSE
package#Network,domain#CP-Marker+HostCreation-1,2,domain#S-HostCreation,FALSE
package#Network,domain#CP-Marker+HostLocation-0,17,domain#S-HostLocation,FALSE
package#Network,domain#CP-Marker+HostLocation-1,17,domain#S-HostLocation,FALSE
package#Network,domain#CP-Marker+HostManagement-0,19,domain#S-HostManagement,FALSE
package#Network,domain#CP-Marker+HostManagement-1,19,domain#S-HostManagement,FALSE
package#Network,domain#CP-Marker+HostOperation-0,20,domain#S-HostOperation,FALSE
package#Network,domain#CP-Marker+HostOperation-1,20,domain#S-HostOperation,FALSE
package#Network,domain#CP-Marker+LocalNetworkCreation-0,18,domain#S-LocalizedNetworks,FALSE
package#Network,domain#CP-Marker+LocalNetworkCreation-1,18,domain#S-LocalizedNetworks,FALSE
package#Network,domain#CP-Marker+LocalNetworkCreation-2,18,domain#S-LocalizedNetworks,FALSE
package#Network,domain#CP-Marker+LocalNetworkCreation-3,0,domain#S-LocalizedNetworks,FALSE
package#Network,domain#CP-Marker+MobileHostLocation-0,17,domain#S-HostLocation,FALSE
package#Network,domain#CP-Marker+MobileHostLocation-1,17,domain#S-HostLocation,FALSE
package#Network,domain#CP-Marker+NetworkAccessibility-0,24,domain#S-NetworkAccessibility,FALSE
package#Network,domain#CP-Marker+NetworkAccessibility-1,24,domain#S-NetworkAccessibility,FALSE
package#Network,domain#CP-Marker+NetworkConnections-2,21,domain#S-NetworkConnections,FALSE
package#Network,domain#CP-Marker+NetworkConnections-3,21,domain#S-NetworkConnections,FALSE
package#Network,domain#CP-Marker+NetworkCreation-0,10,domain#S-NonLocalNetworks,FALSE
package#Network,domain#CP-Marker+NetworkCreation-1,10,domain#S-NonLocalNetworks,FALSE
package#Network,domain#CP-Marker+NetworkLogin-0,22,domain#S-SystemProcessCreation,FALSE
package#Network,domain#CP-Marker+NetworkLogin-1,22,domain#S-SystemProcessCreation,FALSE
package#Network,domain#CP-Marker+PhysicalHostInference-0,2,domain#S-HostCreation,FALSE
package#Network,domain#CP-Marker+PhysicalHostInference-1,2,domain#S-HostCreation,FALSE
package#Network,domain#CP-Marker+PhysicalHostInference-4,18,domain#S-LocalizedNetworks,FALSE
package#Network,domain#CP-Marker+PhysicalHostInference-5,18,domain#S-LocalizedNetworks,FALSE
package#Network,domain#CP-Marker+PhysicalHostManagement-0,19,domain#S-HostManagement,FALSE
package#Network,domain#CP-Marker+PhysicalHostManagement-1,19,domain#S-HostManagement,FALSE
package#Network,domain#CP-Marker+PhysicalHostOperation-0,20,domain#S-HostOperation,FALSE
package#Network,domain#CP-Marker+PhysicalHostOperation-1,20,domain#S-HostOperation,FALSE
package#Network,domain#CP-Marker+ProcessClassification-0,7,domain#S-ProcessClassification,FALSE
package#Network,domain#CP-Marker+ProcessClassification-1,7,domain#S-ProcessClassification,FALSE
package#Network,domain#CP-Marker+ProcessContext-0,30,domain#S-ProcessContext,FALSE
package#Network,domain#CP-Marker+ProcessContext-1,30,domain#S-ProcessContext,FALSE
package#Network,domain#CP-Marker+ProcessManagement-0,34,domain#S-ProcessManagement,FALSE
package#Network,domain#CP-Marker+ProcessManagement-1,34,domain#S-ProcessManagement,FALSE
package#Network,domain#CP-Marker+ProcessOperation-0,35,domain#S-ProcessOperation,FALSE
package#Network,domain#CP-Marker+ProcessOperation-1,35,domain#S-ProcessOperation,FALSE
package#Network,domain#CP-Marker+RemoteLogin-0,22,domain#S-SystemProcessCreation,FALSE
package#Network,domain#CP-Marker+RemoteLogin-1,22,domain#S-SystemProcessCreation,FALSE
package#Network,domain#CP-Marker+RootLogin-0,22,domain#S-SystemProcessCreation,FALSE
package#Network,domain#CP-Marker+RootLogin-1,22,domain#S-SystemProcessCreation,FALSE
package#Network,domain#CP-Marker+RootLogin-2,22,domain#S-SystemProcessCreation,FALSE
package#Network,domain#CP-Marker+SocketNetworkCreation-0,0,domain#S-InternalComms,FALSE
package#Network,domain#CP-Marker+SocketNetworkCreation-1,0,domain#S-InternalComms,FALSE
package#Network,domain#CP-Marker+SystemClient-0,22,domain#S-SystemProcessCreation,FALSE
package#Network,domain#CP-Marker+SystemClient-1,22,domain#S-SystemProcessCreation,FALSE
package#Network,domain#CP-Marker+SystemClientService-0,45,domain#S-SystemClientService,FALSE
package#Network,domain#CP-Marker+SystemClientService-1,45,domain#S-SystemClientService,FALSE
package#Network,domain#CP-Marker+SystemProcess-0,22,domain#S-SystemProcessCreation,FALSE
package#Network,domain#CP-Marker+SystemProcess-1,22,domain#S-SystemProcessCreation,FALSE
package#Network,domain#CP-Marker+SystemService-0,22,domain#S-SystemProcessCreation,FALSE
package#Network,domain#CP-Marker+SystemService-1,22,domain#S-SystemProcessCreation,FALSE
package#Network,domain#CP-Marker+UserHostInteraction-0,12,domain#S-HostInteractivity,FALSE
package#Network,domain#CP-Marker+UserHostInteraction-1,12,domain#S-HostInteractivity,FALSE
package#Network,domain#CP-Marker+WiFiHotspotCreation-0,18,domain#S-LocalizedNetworks,FALSE
package#Network,domain#CP-Marker+WiFiHotspotCreation-1,18,domain#S-LocalizedNetworks,FALSE
package#Network,domain#CP-PC-LnS+LnS,22,domain#S-SystemProcessCreation,FALSE
package#Network,domain#CP-PCPHLSS+NC,30,domain#S-ProcessContext,FALSE
package#Network,domain#CP-PH+hPH,2,domain#S-HostCreation,FALSE
package#Network,domain#CP-PH-S+W,17,domain#S-HostLocation,FALSE
package#Network,domain#CP-PH2dS+iM,17,domain#S-HostLocation,FALSE
package#Network,domain#CP-PHHPS+AC,30,domain#S-ProcessContext,FALSE
package#Network,domain#CP-PHHS+AC,29,domain#S-HostContext,FALSE
package#Network,domain#CP-PHLSS+aV,29,domain#S-HostContext,FALSE
package#Network,domain#CP-Pc-hSHLnS+c,22,domain#S-SystemProcessCreation,FALSE
package#Network,domain#CP-PcWH+c,18,domain#S-LocalizedNetworks,FALSE
package#Network,domain#CP-RAS+iL,7,domain#S-ProcessClassification,FALSE
package#Network,domain#CP-Rr+iR,6,domain#S-HostClassification,FALSE
package#Network,domain#CP-Rr-LnS+LnS,22,domain#S-SystemProcessCreation,FALSE
package#Network,domain#CP-SHuPH-Hu+m,19,domain#S-HostManagement,FALSE
package#Network,domain#CP-StHP+o,35,domain#S-ProcessOperation,FALSE
package#Network,domain#CP-StSPH-St+o,20,domain#S-HostOperation,FALSE
package#Network,domain#CP-Sv-LnS+LnS,22,domain#S-SystemProcessCreation,FALSE
package#Network,domain#CP-TP+iT,7,domain#S-ProcessClassification,FALSE
package#Network,domain#CP-WS-H+I,18,domain#S-LocalizedNetworks,FALSE
package#Network,domain#CP-WpHS-aF+iH,18,domain#S-LocalizedNetworks,FALSE
package#Network,domain#CP-WpHSH-aF+WH,18,domain#S-LocalizedNetworks,FALSE
package#NetworkConnectivity,domain#CP-HLS+I,23,domain#S-NetworkInterfaces,FALSE
package#NetworkConnectivity,domain#CP-HSL+p+I,0,domain#S-InternalComms,FALSE
package#NetworkConnectivity,domain#CP-L3c-rGc-rL3+OSg,28,domain#S-NetworkSegments,FALSE
package#NetworkConnectivity,domain#CP-L3c-rGrL3+DSg,28,domain#S-NetworkSegments,FALSE
package#NetworkConnectivity,domain#CP-L3rGc-rL3+NSg,28,domain#S-NetworkSegments,FALSE
package#NetworkConnectivity,domain#CP-L3rGrL3+OSg,28,domain#S-NetworkSegments,FALSE
package#NetworkConnectivity,domain#CP-LPLS2NSg2+b,37,domain#S-NetworkPathStatus,FALSE
package#NetworkConnectivity,domain#CP-LPsLS+v,32,domain#S-NetworkPaths,FALSE
package#NetworkConnectivity,domain#CP-LS-iH+NPE,32,domain#S-NetworkPaths,FALSE
package#NetworkConnectivity,domain#CP-Marker+IPSegments-0,28,domain#S-NetworkSegments,FALSE
package#NetworkConnectivity,domain#CP-Marker+IPSegments-1,28,domain#S-NetworkSegments,FALSE
package#NetworkConnectivity,domain#CP-Marker+NetworkBlocks-0,37,domain#S-NetworkPathStatus,FALSE
package#NetworkConnectivity,domain#CP-Marker+NetworkBlocks-1,37,domain#S-NetworkPathStatus,FALSE
package#NetworkConnectivity,domain#CP-Marker+NetworkInterfaces-0,23,domain#S-NetworkInterfaces,FALSE
package#NetworkConnectivity,domain#CP-Marker+NetworkInterfaces-1,23,domain#S-NetworkInterfaces,FALSE
package#NetworkConnectivity,domain#CP-Marker+NetworkPaths-0,32,domain#S-NetworkPaths,FALSE
package#NetworkConnectivity,domain#CP-Marker+NetworkPaths-1,32,domain#S-NetworkPaths,FALSE
package#NetworkConnectivity,domain#CP-Marker+NetworkSegments-0,28,domain#S-NetworkSegments,FALSE
package#NetworkConnectivity,domain#CP-Marker+NetworkSegments-1,28,domain#S-NetworkSegments,FALSE
package#NetworkConnectivity,domain#CP-Marker+NetworkSegments-2,28,domain#S-NetworkSegments,FALSE
package#NetworkConnectivity,domain#CP-NP2LS+v,32,domain#S-NetworkPaths,FALSE
package#NetworkConnectivity,domain#CP-NP2LSg+t,32,domain#S-NetworkPaths,FALSE
package#NetworkConnectivity,domain#CP-NP3+x,32,domain#S-NetworkPaths,FALSE
package#NetworkConnectivity,domain#CP-OPLS1+NP,32,domain#S-NetworkPaths,FALSE
package#NetworkConnectivity,domain#CP-OPLS2+NP,32,domain#S-NetworkPaths,FALSE
package#NetworkConnectivity,domain#CP-OPPS1+PP,32,domain#S-NetworkPaths,FALSE
package#NetworkConnectivity,domain#CP-OPPS2+PP,32,domain#S-NetworkPaths,FALSE
package#NetworkConnectivity,domain#CP-PS-iH+PPE,32,domain#S-NetworkPaths,FALSE
package#NetworkConnectivity,domain#CP-SgHfILS+f,28,domain#S-NetworkSegments,FALSE
package#NetworkConnectivity,domain#CP-SgHtILS+t,28,domain#S-NetworkSegments,FALSE
package#Physical,domain#CP-Marker+SpaceClassification-0,0,domain#S-SpaceClassification,FALSE
package#Physical,domain#CP-Marker+SpaceClassification-1,0,domain#S-SpaceClassification,FALSE
package#Physical,domain#CP-Marker+SpaceCreation-0,1,domain#S-SpaceCreation,FALSE
package#Physical,domain#CP-Marker+SpaceCreation-1,1,domain#S-SpaceCreation,FALSE
package#Physical,domain#CP-PPS-E+W,1,domain#S-SpaceCreation,FALSE
package#Physical,domain#CP-W+iW,25,domain#S-SpaceClassification,FALSE
package#Privacy,domain#CP-DHuDC+r,0,domain#S-PersistentDataAccess,FALSE
package#Privacy,domain#CP-DHuDF+r,0,domain#S-PersistentDataAccess,FALSE
package#Privacy,domain#CP-HurH-StSt+o,0,domain#S-HostOperation,FALSE
package#Privacy,domain#CP-HuwStrH-St+o,0,domain#S-HostOperation,FALSE
package#Privacy,domain#CP-Marker+PersonalOperation-0,0,domain#S-HostOperation,FALSE
package#Privacy,domain#CP-Marker+PersonalOperation-1,0,domain#S-HostOperation,FALSE
package#ProcessComms,domain#CP-APxSCtI+tI,48,domain#S-ClientServiceAttacks,FALSE
package#ProcessComms,domain#CP-CAPNPSAP+pV,48,domain#S-ClientServiceAttacks,FALSE
package#ProcessComms,domain#CP-CAPlISAP+lI,48,domain#S-ClientServiceAttacks,FALSE
package#ProcessComms,domain#CP-CSCCAPNP4+CCAP,48,domain#S-ClientServiceAttacks,FALSE
package#ProcessComms,domain#CP-CSCLS+aFC,46,domain#S-ClientServiceComms,FALSE
package#ProcessComms,domain#CP-CSCscLS+CCAP,48,domain#S-ClientServiceAttacks,FALSE
package#ProcessComms,domain#CP-CSCsdLS+OCAP,48,domain#S-ClientServiceAttacks,FALSE
package#ProcessComms,domain#CP-CSCvLS+CP,47,domain#S-ClientServiceAccess,FALSE
package#ProcessComms,domain#CP-CSL0H+SC,46,domain#S-ClientServiceComms,FALSE
package#ProcessComms,domain#CP-CSL1H2+SC,46,domain#S-ClientServiceComms,FALSE
package#ProcessComms,domain#CP-CSL3H+SC,46,domain#S-ClientServiceComms,FALSE
package#ProcessComms,domain#CP-CSLS2H2-SC+SC,46,domain#S-ClientServiceComms,FALSE
package#ProcessComms,domain#CP-CSLSH2-SC+SC,46,domain#S-ClientServiceComms,FALSE
package#ProcessComms,domain#CP-CaS-SP+uD,46,domain#S-ClientServiceComms,FALSE
package#ProcessComms,domain#CP-CuPiS-i+i,33,domain#S-IndirectClientService,FALSE
package#ProcessComms,domain#CP-CuPuS-i+i,33,domain#S-IndirectClientService,FALSE
package#ProcessComms,domain#CP-CuSPvS-U+U,33,domain#S-IndirectClientService,FALSE
package#ProcessComms,domain#CP-HRASuPCcS+c,36,domain#S-RemoteExecution,FALSE
package#ProcessComms,domain#CP-HRASuPScS+c,36,domain#S-RemoteExecution,FALSE
package#ProcessComms,domain#CP-HRASuPcC+c,36,domain#S-RemoteExecution,FALSE
package#ProcessComms,domain#CP-HRASuPcS+c,36,domain#S-RemoteExecution,FALSE
package#ProcessComms,domain#CP-HuRACP+i,36,domain#S-RemoteExecution,FALSE
package#ProcessComms,domain#CP-Marker+AttackPath-0,48,domain#S-ClientServiceAttacks,FALSE
package#ProcessComms,domain#CP-Marker+AttackPath-1,48,domain#S-ClientServiceAttacks,FALSE
package#ProcessComms,domain#CP-Marker+AttackPath-2,48,domain#S-ClientServiceAttacks,FALSE
package#ProcessComms,domain#CP-Marker+ClientPath-0,47,domain#S-ClientServiceAccess,FALSE
package#ProcessComms,domain#CP-Marker+ClientPath-1,47,domain#S-ClientServiceAccess,FALSE
package#ProcessComms,domain#CP-Marker+RemoteAccess-0,36,domain#S-RemoteExecution,FALSE
package#ProcessComms,domain#CP-Marker+RemoteAccess-1,36,domain#S-RemoteExecution,FALSE
package#ProcessComms,domain#CP-Marker+ReverseProxy-0,27,domain#S-ReverseProxies,FALSE
package#ProcessComms,domain#CP-Marker+ReverseProxy-1,27,domain#S-ReverseProxies,FALSE
package#ProcessComms,domain#CP-Marker+ServiceChannel-0,46,domain#S-ClientServiceComms,FALSE
package#ProcessComms,domain#CP-Marker+ServiceChannel-1,46,domain#S-ClientServiceComms,FALSE
package#ProcessComms,domain#CP-Marker+ServiceChannel-2,46,domain#S-ClientServiceComms,FALSE
package#ProcessComms,domain#CP-Marker+ServiceChannel-3,46,domain#S-ClientServiceComms,FALSE
package#ProcessComms,domain#CP-Marker+ServiceDelegation-0,33,domain#S-IndirectClientService,FALSE
package#ProcessComms,domain#CP-Marker+ServiceDelegation-1,33,domain#S-IndirectClientService,FALSE
package#ProcessComms,domain#CP-Marker+ServiceDelegation-2,33,domain#S-IndirectClientService,FALSE
package#ProcessComms,domain#CP-Marker+ServiceDelegation-3,33,domain#S-IndirectClientService,FALSE
package#ProcessComms,domain#CP-NP1CCAPSC+pT,48,domain#S-ClientServiceAttacks,FALSE
package#ProcessComms,domain#CP-NP2CCAPSC+pT,48,domain#S-ClientServiceAttacks,FALSE
package#ProcessComms,domain#CP-PCaTSSCAP+aTS,48,domain#S-ClientServiceAttacks,FALSE
package#ProcessComms,domain#CP-RACuHRASP-iPL+uR,36,domain#S-RemoteExecution,FALSE
package#ProcessComms,domain#CP-RACuP-iP+uR,36,domain#S-RemoteExecution,FALSE
package#ProcessComms,domain#CP-RACuRHRASP-iPL+uRAS,36,domain#S-RemoteExecution,FALSE
package#ProcessComms,domain#CP-RACvSPHRASP-iPL+uR,36,domain#S-RemoteExecution,FALSE
package#ProcessComms,domain#CP-RDuHP-iPL-RAS+DtS,36,domain#S-RemoteExecution,FALSE
package#ProcessComms,domain#CP-RDuRDuS-uR+uR,36,domain#S-RemoteExecution,FALSE
package#ProcessComms,domain#CP-RDuRTuS-uR+uR,36,domain#S-RemoteExecution,FALSE
package#ProcessComms,domain#CP-RDvSPDtS+uR,36,domain#S-RemoteExecution,FALSE
package#ProcessComms,domain#CP-RDvSPHP-iPL-RAS+DtS,36,domain#S-RemoteExecution,FALSE
package#ProcessComms,domain#CP-RDvSPIP+uR,36,domain#S-RemoteExecution,FALSE
package#ProcessComms,domain#CP-RTuHP-iPL-RAS+LnS,36,domain#S-RemoteExecution,FALSE
package#ProcessComms,domain#CP-RTuRTuS-uR+uR,36,domain#S-RemoteExecution,FALSE
package#ProcessComms,domain#CP-RTvSPCP+uR,36,domain#S-RemoteExecution,FALSE
package#ProcessComms,domain#CP-RTvSPHP-iPL-RAS+LnS,36,domain#S-RemoteExecution,FALSE
package#ProcessComms,domain#CP-RTvSPRAS+uR,36,domain#S-RemoteExecution,FALSE
package#ProcessComms,domain#CP-SCAPvLS+v,48,domain#S-ClientServiceAttacks,FALSE
package#ProcessComms,domain#CP-SCCAP+CSAP,48,domain#S-ClientServiceAttacks,FALSE
package#ProcessComms,domain#CP-SCCHNPLS-lI+lI,46,domain#S-ClientServiceComms,FALSE
package#ProcessComms,domain#CP-SCLPLSg+t,46,domain#S-ClientServiceComms,FALSE
package#ProcessComms,domain#CP-SCLPvLS+v,46,domain#S-ClientServiceComms,FALSE
package#ProcessComms,domain#CP-SCLSg+vf,46,domain#S-ClientServiceComms,FALSE
package#ProcessComms,domain#CP-SCLSg+vt,46,domain#S-ClientServiceComms,FALSE
package#ProcessComms,domain#CP-SCLSgfTS+lI,46,domain#S-ClientServiceComms,FALSE
package#ProcessComms,domain#CP-SCLSgvTS-vS+vS,46,domain#S-ClientServiceComms,FALSE
package#ProcessComms,domain#CP-SCNP2CPtI+vt,47,domain#S-ClientServiceAccess,FALSE
package#ProcessComms,domain#CP-SCNSg+vS,46,domain#S-ClientServiceComms,FALSE
package#ProcessComms,domain#CP-SCsAPtI+tI,48,domain#S-ClientServiceAttacks,FALSE
package#ProcessComms,domain#CP-SCvLS-vS+fS,46,domain#S-ClientServiceComms,FALSE
package#ProcessComms,domain#CP-SCxAPtI+tI,48,domain#S-ClientServiceAttacks,FALSE
package#ProcessComms,domain#CP-SOCAP+OSAP,48,domain#S-ClientServiceAttacks,FALSE
package#ProcessComms,domain#CP-SP+iP,33,domain#S-IndirectClientService,FALSE
package#ProcessComms,domain#CP-SPuS+U,33,domain#S-IndirectClientService,FALSE
package#ProcessComms,domain#CP-SPvSPvS-U+U,33,domain#S-IndirectClientService,FALSE
package#ProcessComms,domain#CP-SSCLS+aTS,46,domain#S-ClientServiceComms,FALSE
package#ProcessComms,domain#CP-SSClIAP+ch,48,domain#S-ClientServiceAttacks,FALSE
package#ProcessTrust,domain#CP-CzSzP+AA,0,domain#S-SystemClientService,FALSE
package#ProcessTrust,domain#CP-CzS-CC+AC,0,domain#S-ClientServiceTrust,FALSE
package#ProcessTrust,domain#CP-CAC-pPzAC-pS+cvc,0,domain#S-ClientServiceTrust,FALSE
package#ProcessTrust,domain#CP-CAC-pPaAC-pS+cvc,0,domain#S-ClientServiceTrust,FALSE
package#ProcessTrust,domain#CP-CAC-pScAC-pP+cc,0,domain#S-ClientServiceTrust,FALSE
package#ProcessTrust,domain#CP-CCCCAP+ch,0,domain#S-ClientServiceTrust,FALSE
package#ProcessTrust,domain#CP-CCCSPSFCS+f,0,domain#S-ClientServiceTrust,FALSE
package#ProcessTrust,domain#CP-CCCSPSFSC+f,0,domain#S-ClientServiceTrust,FALSE
package#ProcessTrust,domain#CP-CCCfCCS+aFC+aFC,0,domain#S-ClientServiceTrust,FALSE
package#ProcessTrust,domain#CP-CCCfS+aFC-aI+aU,0,domain#S-ClientServiceTrust,FALSE
package#ProcessTrust,domain#CP-CCCfS-aFC+aI,0,domain#S-ClientServiceTrust,FALSE
package#ProcessTrust,domain#CP-CCCftS+aFC-aTS+aI,0,domain#S-ClientServiceTrust,FALSE
package#ProcessTrust,domain#CP-CCCtCCS+aTS+aTS,0,domain#S-ClientServiceTrust,FALSE
package#ProcessTrust,domain#CP-CCCvCCvLS+vLS,0,domain#S-ClientServiceTrust,FALSE
package#ProcessTrust,domain#CP-CCSC+ch,0,domain#S-ClientServiceTrust,FALSE
