package,URI,hasLink
package#Network,domain#R-PcWH,domain#Link-LogicalSubnet-implementsHS-Hotspot
package#Network,domain#R-PcWH,domain#Link-Process-controls-Hotspot
package#Network,domain#R-PH2,domain#Link-Host-hosts-Process
package#Network,domain#R-PH2,domain#Link-OtherHost-hosts-Process
package#Network,domain#R-PH2S,domain#Link-PhysicalHost-locatedIn-OtherSpace
package#Network,domain#R-PH2S,domain#Link-PhysicalHost-locatedIn-Space
package#Network,domain#R-PHH,domain#Link-Host-hasPhysicalHost-PhysicalHost
package#Network,domain#R-PHHPS,domain#Link-HostAccess-accessFrom-Space
package#Network,domain#R-PHHPS,domain#Link-HostAccess-accessTo-Host
package#Network,domain#R-PHHPS,domain#Link-Host-hosts-Process
package#Network,domain#R-PHHS,domain#Link-Host-hasPhysicalHost-PhysicalHost
package#Network,domain#R-PHHS,domain#Link-PhysicalHost-locatedIn-Space
package#Network,domain#R-PHLSS,domain#Link-HostAccess-accessFrom-Space
package#Network,domain#R-PHLSS,domain#Link-HostAccess-accessTo-Host
package#Network,domain#R-PHLSS,domain#Link-Host-connectedTo-LogicalSubnet
package#Network,domain#R-PHLSS,domain#Link-Host-hasPhysicalHost-PhysicalHost
package#Network,domain#R-PHLSS,domain#Link-LogicalSubnet-accessibleFrom-Space
package#Network,domain#R-PHLSS,domain#Link-PhysicalHost-locatedIn-Space
package#Network,domain#R-PHS,domain#Link-Host-locatedIn-Space
package#Network,domain#R-PMHHS,domain#Link-Host-hasPhysicalHost-MobileClient
package#Network,domain#R-PMHHS,domain#Link-Host-hosts-Process
package#Network,domain#R-PMHHS,domain#Link-MobileClient-mayBeIn-Space
package#Network,domain#R-RACuHRASP,domain#Link-Host-hosts-Process
package#Network,domain#R-RACuHRASP,domain#Link-Host-hosts-RemoteAccessService
package#Network,domain#R-RACuHRASP,domain#Link-RemoteAccessClient-uses-RemoteAccessService
package#Network,domain#R-RACuHRASP,domain#Link-RemoteAccessService-uses-Process
package#Network,domain#R-RACuP,domain#Link-RemoteAccessClient-uses-Process
package#Network,domain#R-RACuRHRASP,domain#Link-Host-hosts-Process
package#Network,domain#R-RACuRHRASP,domain#Link-Host-hosts-RemoteAccessService
package#Network,domain#R-RACuRHRASP,domain#Link-RemoteAccessClient-usesRemotely-Process
package#Network,domain#R-RACuRHRASP,domain#Link-RemoteAccessClient-usesRemotely-RemoteAccessService
package#Network,domain#R-RACuRHRASP,domain#Link-RemoteAccessService-uses-Process
package#Network,domain#R-RSS,domain#Link-RadioSubnet-accessibleFrom-Space
package#Network,domain#R-RSS,domain#Link-RadioSubnet-implementsAN-LogicalSubnet
package#Network,domain#R-RSSH,domain#Link-HostAccess-accessTo-Gateway
package#Network,domain#R-RSSH,domain#Link-HostAccess-accessVia-RadioSubnet
package#Network,domain#R-RSSH,domain#Link-RadioSubnet-accessibleFrom-Space
package#Network,domain#R-RSSH,domain#Link-RadioSubnet-implementsAN-LogicalSubnet
package#Network,domain#R-RSSH,domain#Link-RadioSubnet-providedBy-Gateway
package#Network,domain#R-RTuHP,domain#Link-Host-hosts-Process
package#Network,domain#R-RTuHP,domain#Link-RemoteAccessClient-usesRemotely-Process
package#Network,domain#R-RTuP,domain#Link-Host-hosts-Process
package#Network,domain#R-RTuP,domain#Link-RemoteTerminal-uses-Process
package#Network,domain#R-RTurP,domain#Link-Host-hosts-Process
package#Network,domain#R-RTurP,domain#Link-RemoteTerminal-usesRemotely-Process
package#Network,domain#R-RTuRTuS,domain#Link-RemoteAccessClient-usesRemotely-RemoteTerminal
package#Network,domain#R-RTuRTuS,domain#Link-RemoteTerminal-usesRemotely-Process
package#Network,domain#R-SHAC,domain#Link-HostAccess-accessFrom-Space
package#Network,domain#R-SHAC,domain#Link-HostAccess-accessTo-Host
package#Network,domain#R-SHACP,domain#Link-HostAccess-accessFrom-Space
package#Network,domain#R-SHACP,domain#Link-HostAccess-accessTo-Host
package#Network,domain#R-SHACP,domain#Link-Host-hosts-Process
package#Network,domain#R-SHGP,domain#Link-SimpleHost-hosts-GeneralProcess
package#Network,domain#R-SHLnSACP,domain#Link-AccessContext-accessFrom-Space
package#Network,domain#R-SHLnSACP,domain#Link-AccessContext-accessTo-Host
package#Network,domain#R-SHLnSACP,domain#Link-AccessContext-accessTo-RemoteAccessService
package#Network,domain#R-SHLnSACP,domain#Link-Host-hosts-Process
package#Network,domain#R-SHLnSACP,domain#Link-Host-hosts-RemoteAccessService
package#Network,domain#R-SHLnSACP,domain#Link-RemoteAccessService-controls-Process
package#Network,domain#R-SHP,domain#Link-Host-hosts-Process
package#Network,domain#R-SHPAC,domain#Link-Host-hosts-Process
package#Network,domain#R-SHPAC,domain#Link-ProcAccess-accessFrom-Space
package#Network,domain#R-SHPAC,domain#Link-ProcAccess-accessTo-Host
package#Network,domain#R-SHPAC,domain#Link-ProcAccess-accessTo-Process
package#Network,domain#R-SHRLnSAC,domain#Link-Host-hosts-RemoteAccessService
package#Network,domain#R-SHRLnSAC,domain#Link-ProcAccess-accessFrom-Space
package#Network,domain#R-SHRLnSAC,domain#Link-ProcAccess-accessTo-Host
package#Network,domain#R-SHRLnSAC,domain#Link-ProcAccess-accessTo-RemoteAccessService
package#Network,domain#R-SHRLnSAC,domain#Link-RemoteAccessService-controls-Host
package#Network,domain#R-SHuPH,domain#Link-Host-locatedIn-Space
package#Network,domain#R-SHuPH,domain#Link-Human-manages-Space
package#Network,domain#R-StDC,domain#Link-Operator-operates-DataCentre
package#Network,domain#R-StH,domain#Link-Operator-operates-Host
package#Network,domain#R-StHP,domain#Link-Host-hosts-Process
package#Network,domain#R-StHP,domain#Link-Stakeholder-operates-Host
package#Network,domain#R-StS,domain#Link-Stakeholder-operates-Space
package#Network,domain#R-StSPH,domain#Link-Host-locatedIn-Space
package#Network,domain#R-StSPH,domain#Link-Stakeholder-operates-Space
package#Network,domain#R-THGP,domain#Link-TrivialHost-hosts-GeneralProcess
package#Network,domain#R-WiFiSS,domain#Link-RadioSubnet-accessibleFrom-Space
package#Network,domain#R-WiFiSS,domain#Link-RadioSubnet-implementsHS-LogicalSubnet
package#Network,domain#R-WpHS,domain#Link-Host-hasPhysicalHost-PhysicalHost
package#Network,domain#R-WpHS,domain#Link-Hotspot-providedBy-Host
package#Network,domain#R-WpHS,domain#Link-PhysicalHost-isMobile-PhysicalHost
package#Network,domain#R-WpHSH,domain#Link-Host-hasPhysicalHost-PhysicalHost
package#Network,domain#R-WpHSH,domain#Link-Hotspot-isHotspot-Hotspot
package#Network,domain#R-WpHSH,domain#Link-Hotspot-providedBy-Host
package#Network,domain#R-WpHSH,domain#Link-PhysicalHost-locatedIn-Space
package#Network,domain#R-WSS,domain#Link-LogicalSubnet-accessibleFrom-Space
package#Network,domain#R-WSSH,domain#Link-HostAccess-accessTo-Gateway
package#Network,domain#R-WSSH,domain#Link-HostAccess-accessVia-LogicalSubnet
package#Network,domain#R-WSSH,domain#Link-LogicalSubnet-accessibleFrom-Space
package#Network,domain#R-WSSH,domain#Link-LogicalSubnet-providedBy-Gateway
package#NetworkConnectivity,domain#R-DDoH,domain#Link-Host-connectedTo-LogicalSubnet
package#NetworkConnectivity,domain#R-DDoH,domain#Link-InboundIF-connectsFrom-Host
package#NetworkConnectivity,domain#R-DDoH,domain#Link-InboundIF-connectsTo-LogicalSubnet
package#NetworkConnectivity,domain#R-DDoH,domain#Link-Interface-connectsTo-AttackerSubnet
package#NetworkConnectivity,domain#R-DDoH,domain#Link-LogicalSegment-from-Interface
package#NetworkConnectivity,domain#R-DDoH,domain#Link-NetworkPath-end-LogicalSubnet
package#NetworkConnectivity,domain#R-DDoH,domain#Link-NetworkPath-start-AttackerSubnet
package#NetworkConnectivity,domain#R-DDoH,domain#Link-NetworkPath-traverses-LogicalSegment
package#NetworkConnectivity,domain#R-GHRS,domain#Link-Host-connectedTo-RadioSubnet
package#NetworkConnectivity,domain#R-GHRS,domain#Link-Interface-connectsFrom-Host
package#NetworkConnectivity,domain#R-GHRS,domain#Link-Interface-connectsTo-RadioSubnet
package#NetworkConnectivity,domain#R-GHRS,domain#Link-RadioSubnet-accessibleFrom-Space
package#NetworkConnectivity,domain#R-GHRS,domain#Link-RadioSubnet-implementsAN-LogicalSubnet
package#NetworkConnectivity,domain#R-GHRS,domain#Link-RadioSubnet-providedBy-Gateway
package#NetworkConnectivity,domain#R-GHRSi,domain#Link-Host-connectedTo-LogicalSubnet
package#NetworkConnectivity,domain#R-GHRSi,domain#Link-Interface-connectsFrom-Host
package#NetworkConnectivity,domain#R-GHRSi,domain#Link-Interface-connectsTo-LogicalSubnet
package#NetworkConnectivity,domain#R-GHRSi,domain#Link-LogicalSubnet-implementsHS-LogicalSubnet
package#NetworkConnectivity,domain#R-GHRSi,domain#Link-LogicalSubnet-providedBy-Gateway
package#NetworkConnectivity,domain#R-GHWS,domain#Link-Host-connectedTo-LogicalSubnet
package#NetworkConnectivity,domain#R-GHWS,domain#Link-Interface-connectsFrom-Host
package#NetworkConnectivity,domain#R-GHWS,domain#Link-Interface-connectsTo-LogicalSubnet
package#NetworkConnectivity,domain#R-GHWS,domain#Link-LogicalSubnet-providedBy-Gateway
package#NetworkConnectivity,domain#R-HIoH,domain#Link-Host-connectedTo-LogicalSubnet
package#NetworkConnectivity,domain#R-HIoH,domain#Link-Interface-connectsFrom-Host
package#NetworkConnectivity,domain#R-HIoH,domain#Link-Interface-connectsTo-LogicalSubnet
package#NetworkConnectivity,domain#R-HLoH,domain#Link-Interface-connectsFrom-Host
package#NetworkConnectivity,domain#R-HLoH,domain#Link-Interface-connectsTo-LogicalSubnet
package#NetworkConnectivity,domain#R-HLoH,domain#Link-RemoteHost-connectedTo-LogicalSubnet
package#NetworkConnectivity,domain#R-HRoH,domain#Link-Interface-connectsFrom-Host
package#NetworkConnectivity,domain#R-HRoH,domain#Link-Interface-connectsTo-LogicalSubnet
package#NetworkConnectivity,domain#R-HRoH,domain#Link-RemoteHost-connectedTo-LogicalSubnet
package#NetworkConnectivity,domain#R-HRSGS,domain#Link-Gateway-locatedIn-Space
package#NetworkConnectivity,domain#R-HRSGS,domain#Link-Interface-connectsFrom-Host
package#NetworkConnectivity,domain#R-HRSGS,domain#Link-Interface-connectsTo-RadioSubnet
package#NetworkConnectivity,domain#R-HRSGS,domain#Link-RadioSubnet-implementsAN-LogicalSubnet
package#NetworkConnectivity,domain#R-HRSGS,domain#Link-RadioSubnet-providedBy-Gateway
package#NetworkConnectivity,domain#R-HSRS,domain#Link-Host-connectedTo-RadioSubnet
package#NetworkConnectivity,domain#R-HSRS,domain#Link-Host-locatedIn-Space
package#NetworkConnectivity,domain#R-HSRS,domain#Link-Interface-connectsFrom-Host
package#NetworkConnectivity,domain#R-HSRS,domain#Link-Interface-connectsTo-RadioSubnet
package#NetworkConnectivity,domain#R-HSRS,domain#Link-RadioSubnet-accessibleFrom-Space
package#NetworkConnectivity,domain#R-HSRS,domain#Link-RadioSubnet-implementsAN-LogicalSubnet
package#NetworkConnectivity,domain#R-HSWS,domain#Link-Host-connectedTo-LogicalSubnet
package#NetworkConnectivity,domain#R-HSWS,domain#Link-Host-locatedIn-Space
package#NetworkConnectivity,domain#R-HSWS,domain#Link-Interface-connectsFrom-Host
package#NetworkConnectivity,domain#R-HSWS,domain#Link-Interface-connectsTo-LogicalSubnet
package#NetworkConnectivity,domain#R-HWSGS,domain#Link-Gateway-locatedIn-Space
package#NetworkConnectivity,domain#R-HWSGS,domain#Link-Host-connectedTo-LogicalSubnet
package#NetworkConnectivity,domain#R-HWSGS,domain#Link-Interface-connectsFrom-Host
package#NetworkConnectivity,domain#R-HWSGS,domain#Link-Interface-connectsTo-LogicalSubnet
package#NetworkConnectivity,domain#R-HWSGS,domain#Link-LogicalSubnet-providedBy-Gateway
package#NetworkConnectivity,domain#R-I,domain#Link-Interface-connectsFrom-Host
package#NetworkConnectivity,domain#R-I,domain#Link-Interface-connectsTo-LogicalSubnet
package#NetworkConnectivity,domain#R-ILSA,domain#Link-Interface-connectsTo-LogicalSubnet
package#NetworkConnectivity,domain#R-ILSA,domain#Link-LogicalSubnet-implementsAN-AbstractSubnet
package#NetworkConnectivity,domain#R-INC,domain#Link-HostAccess-accessTo-Host
package#NetworkConnectivity,domain#R-INC,domain#Link-HostAccess-accessVia-LogicalSubnet
package#NetworkConnectivity,domain#R-INC,domain#Link-Interface-connectsFrom-Host
package#NetworkConnectivity,domain#R-INC,domain#Link-Interface-connectsTo-LogicalSubnet
package#NetworkConnectivity,domain#R-IoH,domain#Link-FromContext-accessTo-Host
package#NetworkConnectivity,domain#R-IoH,domain#Link-FromContext-accessVia-LogicalSubnet
package#NetworkConnectivity,domain#R-IoH,domain#Link-Host-connectedTo-LogicalSubnet
package#NetworkConnectivity,domain#R-IoH,domain#Link-Interface-connectsFrom-Host
package#NetworkConnectivity,domain#R-IoH,domain#Link-Interface-connectsTo-LogicalSubnet
package#NetworkConnectivity,domain#R-IoH,domain#Link-NetworkPath-end-LogicalSubnet
package#NetworkConnectivity,domain#R-IoH,domain#Link-NetworkPath-start-AttackerSubnet
package#NetworkConnectivity,domain#R-L3cGcL3,domain#Link-FromSubnet-accessibleFrom-Space
package#NetworkConnectivity,domain#R-L3cGcL3,domain#Link-Gateway-connectedTo-FromSubnet
package#NetworkConnectivity,domain#R-L3cGcL3,domain#Link-Gateway-connectedTo-ToSubnet
package#NetworkConnectivity,domain#R-L3cGcL3,domain#Link-ToSubnet-accessibleFrom-Space
package#NetworkConnectivity,domain#R-L3cGrL3,domain#Link-FromSubnet-accessibleFrom-Space
package#NetworkConnectivity,domain#R-L3cGrL3,domain#Link-Gateway-connectedTo-FromSubnet
package#NetworkConnectivity,domain#R-L3cGrL3,domain#Link-ToSubnet-accessibleFrom-Space
package#NetworkConnectivity,domain#R-L3cGrL3,domain#Link-ToSubnet-providedBy-Gateway
package#NetworkConnectivity,domain#R-L3rGcL3,domain#Link-FromSubnet-accessibleFrom-Space
package#NetworkConnectivity,domain#R-L3rGcL3,domain#Link-FromSubnet-providedBy-Gateway
package#NetworkConnectivity,domain#R-L3rGcL3,domain#Link-Gateway-connectedTo-ToSubnet
package#NetworkConnectivity,domain#R-L3rGcL3,domain#Link-ToSubnet-accessibleFrom-Space
package#NetworkConnectivity,domain#R-L3rGrL3,domain#Link-FromSubnet-accessibleFrom-Space
package#NetworkConnectivity,domain#R-L3rGrL3,domain#Link-FromSubnet-providedBy-Gateway
package#NetworkConnectivity,domain#R-L3rGrL3,domain#Link-ToSubnet-accessibleFrom-Space
package#NetworkConnectivity,domain#R-L3rGrL3,domain#Link-ToSubnet-providedBy-Gateway
package#NetworkConnectivity,domain#R-L3SSg2,domain#Link-FwdSegment-from-FromSubnet
package#NetworkConnectivity,domain#R-L3SSg2,domain#Link-FwdSegment-to-ToSubnet
package#NetworkConnectivity,domain#R-L3SSg2,domain#Link-FwdSegment-via-Gateway
package#NetworkConnectivity,domain#R-L3SSg2,domain#Link-Gateway-connectedTo-FromSubnet
package#NetworkConnectivity,domain#R-L3SSg2,domain#Link-Gateway-connectedTo-ToSubnet
package#NetworkConnectivity,domain#R-L3SSg2+b,domain#Link-FwdSegment-blockedSegment-FwdSegment
package#NetworkConnectivity,domain#R-L3SSg2+b,domain#Link-FwdSegment-from-FromSubnet
package#NetworkConnectivity,domain#R-L3SSg2+b,domain#Link-FwdSegment-to-ToSubnet
package#NetworkConnectivity,domain#R-L3SSg2+b,domain#Link-FwdSegment-via-Gateway
package#NetworkConnectivity,domain#R-L3SSg2+b,domain#Link-Gateway-connectedTo-FromSubnet
package#NetworkConnectivity,domain#R-L3SSg2+b,domain#Link-Gateway-connectedTo-ToSubnet
package#NetworkConnectivity,domain#R-L3SSg2AC,domain#Link-FwdSegment-from-FromSubnet
package#NetworkConnectivity,domain#R-L3SSg2AC,domain#Link-FwdSegment-to-ToSubnet
package#NetworkConnectivity,domain#R-L3SSg2AC,domain#Link-FwdSegment-via-Gateway
package#NetworkConnectivity,domain#R-L3SSg2AC,domain#Link-Gateway-connectedTo-FromSubnet
package#NetworkConnectivity,domain#R-L3SSg2AC,domain#Link-Gateway-connectedTo-ToSubnet
package#NetworkConnectivity,domain#R-L3SSg2AC,domain#Link-HostAccess-accessTo-Gateway
package#NetworkConnectivity,domain#R-L3SSg2AC,domain#Link-HostAccess-accessVia-FromSubnet
package#NetworkConnectivity,domain#R-L3SSg2AC,domain#Link-HostAccess-accessVia-ToSubnet
package#NetworkConnectivity,domain#R-LoH,domain#Link-FromContext-accessTo-Host
package#NetworkConnectivity,domain#R-LoH,domain#Link-FromContext-accessVia-LogicalSubnet
package#NetworkConnectivity,domain#R-LoH,domain#Link-Host-connectedTo-LogicalSubnet
package#NetworkConnectivity,domain#R-LoH,domain#Link-Interface-connectsFrom-Host
package#NetworkConnectivity,domain#R-LoH,domain#Link-Interface-connectsTo-LogicalSubnet
package#NetworkConnectivity,domain#R-LPLS2NSg2,domain#Link-FwdSegment-from-FromSubnet
package#NetworkConnectivity,domain#R-LPLS2NSg2,domain#Link-FwdSegment-to-ToSubnet
package#NetworkConnectivity,domain#R-LPLS2NSg2,domain#Link-FwdSegment-via-Gateway
package#NetworkConnectivity,domain#R-LPLS2NSg2,domain#Link-Gateway-connectedTo-FromSubnet
package#NetworkConnectivity,domain#R-LPLS2NSg2,domain#Link-Gateway-connectedTo-ToSubnet
package#NetworkConnectivity,domain#R-LPLS2NSg2,domain#Link-LogicalPath-traverses-FwdSegment
package#NetworkConnectivity,domain#R-LPLS2NSg2,domain#Link-RetSegment-from-ToSubnet
package#NetworkConnectivity,domain#R-LPLS2NSg2,domain#Link-RetSegment-to-FromSubnet
package#NetworkConnectivity,domain#R-LPLS2NSg2,domain#Link-RetSegment-via-Gateway
package#NetworkConnectivity,domain#R-LPsLS,domain#Link-LogicalPath-start-LogicalSubnet
package#NetworkConnectivity,domain#R-NoH,domain#Link-FromContext-accessTo-Host
package#NetworkConnectivity,domain#R-NoH,domain#Link-FromContext-accessVia-LogicalSubnet
package#NetworkConnectivity,domain#R-NoH,domain#Link-Host-connectedTo-LogicalSubnet
package#NetworkConnectivity,domain#R-NoH,domain#Link-Interface-connectsFrom-Host
package#NetworkConnectivity,domain#R-NoH,domain#Link-Interface-connectsTo-LogicalSubnet
package#NetworkConnectivity,domain#R-NoH,domain#Link-NetworkPath-end-LogicalSubnet
package#NetworkConnectivity,domain#R-NoH,domain#Link-NetworkPath-start-AttackerSubnet
package#NetworkConnectivity,domain#R-NP,domain#Link-LogicalPath-end-ToSubnet
package#NetworkConnectivity,domain#R-NP,domain#Link-LogicalPath-start-FromSubnet
package#NetworkConnectivity,domain#R-NP2LS,domain#Link-NewPath-extends-OldPath
package#NetworkConnectivity,domain#R-NP2LS,domain#Link-OldPath-start-LogicalSubnet
package#NetworkConnectivity,domain#R-NP2LSg,domain#Link-NewPath-extends-OldPath
package#NetworkConnectivity,domain#R-NP2LSg,domain#Link-OldPath-traverses-LogicalSegment
package#NetworkConnectivity,domain#R-NP3,domain#Link-NetworkPath-extends-OldPath
package#NetworkConnectivity,domain#R-NP3,domain#Link-NewPath-extends-NetworkPath
package#NetworkConnectivity,domain#R-NPLS,domain#Link-LogicalPath-end-LogicalSubnet
package#NetworkConnectivity,domain#R-NPLS,domain#Link-LogicalPath-start-LogicalSubnet
package#NetworkConnectivity,domain#R-NPLS,domain#Link-LogicalPath-visits-LogicalSubnet
package#NetworkConnectivity,domain#R-OPLS1,domain#Link-LogicalRoute-from-FromSubnet
package#NetworkConnectivity,domain#R-OPLS1,domain#Link-LogicalRoute-to-LogicalSubnet
package#NetworkConnectivity,domain#R-OPLS1,domain#Link-LogicalRoute-via-Gateway
package#NetworkConnectivity,domain#R-OPLS1,domain#Link-NPE-pEndsAt-LogicalSubnet
package#NetworkConnectivity,domain#R-OPLS1,domain#Link-OldPath-end-LogicalSubnet
package#NetworkConnectivity,domain#R-OPLS1,domain#Link-OldPath-start-LogicalSubnet
package#NetworkConnectivity,domain#R-OPLS2,domain#Link-LogicalRoute-from-FromSubnet
package#NetworkConnectivity,domain#R-OPLS2,domain#Link-LogicalRoute-to-ToSubnet
package#NetworkConnectivity,domain#R-OPLS2,domain#Link-LogicalRoute-via-Gateway
package#NetworkConnectivity,domain#R-OPLS2,domain#Link-NPE-pEndsAt-LogicalSubnet
package#NetworkConnectivity,domain#R-OPLS2,domain#Link-OldPath-end-LogicalSubnet
package#NetworkConnectivity,domain#R-OPLS2,domain#Link-OldPath-start-ToSubnet
package#NetworkConnectivity,domain#R-OPPS1,domain#Link-LogicalRoute-from-FromSubnet
package#NetworkConnectivity,domain#R-OPPS1,domain#Link-LogicalRoute-to-LogicalSubnet
package#NetworkConnectivity,domain#R-OPPS1,domain#Link-LogicalRoute-via-Gateway
package#NetworkConnectivity,domain#R-OPPS1,domain#Link-OldPath-end-LogicalSubnet
package#NetworkConnectivity,domain#R-OPPS1,domain#Link-OldPath-start-LogicalSubnet
package#NetworkConnectivity,domain#R-OPPS1,domain#Link-PPE-pEndsAt-LogicalSubnet
package#NetworkConnectivity,domain#R-OPPS2,domain#Link-LogicalRoute-from-FromSubnet
package#NetworkConnectivity,domain#R-OPPS2,domain#Link-LogicalRoute-to-ToSubnet
package#NetworkConnectivity,domain#R-OPPS2,domain#Link-LogicalRoute-via-Gateway
package#NetworkConnectivity,domain#R-OPPS2,domain#Link-OldPath-end-LogicalSubnet
package#NetworkConnectivity,domain#R-OPPS2,domain#Link-OldPath-start-ToSubnet
package#NetworkConnectivity,domain#R-OPPS2,domain#Link-PPE-pEndsAt-LogicalSubnet
package#NetworkConnectivity,domain#R-RIoH,domain#Link-FromContext-accessTo-Host
package#NetworkConnectivity,domain#R-RIoH,domain#Link-FromContext-accessVia-LogicalSubnet
package#NetworkConnectivity,domain#R-RIoH,domain#Link-Host-connectedTo-LogicalSubnet
package#NetworkConnectivity,domain#R-RIoH,domain#Link-Interface-connectsFrom-Host
package#NetworkConnectivity,domain#R-RIoH,domain#Link-Interface-connectsTo-LogicalSubnet
package#NetworkConnectivity,domain#R-RIoH,domain#Link-NetworkPath-end-AttackerSubnet
package#NetworkConnectivity,domain#R-RIoH,domain#Link-NetworkPath-start-LogicalSubnet
package#NetworkConnectivity,domain#R-RNoH,domain#Link-FromContext-accessTo-Host
package#NetworkConnectivity,domain#R-RNoH,domain#Link-FromContext-accessVia-LogicalSubnet
package#NetworkConnectivity,domain#R-RNoH,domain#Link-Host-connectedTo-LogicalSubnet
package#NetworkConnectivity,domain#R-RNoH,domain#Link-Interface-connectsFrom-Host
package#NetworkConnectivity,domain#R-RNoH,domain#Link-Interface-connectsTo-LogicalSubnet
package#NetworkConnectivity,domain#R-RNoH,domain#Link-NetworkPath-end-AttackerSubnet
package#NetworkConnectivity,domain#R-RNoH,domain#Link-NetworkPath-start-LogicalSubnet
package#NetworkConnectivity,domain#R-RoH,domain#Link-FromContext-accessTo-Host
package#NetworkConnectivity,domain#R-RoH,domain#Link-FromContext-accessVia-LogicalSubnet
package#NetworkConnectivity,domain#R-RoH,domain#Link-Host-connectedTo-LogicalSubnet
package#NetworkConnectivity,domain#R-RoH,domain#Link-Interface-connectsFrom-Host
package#NetworkConnectivity,domain#R-RoH,domain#Link-Interface-connectsTo-LogicalSubnet
package#NetworkConnectivity,domain#R-RoH,domain#Link-NetworkPath-end-LogicalSubnet
package#NetworkConnectivity,domain#R-RoH,domain#Link-NetworkPath-start-AttackerSubnet
package#NetworkConnectivity,domain#R-RScGcRS,domain#Link-FromSubnet-accessibleFrom-Space
package#NetworkConnectivity,domain#R-RScGcRS,domain#Link-Gateway-connectedTo-FromSubnet
package#NetworkConnectivity,domain#R-RScGcRS,domain#Link-Gateway-connectedTo-ToSubnet
package#NetworkConnectivity,domain#R-RScGcRS,domain#Link-Gateway-locatedIn-Space
package#NetworkConnectivity,domain#R-RScGcRS,domain#Link-ToSubnet-accessibleFrom-Space
package#NetworkConnectivity,domain#R-Sg,domain#Link-InboundIF-connectsFrom-Gateway
package#NetworkConnectivity,domain#R-Sg,domain#Link-InboundIF-connectsTo-FromSubnet
package#NetworkConnectivity,domain#R-Sg,domain#Link-LogicalSegment-from-FromSubnet
package#NetworkConnectivity,domain#R-Sg,domain#Link-LogicalSegment-from-InboundIF
package#NetworkConnectivity,domain#R-Sg,domain#Link-LogicalSegment-to-OutboundIF
package#NetworkConnectivity,domain#R-Sg,domain#Link-LogicalSegment-to-ToSubnet
package#NetworkConnectivity,domain#R-Sg,domain#Link-LogicalSegment-via-Gateway
package#NetworkConnectivity,domain#R-Sg,domain#Link-OutboundIF-connectsFrom-Gateway
package#NetworkConnectivity,domain#R-Sg,domain#Link-OutboundIF-connectsTo-ToSubnet
package#NetworkConnectivity,domain#R-SgAC,domain#Link-HostAccess-accessFrom-Space
package#NetworkConnectivity,domain#R-SgAC,domain#Link-HostAccess-accessTo-Gateway
package#NetworkConnectivity,domain#R-SgAC,domain#Link-HostAccess-accessVia-FromSubnet
package#NetworkConnectivity,domain#R-SgAC,domain#Link-HostAccess-accessVia-ToSubnet
package#NetworkConnectivity,domain#R-SgAC,domain#Link-LogicalSegment-from-FromSubnet
package#NetworkConnectivity,domain#R-SgAC,domain#Link-LogicalSegment-to-ToSubnet
package#NetworkConnectivity,domain#R-SgAC,domain#Link-LogicalSegment-via-Gateway
package#NetworkConnectivity,domain#R-SgHfILS,domain#Link-Interface-connectsFrom-Host
package#NetworkConnectivity,domain#R-SgHfILS,domain#Link-Interface-connectsTo-LogicalSubnet
package#NetworkConnectivity,domain#R-SgHfILS,domain#Link-LogicalSegment-from-LogicalSubnet
package#NetworkConnectivity,domain#R-SgHfILS,domain#Link-LogicalSegment-via-Host
package#NetworkConnectivity,domain#R-SgHtILS,domain#Link-Interface-connectsFrom-Host
package#NetworkConnectivity,domain#R-SgHtILS,domain#Link-Interface-connectsTo-LogicalSubnet
package#NetworkConnectivity,domain#R-SgHtILS,domain#Link-LogicalSegment-to-LogicalSubnet
package#NetworkConnectivity,domain#R-SgHtILS,domain#Link-LogicalSegment-via-Host
package#NetworkConnectivity,domain#R-WScMcWS,domain#Link-FromSubnet-accessibleFrom-Space
package#NetworkConnectivity,domain#R-WScMcWS,domain#Link-Gateway-connectedTo-FromSubnet
package#NetworkConnectivity,domain#R-WScMcWS,domain#Link-Gateway-connectedTo-ToSubnet
package#NetworkConnectivity,domain#R-WScMcWS,domain#Link-Gateway-locatedIn-Space
package#NetworkConnectivity,domain#R-WScMcWS,domain#Link-ToSubnet-accessibleFrom-Space
package#Physical,domain#R-HuaSaE,domain#Link-Human-canAccess-Space
package#Physical,domain#R-HuaSaE,domain#Link-Space-accessibleVia-Entrance
package#Physical,domain#R-HuPS,domain#Link-Human-canAccess-Space
package#Physical,domain#R-HuPSSt,domain#Link-Human-canAccess-Space
package#Physical,domain#R-HuPSSt,domain#Link-Human-worksFor-Employer
package#Physical,domain#R-PScSt,domain#Link-Space-controlledBy-Stakeholder
package#Physical,domain#R-PSS,domain#Link-Space-accessibleVia-Entrance
package#Privacy,domain#R-DHuDC,domain#Link-DataCopy-copyOf-Data
package#Privacy,domain#R-DHuDC,domain#Link-Data-relatesTo-Human
package#Privacy,domain#R-DHuDF,domain#Link-DataFlow-flows-Data
package#Privacy,domain#R-DHuDF,domain#Link-Data-relatesTo-Human
package#Privacy,domain#R-HuDoPS,domain#Link-DataAccess-usedBy-Service
package#Privacy,domain#R-HuDoPS,domain#Link-DataAccess-usedFor-Data
package#Privacy,domain#R-HuDoPS,domain#Link-Data-relatesTo-DataSubject
package#Privacy,domain#R-HuDoPS,domain#Link-Operator-operates-Service
package#Privacy,domain#R-HuDoPS,domain#Link-SHost-hosts-Service
