package,URI,hasLink
package#DataLifecycle,domain#R-HDCDF,domain#Link-DataFlow-flowsFrom-FlowsFrom
package#DataLifecycle,domain#R-HDCDF,domain#Link-DataFlow-flowsTo-FlowsTo
package#DataLifecycle,domain#R-HDCDF,domain#Link-DataFlow-fulfils-DataCache
package#DataLifecycle,domain#R-HDCDF,domain#Link-Host-storesCopy-DataCache
package#DataLifecycle,domain#R-HDS,domain#Link-DataCopy-copyOf-Data
package#DataLifecycle,domain#R-HDS,domain#Link-Host-hasPhysicalHost-PhysicalHost
package#DataLifecycle,domain#R-HDS,domain#Link-Host-storesCopy-DataCopy
package#DataLifecycle,domain#R-HDS2DPfDA,domain#Link-DataAccess-fromSource-DataSource
package#DataLifecycle,domain#R-HDS2DPfDA,domain#Link-DataAccess-fulfils-DataCopy
package#DataLifecycle,domain#R-HDS2DPfDA,domain#Link-DataAccess-usedBy-Service
package#DataLifecycle,domain#R-HDS2DPfDA,domain#Link-DataAccess-usedFor-Data
package#DataLifecycle,domain#R-HDS2DPfDA,domain#Link-DataPool-usedBy-Process
package#DataLifecycle,domain#R-HDS2DPfDA,domain#Link-DataPool-usedFor-Data
package#DataLifecycle,domain#R-HDS2DPfDA,domain#Link-Host-hosts-Process
package#DataLifecycle,domain#R-HDS2DPfDA,domain#Link-Host-hosts-Service
package#DataLifecycle,domain#R-HDS2DPfDA,domain#Link-Host-storesCopy-DataCopy
package#DataLifecycle,domain#R-HDSPDIfDA,domain#Link-DataCopy-copyOf-Data
package#DataLifecycle,domain#R-HDSPDIfDA,domain#Link-DataDestination-fromSource-DataSource
package#DataLifecycle,domain#R-HDSPDIfDA,domain#Link-DataDestination-usedBy-Process
package#DataLifecycle,domain#R-HDSPDIfDA,domain#Link-DataSource-usedFor-Data
package#DataLifecycle,domain#R-HDSPDIfDA,domain#Link-Host-hosts-Process
package#DataLifecycle,domain#R-HDSPDIfDA,domain#Link-Host-storesCopy-DataCopy
package#DataLifecycle,domain#R-HDSV,domain#Link-DataCopy-copyOf-Data
package#DataLifecycle,domain#R-HDSV,domain#Link-Host-hasPhysicalHost-PhysicalHost
package#DataLifecycle,domain#R-HDSV,domain#Link-Host-storesCopy-DataCopy
package#DataLifecycle,domain#R-HDSV,domain#Link-Vault-controls-DataCopy
package#DataLifecycle,domain#R-HPDAcDS,domain#Link-DataAccess-fulfils-DataCopy
package#DataLifecycle,domain#R-HPDAcDS,domain#Link-DataAccess-usedBy-Process
package#DataLifecycle,domain#R-HPDAcDS,domain#Link-DataAccess-usedFor-Data
package#DataLifecycle,domain#R-HPDAcDS,domain#Link-DataCopy-copyOf-Data
package#DataLifecycle,domain#R-HPDAcDS,domain#Link-Host-hosts-Process
package#DataLifecycle,domain#R-HPDAcDS,domain#Link-Host-storesCopy-DataCopy
package#DataLifecycle,domain#R-HPDAcDS,domain#Link-Process-crudc-DataCopy
package#DataLifecycle,domain#R-HPDAdDS,domain#Link-DataAccess-fulfils-DataCopy
package#DataLifecycle,domain#R-HPDAdDS,domain#Link-DataAccess-usedBy-Process
package#DataLifecycle,domain#R-HPDAdDS,domain#Link-DataAccess-usedFor-Data
package#DataLifecycle,domain#R-HPDAdDS,domain#Link-DataCopy-copyOf-Data
package#DataLifecycle,domain#R-HPDAdDS,domain#Link-Host-hosts-Process
package#DataLifecycle,domain#R-HPDAdDS,domain#Link-Host-storesCopy-DataCopy
package#DataLifecycle,domain#R-HPDAdDS,domain#Link-Process-crudd-DataCopy
package#DataLifecycle,domain#R-HPDADF,domain#Link-DataAccess-fulfils-DataFlow
package#DataLifecycle,domain#R-HPDADF,domain#Link-DataAccess-usedBy-Process
package#DataLifecycle,domain#R-HPDADF,domain#Link-DataAccess-usedFor-Data
package#DataLifecycle,domain#R-HPDADF,domain#Link-DataFlow-flows-Data
package#DataLifecycle,domain#R-HPDADF,domain#Link-DataFlow-flowsTo-FlowsTo
package#DataLifecycle,domain#R-HPDADF,domain#Link-Host-hosts-Process
package#DataLifecycle,domain#R-HPDADS,domain#Link-DataAccess-fulfils-DataCopy
package#DataLifecycle,domain#R-HPDADS,domain#Link-DataAccess-usedBy-Process
package#DataLifecycle,domain#R-HPDADS,domain#Link-DataAccess-usedFor-Data
package#DataLifecycle,domain#R-HPDADS,domain#Link-Host-hosts-Process
package#DataLifecycle,domain#R-HPDADS,domain#Link-Host-storesCopy-DataCopy
package#DataLifecycle,domain#R-HPDADS2DO,domain#Link-DataAccess-fromSource-DataOutput
package#DataLifecycle,domain#R-HPDADS2DO,domain#Link-DataAccess-fromSource-DataUse
package#DataLifecycle,domain#R-HPDADS2DO,domain#Link-DataAccess-fulfils-DataCopy
package#DataLifecycle,domain#R-HPDADS2DO,domain#Link-DataAccess-usedBy-Process
package#DataLifecycle,domain#R-HPDADS2DO,domain#Link-DataAccess-usedFor-Data
package#DataLifecycle,domain#R-HPDADS2DO,domain#Link-Host-hosts-Process
package#DataLifecycle,domain#R-HPDADS2DO,domain#Link-Host-storesCopy-DataCopy
package#DataLifecycle,domain#R-HPDADSDU,domain#Link-DataAccess-fromSource-DataUpdate
package#DataLifecycle,domain#R-HPDADSDU,domain#Link-DataAccess-fulfils-DataCopy
package#DataLifecycle,domain#R-HPDADSDU,domain#Link-DataAccess-usedBy-Process
package#DataLifecycle,domain#R-HPDADSDU,domain#Link-DataAccess-usedFor-Data
package#DataLifecycle,domain#R-HPDADSDU,domain#Link-Host-hosts-Process
package#DataLifecycle,domain#R-HPDADSDU,domain#Link-Host-storesCopy-DataCopy
package#DataLifecycle,domain#R-HPDAuDS,domain#Link-DataAccess-fulfils-DataCopy
package#DataLifecycle,domain#R-HPDAuDS,domain#Link-DataAccess-usedBy-Process
package#DataLifecycle,domain#R-HPDAuDS,domain#Link-DataAccess-usedFor-Data
package#DataLifecycle,domain#R-HPDAuDS,domain#Link-DataCopy-copyOf-Data
package#DataLifecycle,domain#R-HPDAuDS,domain#Link-Host-hosts-Process
package#DataLifecycle,domain#R-HPDAuDS,domain#Link-Host-storesCopy-DataCopy
package#DataLifecycle,domain#R-HPDAuDS,domain#Link-Process-crudu-DataCopy
package#DataLifecycle,domain#R-HPDDR,domain#Link-DataRelay-usedBy-Process
package#DataLifecycle,domain#R-HPDDR,domain#Link-DataRelay-usedFor-Data
package#DataLifecycle,domain#R-HPDDR,domain#Link-Host-hosts-Process
package#DataLifecycle,domain#R-HPdDS,domain#Link-DataAccess-fulfils-DataCopy
package#DataLifecycle,domain#R-HPdDS,domain#Link-DataAccess-usedBy-Process
package#DataLifecycle,domain#R-HPdDS,domain#Link-DataCopy-copyOf-Data
package#DataLifecycle,domain#R-HPdDS,domain#Link-Host-hosts-Process
package#DataLifecycle,domain#R-HPdDS,domain#Link-Host-storesCopy-DataCopy
package#DataLifecycle,domain#R-HPdDS,domain#Link-Process-crudd-DataCopy
package#DataLifecycle,domain#R-HPDFDADS,domain#Link-DataAccess-fulfils-DataCopy
package#DataLifecycle,domain#R-HPDFDADS,domain#Link-DataAccess-usedBy-Process
package#DataLifecycle,domain#R-HPDFDADS,domain#Link-DataAccess-usedFor-Data
package#DataLifecycle,domain#R-HPDFDADS,domain#Link-DataCopy-copyOf-Data
package#DataLifecycle,domain#R-HPDFDADS,domain#Link-DataFlow-flows-Data
package#DataLifecycle,domain#R-HPDFDADS,domain#Link-DataFlow-flowsFrom-FlowsFrom
package#DataLifecycle,domain#R-HPDFDADS,domain#Link-DataFlow-flowsTo-FlowsTo
package#DataLifecycle,domain#R-HPDFDADS,domain#Link-DataFlow-flowsTo-Process
package#DataLifecycle,domain#R-HPDFDADS,domain#Link-DataFlow-fulfils-DataAccess
package#DataLifecycle,domain#R-HPDFDADS,domain#Link-Host-hosts-Process
package#DataLifecycle,domain#R-HPDFDADS,domain#Link-Host-storesCopy-DataCopy
package#DataLifecycle,domain#R-HPDFDAuDS,domain#Link-DataAccess-fulfils-DataCopy
package#DataLifecycle,domain#R-HPDFDAuDS,domain#Link-DataAccess-usedBy-Process
package#DataLifecycle,domain#R-HPDFDAuDS,domain#Link-DataAccess-usedFor-Data
package#DataLifecycle,domain#R-HPDFDAuDS,domain#Link-DataCopy-copyOf-Data
package#DataLifecycle,domain#R-HPDFDAuDS,domain#Link-DataFlow-flows-Data
package#DataLifecycle,domain#R-HPDFDAuDS,domain#Link-DataFlow-flowsFrom-FlowsFrom
package#DataLifecycle,domain#R-HPDFDAuDS,domain#Link-DataFlow-flowsTo-Process
package#DataLifecycle,domain#R-HPDFDAuDS,domain#Link-DataFlow-fulfils-DataAccess
package#DataLifecycle,domain#R-HPDFDAuDS,domain#Link-Host-hosts-Process
package#DataLifecycle,domain#R-HPDFDAuDS,domain#Link-Host-storesCopy-DataCopy
package#DataLifecycle,domain#R-HPDFDAuDS,domain#Link-Process-crudu-DataCopy
package#DataLifecycle,domain#R-HPDFDI,domain#Link-DataAccess-usedBy-Process
package#DataLifecycle,domain#R-HPDFDI,domain#Link-DataAccess-usedFor-Data
package#DataLifecycle,domain#R-HPDFDI,domain#Link-DataFlow-flows-Data
package#DataLifecycle,domain#R-HPDFDI,domain#Link-DataFlow-flowsFrom-FlowsFrom
package#DataLifecycle,domain#R-HPDFDI,domain#Link-DataFlow-flowsTo-FlowsTo
package#DataLifecycle,domain#R-HPDFDI,domain#Link-DataFlow-flowsTo-Process
package#DataLifecycle,domain#R-HPDFDI,domain#Link-DataFlow-fulfils-DataAccess
package#DataLifecycle,domain#R-HPDFDI,domain#Link-Host-hosts-Process
package#DataLifecycle,domain#R-HPDOcDS,domain#Link-DataAccess-fulfils-DataCopy
package#DataLifecycle,domain#R-HPDOcDS,domain#Link-DataAccess-usedBy-Process
package#DataLifecycle,domain#R-HPDOcDS,domain#Link-DataAccess-usedFor-Data
package#DataLifecycle,domain#R-HPDOcDS,domain#Link-DataCopy-copyOf-Data
package#DataLifecycle,domain#R-HPDOcDS,domain#Link-Host-hosts-Process
package#DataLifecycle,domain#R-HPDOcDS,domain#Link-Host-storesCopy-DataCopy
package#DataLifecycle,domain#R-HPDOcDS,domain#Link-Process-crudc-DataCopy
package#DataLifecycle,domain#R-HPDOdDS,domain#Link-DataAccess-fulfils-DataCopy
package#DataLifecycle,domain#R-HPDOdDS,domain#Link-DataAccess-usedBy-Process
package#DataLifecycle,domain#R-HPDOdDS,domain#Link-DataAccess-usedFor-Data
package#DataLifecycle,domain#R-HPDOdDS,domain#Link-DataCopy-copyOf-Data
package#DataLifecycle,domain#R-HPDOdDS,domain#Link-Host-hosts-Process
package#DataLifecycle,domain#R-HPDOdDS,domain#Link-Host-storesCopy-DataCopy
package#DataLifecycle,domain#R-HPDOdDS,domain#Link-Process-crudd-DataCopy
package#DataLifecycle,domain#R-HPDODF,domain#Link-DataAccess-fulfils-DataFlow
package#DataLifecycle,domain#R-HPDODF,domain#Link-DataAccess-usedBy-Process
package#DataLifecycle,domain#R-HPDODF,domain#Link-DataAccess-usedFor-Data
package#DataLifecycle,domain#R-HPDODF,domain#Link-DataFlow-flowsTo-FlowsTo
package#DataLifecycle,domain#R-HPDODF,domain#Link-Host-hosts-Process
package#DataLifecycle,domain#R-HPDODS,domain#Link-DataAccess-usedBy-Process
package#DataLifecycle,domain#R-HPDODS,domain#Link-DataAccess-usedFor-Data
package#DataLifecycle,domain#R-HPDODS,domain#Link-DataCopy-copyOf-Data
package#DataLifecycle,domain#R-HPDODS,domain#Link-Host-hosts-Process
package#DataLifecycle,domain#R-HPDODS,domain#Link-Host-storesCopy-DataCopy
package#DataLifecycle,domain#R-HPDOuDS,domain#Link-DataAccess-fulfils-DataCopy
package#DataLifecycle,domain#R-HPDOuDS,domain#Link-DataAccess-usedBy-Process
package#DataLifecycle,domain#R-HPDOuDS,domain#Link-DataAccess-usedFor-Data
package#DataLifecycle,domain#R-HPDOuDS,domain#Link-DataCopy-copyOf-Data
package#DataLifecycle,domain#R-HPDOuDS,domain#Link-Host-hosts-Process
package#DataLifecycle,domain#R-HPDOuDS,domain#Link-Host-storesCopy-DataCopy
package#DataLifecycle,domain#R-HPDOuDS,domain#Link-Process-crudu-DataCopy
package#DataLifecycle,domain#R-HPdpDS,domain#Link-DataAccess-fulfils-DataCopy
package#DataLifecycle,domain#R-HPdpDS,domain#Link-DataAccess-usedBy-Process
package#DataLifecycle,domain#R-HPdpDS,domain#Link-DataCopy-copyOf-Data
package#DataLifecycle,domain#R-HPdpDS,domain#Link-Host-hosts-Process
package#DataLifecycle,domain#R-HPdpDS,domain#Link-Host-storesCopy-DataCopy
package#DataLifecycle,domain#R-HPdpDS,domain#Link-Process-crudd-DataCopy
package#DataLifecycle,domain#R-HPdpDS,domain#Link-Process-processes-Data
package#DataLifecycle,domain#R-HPDS,domain#Link-DataAccess-fulfils-DataCopy
package#DataLifecycle,domain#R-HPDS,domain#Link-DataAccess-usedBy-Process
package#DataLifecycle,domain#R-HPDS,domain#Link-DataAccess-usedFor-Data
package#DataLifecycle,domain#R-HPDS,domain#Link-Host-hosts-Process
package#DataLifecycle,domain#R-HPDS,domain#Link-Host-storesCopy-DataCopy
package#DataLifecycle,domain#R-HPDSDA,domain#Link-DataAccess-usedBy-Process
package#DataLifecycle,domain#R-HPDSDA,domain#Link-DataAccess-usedFor-Data
package#DataLifecycle,domain#R-HPDSDA,domain#Link-DataCopy-fulfils-DataAccess
package#DataLifecycle,domain#R-HPDSDA,domain#Link-Host-hosts-Process
package#DataLifecycle,domain#R-HPDSDA,domain#Link-Host-storesCopy-DataCopy
package#DataLifecycle,domain#R-HPDSDADF,domain#Link-DataAccess-fulfils-DataFlow
package#DataLifecycle,domain#R-HPDSDADF,domain#Link-DataAccess-usedBy-Process
package#DataLifecycle,domain#R-HPDSDADF,domain#Link-DataAccess-usedFor-Data
package#DataLifecycle,domain#R-HPDSDADF,domain#Link-DataCopy-fulfils-DataAccess
package#DataLifecycle,domain#R-HPDSDADF,domain#Link-DataFlow-flows-Data
package#DataLifecycle,domain#R-HPDSDADF,domain#Link-DataFlow-flowsTo-FlowsTo
package#DataLifecycle,domain#R-HPDSDADF,domain#Link-Host-hosts-Process
package#DataLifecycle,domain#R-HPDSDADF,domain#Link-Host-storesCopy-DataCopy
package#DataLifecycle,domain#R-HPDSDI,domain#Link-DataAccess-usedBy-Process
package#DataLifecycle,domain#R-HPDSDI,domain#Link-DataAccess-usedFor-Data
package#DataLifecycle,domain#R-HPDSDI,domain#Link-DataCopy-copyOf-Data
package#DataLifecycle,domain#R-HPDSDI,domain#Link-DataCopy-fulfils-DataAccess
package#DataLifecycle,domain#R-HPDSDI,domain#Link-Host-hosts-Process
package#DataLifecycle,domain#R-HPDSDI,domain#Link-Host-storesCopy-DataCopy
package#DataLifecycle,domain#R-HPDS-fDI,domain#Link-DataAccess-usedBy-Process
package#DataLifecycle,domain#R-HPDS-fDI,domain#Link-DataAccess-usedFor-Data
package#DataLifecycle,domain#R-HPDS-fDI,domain#Link-DataCopy-copyOf-Data
package#DataLifecycle,domain#R-HPDS-fDI,domain#Link-Host-hosts-Process
package#DataLifecycle,domain#R-HPDS-fDI,domain#Link-Host-storesCopy-DataCopy
package#DataLifecycle,domain#R-HPDSrDI,domain#Link-DataAccess-usedBy-Process
package#DataLifecycle,domain#R-HPDSrDI,domain#Link-DataAccess-usedFor-Data
package#DataLifecycle,domain#R-HPDSrDI,domain#Link-DataCopy-copyOf-Data
package#DataLifecycle,domain#R-HPDSrDI,domain#Link-DataCopy-fulfils-DataAccess
package#DataLifecycle,domain#R-HPDSrDI,domain#Link-Host-hosts-Process
package#DataLifecycle,domain#R-HPDSrDI,domain#Link-Host-storesCopy-DataCopy
package#DataLifecycle,domain#R-HPDSrDI,domain#Link-Process-crudr-DataCopy
package#DataLifecycle,domain#R-HPeD,domain#Link-DataAccess-fulfils-DataCopy
package#DataLifecycle,domain#R-HPeD,domain#Link-DataAccess-usedBy-Process
package#DataLifecycle,domain#R-HPeD,domain#Link-DataAccess-usedFor-Data
package#DataLifecycle,domain#R-HPeD,domain#Link-Host-hosts-Process
package#DataLifecycle,domain#R-HPeD,domain#Link-Host-storesCopy-DataCopy
package#DataLifecycle,domain#R-HPeD,domain#Link-Process-appends-Data
package#DataLifecycle,domain#R-HPrDS,domain#Link-DataAccess-usedBy-Process
package#DataLifecycle,domain#R-HPrDS,domain#Link-DataCopy-copyOf-Data
package#DataLifecycle,domain#R-HPrDS,domain#Link-DataCopy-fulfils-DataAccess
package#DataLifecycle,domain#R-HPrDS,domain#Link-Host-hosts-Process
package#DataLifecycle,domain#R-HPrDS,domain#Link-Host-storesCopy-DataCopy
package#DataLifecycle,domain#R-HPrDS,domain#Link-Process-crudr-DataCopy
package#DataLifecycle,domain#R-HPrpDS,domain#Link-DataAccess-usedBy-Process
package#DataLifecycle,domain#R-HPrpDS,domain#Link-DataCopy-copyOf-Data
package#DataLifecycle,domain#R-HPrpDS,domain#Link-DataCopy-fulfils-DataAccess
package#DataLifecycle,domain#R-HPrpDS,domain#Link-Host-hosts-Process
package#DataLifecycle,domain#R-HPrpDS,domain#Link-Host-storesCopy-DataCopy
package#DataLifecycle,domain#R-HPrpDS,domain#Link-Process-crudr-DataCopy
package#DataLifecycle,domain#R-HPrpDS,domain#Link-Process-processes-Data
package#DataLifecycle,domain#R-HPsDPDFDS,domain#Link-DataCopy-copyOf-Data
package#DataLifecycle,domain#R-HPsDPDFDS,domain#Link-DataFlow-flowsTo-Process
package#DataLifecycle,domain#R-HPsDPDFDS,domain#Link-DataFlow-fulfils-DataPool
package#DataLifecycle,domain#R-HPsDPDFDS,domain#Link-DataPool-usedBy-Process
package#DataLifecycle,domain#R-HPsDPDFDS,domain#Link-DataPool-usedFor-Data
package#DataLifecycle,domain#R-HPsDPDFDS,domain#Link-Host-hosts-Process
package#DataLifecycle,domain#R-HPsDPDFDS,domain#Link-Host-storesCopy-DataCopy
package#DataLifecycle,domain#R-HPsDPDSDF,domain#Link-DataCopy-copyOf-Data
package#DataLifecycle,domain#R-HPsDPDSDF,domain#Link-DataFlow-flowsFrom-Process
package#DataLifecycle,domain#R-HPsDPDSDF,domain#Link-DataPool-fulfils-DataFlow
package#DataLifecycle,domain#R-HPsDPDSDF,domain#Link-DataPool-usedBy-Process
package#DataLifecycle,domain#R-HPsDPDSDF,domain#Link-DataPool-usedFor-Data
package#DataLifecycle,domain#R-HPsDPDSDF,domain#Link-Host-hosts-Process
package#DataLifecycle,domain#R-HPsDPDSDF,domain#Link-Host-storesCopy-DataCopy
package#DataLifecycle,domain#R-HPuDSDI,domain#Link-DataAccess-usedBy-Process
package#DataLifecycle,domain#R-HPuDSDI,domain#Link-DataAccess-usedFor-Data
package#DataLifecycle,domain#R-HPuDSDI,domain#Link-DataCopy-copyOf-Data
package#DataLifecycle,domain#R-HPuDSDI,domain#Link-DataCopy-fulfils-DataAccess
package#DataLifecycle,domain#R-HPuDSDI,domain#Link-Host-hosts-Process
package#DataLifecycle,domain#R-HPuDSDI,domain#Link-Host-storesCopy-DataCopy
package#DataLifecycle,domain#R-HPuDSDI,domain#Link-Process-reads-Data
package#DataLifecycle,domain#R-HSDADPDXP,domain#Link-DataAccess-usedBy-DB
package#DataLifecycle,domain#R-HSDADPDXP,domain#Link-DataAccess-usedFor-Data
package#DataLifecycle,domain#R-HSDADPDXP,domain#Link-DataExchange-connectsData-DB
package#DataLifecycle,domain#R-HSDADPDXP,domain#Link-DataExchange-connectsData-Process
package#DataLifecycle,domain#R-HSDADPDXP,domain#Link-Host-hosts-DB
package#DataLifecycle,domain#R-HSDADPDXP,domain#Link-Host-hosts-Process
package#DataLifecycle,domain#R-HSDADPDXP,domain#Link-OldDataPath-dataPathTo-DataAccess
package#DataLifecycle,domain#R-HSDADPDXP,domain#Link-OldDataPath-fromProc-DB
package#DataLifecycle,domain#R-HSDADPPDXP,domain#Link-DataAccess-usedBy-Service
package#DataLifecycle,domain#R-HSDADPPDXP,domain#Link-DataAccess-usedFor-Data
package#DataLifecycle,domain#R-HSDADPPDXP,domain#Link-DataExchange-connectsData-DB
package#DataLifecycle,domain#R-HSDADPPDXP,domain#Link-DataExchange-connectsData-Process
package#DataLifecycle,domain#R-HSDADPPDXP,domain#Link-Host-hosts-DB
package#DataLifecycle,domain#R-HSDADPPDXP,domain#Link-Host-hosts-Process
package#DataLifecycle,domain#R-HSDADPPDXP,domain#Link-Host-hosts-Service
package#DataLifecycle,domain#R-HSDADPPDXP,domain#Link-OldDataPath-dataPathTo-DataAccess
package#DataLifecycle,domain#R-HSDADPPDXP,domain#Link-OldDataPath-fromProc-DB
package#DataLifecycle,domain#R-HuaDSPH,domain#Link-DataCopy-copyOf-Data
package#DataLifecycle,domain#R-HuaDSPH,domain#Link-Host-hosts-Process
package#DataLifecycle,domain#R-HuaDSPH,domain#Link-Host-storesCopy-DataCopy
package#DataLifecycle,domain#R-HuaDSPH,domain#Link-Human-interactsRemotelyWith-Process
package#DataLifecycle,domain#R-HuaDSPH,domain#Link-Process-enablesUserInput-Data
package#DataLifecycle,domain#R-HuaDSPH,domain#Link-Process-enablesUserOutput-Data
package#DataLifecycle,domain#R-HuaDSPH,domain#Link-Process-processes-Data
package#DataLifecycle,domain#R-HuiDSPH,domain#Link-DataCopy-copyOf-Data
package#DataLifecycle,domain#R-HuiDSPH,domain#Link-Host-hosts-Process
package#DataLifecycle,domain#R-HuiDSPH,domain#Link-Host-storesCopy-DataCopy
package#DataLifecycle,domain#R-HuiDSPH,domain#Link-Human-interactsRemotelyWith-Process
package#DataLifecycle,domain#R-HuiDSPH,domain#Link-Process-enablesUserInput-Data
package#DataLifecycle,domain#R-HuiDSPH,domain#Link-Process-processes-Data
package#DataLifecycle,domain#R-HuiPvDCHS,domain#Link-DataAccess-usedBy-Process
package#DataLifecycle,domain#R-HuiPvDCHS,domain#Link-DataAccess-usedFor-Data
package#DataLifecycle,domain#R-HuiPvDCHS,domain#Link-Host-hosts-Process
package#DataLifecycle,domain#R-HuiPvDCHS,domain#Link-Host-locatedIn-Space
package#DataLifecycle,domain#R-HuiPvDCHS,domain#Link-Human-interactsWith-Host
package#DataLifecycle,domain#R-HuiPvDCHS,domain#Link-Human-interactsWith-Process
package#DataLifecycle,domain#R-HuiPvDCHS,domain#Link-Human-viewsData-Data
package#DataLifecycle,domain#R-HuiPvDCHS,domain#Link-Process-enablesUserOutput-Data
package#DataLifecycle,domain#R-HuiPvDFCHS,domain#Link-DataAccess-usedBy-Process
package#DataLifecycle,domain#R-HuiPvDFCHS,domain#Link-DataAccess-usedFor-Data
package#DataLifecycle,domain#R-HuiPvDFCHS,domain#Link-DataFlow-flowsFrom-FlowsFrom
package#DataLifecycle,domain#R-HuiPvDFCHS,domain#Link-DataFlow-flowsToIn-Space
package#DataLifecycle,domain#R-HuiPvDFCHS,domain#Link-DataFlow-fulfils-DataAccess
package#DataLifecycle,domain#R-HuiPvDFCHS,domain#Link-Host-hosts-Process
package#DataLifecycle,domain#R-HuiPvDFCHS,domain#Link-Host-locatedIn-Space
package#DataLifecycle,domain#R-HuiPvDFCHS,domain#Link-Human-interactsWith-Host
package#DataLifecycle,domain#R-HuiPvDFCHS,domain#Link-Human-interactsWith-Process
package#DataLifecycle,domain#R-HuiPvDFCHS,domain#Link-Human-viewsData-Data
package#DataLifecycle,domain#R-HuiPvDFCHS,domain#Link-Process-enablesUserOutput-Data
package#DataLifecycle,domain#R-HuiRACvDFCHS,domain#Link-DataAccess-usedBy-RemoteAccessClient
package#DataLifecycle,domain#R-HuiRACvDFCHS,domain#Link-DataAccess-usedFor-Data
package#DataLifecycle,domain#R-HuiRACvDFCHS,domain#Link-DataFlow-flowsFrom-Process
package#DataLifecycle,domain#R-HuiRACvDFCHS,domain#Link-DataFlow-flowsToIn-Space
package#DataLifecycle,domain#R-HuiRACvDFCHS,domain#Link-DataFlow-fulfils-DataAccess
package#DataLifecycle,domain#R-HuiRACvDFCHS,domain#Link-Host-hosts-RemoteAccessClient
package#DataLifecycle,domain#R-HuiRACvDFCHS,domain#Link-Host-locatedIn-Space
package#DataLifecycle,domain#R-HuiRACvDFCHS,domain#Link-Human-interactsWith-Host
package#DataLifecycle,domain#R-HuiRACvDFCHS,domain#Link-Human-interactsWith-RemoteAccessClient
package#DataLifecycle,domain#R-HuiRACvDFCHS,domain#Link-Human-viewsData-Data
package#DataLifecycle,domain#R-HuiRACvDFCHS,domain#Link-Process-enablesUserOutput-Data
package#DataLifecycle,domain#R-HuiRACvDFCHS,domain#Link-RemoteAccessClient-usesRemotely-Process
package#DataLifecycle,domain#R-HuirPD,domain#Link-DataAccess-usedBy-Process
package#DataLifecycle,domain#R-HuirPD,domain#Link-DataAccess-usedFor-Data
package#DataLifecycle,domain#R-HuirPD,domain#Link-Human-interactsRemotelyWith-Process
package#DataLifecycle,domain#R-HuirPD,domain#Link-Human-interactsWithData-Data
package#DataLifecycle,domain#R-HuirPD,domain#Link-Process-processes-Data
package#DataLifecycle,domain#R-HuirPiD,domain#Link-DataAccess-usedBy-Process
package#DataLifecycle,domain#R-HuirPiD,domain#Link-DataAccess-usedFor-Data
package#DataLifecycle,domain#R-HuirPiD,domain#Link-Human-inputsData-Data
package#DataLifecycle,domain#R-HuirPiD,domain#Link-Human-interactsRemotelyWith-Process
package#DataLifecycle,domain#R-HuirPiD,domain#Link-Process-enablesUserInput-Data
package#DataLifecycle,domain#R-HuirPiDF,domain#Link-DataAccess-fulfils-DataFlow
package#DataLifecycle,domain#R-HuirPiDF,domain#Link-DataAccess-usedBy-Process
package#DataLifecycle,domain#R-HuirPiDF,domain#Link-DataAccess-usedFor-Data
package#DataLifecycle,domain#R-HuirPiDF,domain#Link-DataFlow-flows-Data
package#DataLifecycle,domain#R-HuirPiDF,domain#Link-DataFlow-flowsTo-FlowsTo
package#DataLifecycle,domain#R-HuirPiDF,domain#Link-Human-inputsData-Data
package#DataLifecycle,domain#R-HuirPiDF,domain#Link-Human-interactsRemotelyWith-Process
package#DataLifecycle,domain#R-HuirPiDF,domain#Link-Process-enablesUserInput-Data
package#DataLifecycle,domain#R-HuirPiDS,domain#Link-DataAccess-fulfils-DataCopy
package#DataLifecycle,domain#R-HuirPiDS,domain#Link-DataAccess-usedBy-Process
package#DataLifecycle,domain#R-HuirPiDS,domain#Link-DataAccess-usedFor-Data
package#DataLifecycle,domain#R-HuirPiDS,domain#Link-DataCopy-copyOf-Data
package#DataLifecycle,domain#R-HuirPiDS,domain#Link-Host-hosts-Process
package#DataLifecycle,domain#R-HuirPiDS,domain#Link-Host-storesCopy-DataCopy
package#DataLifecycle,domain#R-HuirPiDS,domain#Link-Human-inputsData-Data
package#DataLifecycle,domain#R-HuirPiDS,domain#Link-Human-interactsRemotelyWith-Process
package#DataLifecycle,domain#R-HuirPiDS,domain#Link-Process-enablesUserInput-Data
package#DataLifecycle,domain#R-HuirPvD,domain#Link-DataAccess-usedBy-Process
package#DataLifecycle,domain#R-HuirPvD,domain#Link-DataAccess-usedFor-Data
package#DataLifecycle,domain#R-HuirPvD,domain#Link-Human-interactsRemotelyWith-Process
package#DataLifecycle,domain#R-HuirPvD,domain#Link-Human-viewsData-Data
package#DataLifecycle,domain#R-HuirPvD,domain#Link-Process-enablesUserOutput-Data
package#DataLifecycle,domain#R-HuirPvDF,domain#Link-DataAccess-usedBy-Process
package#DataLifecycle,domain#R-HuirPvDF,domain#Link-DataAccess-usedFor-Data
package#DataLifecycle,domain#R-HuirPvDF,domain#Link-DataFlow-flows-Data
package#DataLifecycle,domain#R-HuirPvDF,domain#Link-DataFlow-flowsFrom-FlowsFrom
package#DataLifecycle,domain#R-HuirPvDF,domain#Link-DataFlow-fulfils-DataAccess
package#DataLifecycle,domain#R-HuirPvDF,domain#Link-Human-interactsRemotelyWith-Process
