package,URI,hasPredecessor,notes,fake,asserted
package#DataLifecycle,domain#CP-HPDSDA-crudr+crudr,domain#CP-HPDADSDU+crudu,HPDADSDU+crudu creates a link that in HPDADS-crudu+crudc matches Process-crudr-DataCopy,FALSE,TRUE
package#DataLifecycle,domain#CP-HPDSDA-crudr+crudr,domain#CP-HPDS-fDI-DO-DFI+f,HPDS-fDI-DO-DFI+f creates a link that in HPDSDA-crudr+crudr matches DataCopy-fulfils-DataAccess,FALSE,TRUE
package#DataLifecycle,domain#CP-HPDSDA-crudr+crudr,domain#CP-HPeD+crudu,HPeD+crudu creates a link that in HPDADS-crudu+crudc matches Process-crudr-DataCopy,FALSE,TRUE
package#DataLifecycle,domain#CP-HPeD+crudu,domain#CP-HPDO-fDS-DA+f,HPDO-fDS-DA+f creates a link that in HPeD+crudu matches DataAccess-fulfils-DataCopy,FALSE,TRUE
package#DataLifecycle,domain#CP-HPrD-DS-DA+DR,domain#CP-HPsD-DS+DR,HPsD-DS+DR creates a link that in HPrD-DS-DA+DR is prohibited as DataAccess-usedFor-Data,FALSE,TRUE
package#DataLifecycle,domain#CP-HPsD-DS+DR,domain#CP-Marker+DataAccess-0,HPsD-DS+DR is at the start of the deserialized data access inference sequence,FALSE,TRUE
package#DataLifecycle,domain#CP-HPsDPDFDS+f,domain#CP-Marker+DataCopy-2,HPsDPDFDS+f is at the start of the stored data access relationship inference sequence,FALSE,TRUE
package#DataLifecycle,domain#CP-HPsDPDSDF+f,domain#CP-Marker+DataCopy-2,HPsDPDSDF+f is at the start of the stored data access relationship inference sequence,FALSE,TRUE
package#DataLifecycle,domain#CP-HSDADPDXP-Hu-DP+DP,domain#CP-CS-SP-noDX+DX,CS-SP-noDX+DX creates a link that in HSDADPDXP-Hu-DP+DP matches DataExchange-connectsData-Process,FALSE,TRUE
package#DataLifecycle,domain#CP-HSDADPDXP-Hu-DP+DP,domain#CP-PDO-DI+DP,PDO-DI+DP creates a link that in HSDADPDXP-Hu-DP+DP matches OldDataPath-dataPathTo-DataAccess,FALSE,TRUE
package#DataLifecycle,domain#CP-HSDADPDXP-Hu-DP+DP,domain#CP-PDP+DP,PDP+DP creates a link that in HSDADPDXP-Hu-DP+DP matches OldDataPath-dataPathTo-DataAccess,FALSE,TRUE
package#DataLifecycle,domain#CP-HSDADPPDXP-Hu-DP+DP,domain#CP-HSDADPDXP-Hu-DP+DP,HSDADPDXP-Hu-DP+DP creates a link that in HSDADPPDXP-Hu-DP+DP matches OldDataPath-dataPathTo-DataAccess,FALSE,TRUE
package#DataLifecycle,domain#CP-HuWES+D,domain#CP-Marker+Phishing-0,HuWES+D is at the start of the phishing inference sequence,FALSE,TRUE
package#DataLifecycle,domain#CP-HuaDPH-DS-DA+DU,domain#CP-PaDH-DS-Hu-DA+DU,PaDH-DS-Hu-DA+DU creates a link that in HuaDPH-DS-DA+DU is prohibited as DataAccess-usedFor-Data,FALSE,TRUE
package#DataLifecycle,domain#CP-HuaDPH-DS-DP+UP,domain#CP-PaDH-DS-Hu-DP+UP,PaDH-DS-Hu-DP+UP creates a link that in HuaDPH-DS-DP+UP is prohibited as DataPool-usedFor-Data,FALSE,TRUE
package#DataLifecycle,domain#CP-HuaDRAC-DA+RUA,domain#CP-Pr-cDH-DS-Hu-DA+DI,Pr-cDH-DS-Hu-DA+DI creates a link that in HuaDRAC-DA+RUA is prohibited as DataAccess-usedFor-Data,FALSE,TRUE
package#DataLifecycle,domain#CP-HuaDSPH+S-DA+DU,domain#CP-PaDSH+S-Hu-DA+DU,PaDSH+S-Hu-DA+DU creates a link that in HuaDSPH+S-DA+DU is prohibited as DataAccess-usedFor-Data,FALSE,TRUE
package#DataLifecycle,domain#CP-HuaDSPH-DP+UP,domain#CP-PaDSH-Hu-DP+UP,PaDSH-Hu-DP+UP creates a link that in HuaDSPH-DP+UP is prohibited as DataPool-usedFor-Data,FALSE,TRUE
package#DataLifecycle,domain#CP-HuaDSPH-S-DA+DU,domain#CP-PaDSH-S-Hu-DA+DU,PaDSH-S-Hu-DA+DU creates a link that in HuaDSPH-S-DA+DU is prohibited as DataAccess-usedFor-Data,FALSE,TRUE
package#DataLifecycle,domain#CP-Hui-vDPH-DS-DA+DO,domain#CP-Pc-rDH-DS-Hu-DA+DO,Pc-rDH-DS-Hu-DA+DO creates a link that in Hui-vDPH-DS-DA+DO is prohibited as DataAccess-usedFor-Data,FALSE,TRUE
package#DataLifecycle,domain#CP-Hui-vDPH-DS-DP+OP,domain#CP-Pc-rDH-DS-Hu-DP+OP,Pc-rDH-DS-Hu-DP+OP creates a link that in Hui-vDPH-DS-DP+OP is prohibited as DataPool-usedFor-Data,FALSE,TRUE
package#DataLifecycle,domain#CP-Hui-vDSPH+S-DA+DO,domain#CP-Pc-rDSH+S-Hu-DA+DO,Pc-rDSH+S-Hu-DA+DO creates a link that in Hui-vDSPH+S-DA+DO is prohibited as DataAccess-usedFor-Data,FALSE,TRUE
package#DataLifecycle,domain#CP-Hui-vDSPH-DP+OP,domain#CP-Pc-rDSH-Hu-DP+OP,Pc-rDSH-Hu-DP+OP creates a link that in Hui-vDSPH-DP+OP is prohibited as DataPool-usedFor-Data,FALSE,TRUE
package#DataLifecycle,domain#CP-Hui-vDSPH-S-DA+DO,domain#CP-Pc-rDSH-S-Hu-DA+DO,Pc-rDSH-S-Hu-DA+DO creates a link that in Hui-vDSPH-S-DA+DO is prohibited as DataAccess-usedFor-Data,FALSE,TRUE
package#DataLifecycle,domain#CP-Marker+DataAccess-0,domain#CP-Marker+DataCopy-1,Persistent stored data copy creation should precede deserialized data access inference,FALSE,TRUE
package#DataLifecycle,domain#CP-Marker+DataAccess-0,domain#CP-Marker+DataHandling-2,Data handling relationship inference should precede deserialized data access inference,FALSE,TRUE
package#DataLifecycle,domain#CP-Marker+DataAccess-1,domain#CP-Marker+DataAccess-0,Start precedes end of sequence,FALSE,TRUE
package#DataLifecycle,domain#CP-Marker+DataChannel-0,domain#CP-Marker+DataPath-1,Data path creation should precede data channel creation,FALSE,TRUE
package#DataLifecycle,domain#CP-Marker+DataChannel-1,domain#CP-Marker+DataChannel-0,Start precedes end of sequence,FALSE,TRUE
package#DataLifecycle,domain#CP-Marker+DataChannel-2,domain#CP-Marker+DataChannel-1,Start precedes end of sequence,FALSE,TRUE
package#DataLifecycle,domain#CP-Marker+DataChannel-3,domain#CP-Marker+DataChannel-2,Start precedes end of sequence,FALSE,TRUE
package#DataLifecycle,domain#CP-Marker+DataChannel-3,domain#CP-Marker+DataPath-3,Filling in data path extension relationships should precede data channel activation,FALSE,TRUE
package#DataLifecycle,domain#CP-Marker+DataChannel-4,domain#CP-Marker+DataChannel-3,Start precedes end of sequence,FALSE,TRUE
package#DataLifecycle,domain#CP-Marker+DataCopy-0,domain#CP-Marker+DataStorage-1,Data storage relationship inference should precede persistent stored data copy creation,FALSE,TRUE
package#DataLifecycle,domain#CP-Marker+DataCopy-1,domain#CP-Marker+DataCopy-0,Start precedes end of sequence,FALSE,TRUE
package#DataLifecycle,domain#CP-Marker+DataCopy-2,domain#CP-Marker+DataCopy-1,Start precedes end of sequence,FALSE,TRUE
package#DataLifecycle,domain#CP-Marker+DataCopy-2,domain#CP-Marker+DataFlow-1,Data flow creation should precede stored data access relationship inference,FALSE,TRUE
package#DataLifecycle,domain#CP-Marker+DataCopy-3,domain#CP-Marker+DataCopy-2,Start precedes end of sequence,FALSE,TRUE
package#DataLifecycle,domain#CP-Marker+DataFlow-0,domain#CP-Marker+DataChannel-4,Data channel activation should precede data flow creation,FALSE,TRUE
package#DataLifecycle,domain#CP-Marker+DataFlow-1,domain#CP-Marker+DataFlow-0,Start precedes end of sequence,FALSE,TRUE
package#DataLifecycle,domain#CP-Marker+DataKeys-0,domain#CP-Marker+SystemClientService-0,Data key management inference is a subsequence of non-application client-service interaction inference,FALSE,TRUE
package#DataLifecycle,domain#CP-Marker+DataKeys-1,domain#CP-Marker+DataKeys-0,Start precedes end of sequence,FALSE,TRUE
package#DataLifecycle,domain#CP-Marker+DataPath-0,domain#CP-Marker+DataAccess-1,Deserialized data access inference should precede data path creation,FALSE,TRUE
package#DataLifecycle,domain#CP-Marker+DataPath-1,domain#CP-Marker+DataPath-0,Start precedes end of sequence,FALSE,TRUE
package#DataLifecycle,domain#CP-Marker+DataPath-2,domain#CP-Marker+DataPath-1,Start precedes end of sequence,FALSE,TRUE
package#DataLifecycle,domain#CP-Marker+DataPath-3,domain#CP-Marker+DataPath-2,Start precedes end of sequence,FALSE,TRUE
package#DataLifecycle,domain#CP-Marker+Phishing-0,domain#CP-Marker+DataFlow-1,Data flow creation should precede phishing inference,FALSE,TRUE
package#DataLifecycle,domain#CP-Marker+Phishing-0,domain#CP-Marker+DataKeys-1,Data access creation should precede phishing inference,FALSE,TRUE
package#DataLifecycle,domain#CP-Marker+Phishing-1,domain#CP-Marker+Phishing-0,Start precedes end of sequence,FALSE,TRUE
package#DataLifecycle,domain#CP-PDI+d,domain#CP-Marker+DataChannel-0,PDI+d is at the start of the data source and destination tagging sequence,FALSE,TRUE
package#DataLifecycle,domain#CP-PDI-Hu+d,domain#CP-Marker+DataChannel-0,PDI-Hu+d is at the start of the data source and destination tagging sequence,FALSE,TRUE
package#DataLifecycle,domain#CP-PDO+fS,domain#CP-Marker+DataChannel-3,PDO+fS is at the start of the data channel activation sequence,FALSE,TRUE
package#DataLifecycle,domain#CP-PDO+s,domain#CP-Marker+DataChannel-0,PDO+s is at the start of the data source and destination tagging sequence,FALSE,TRUE
package#DataLifecycle,domain#CP-PDO-DI+DP,domain#CP-Marker+DataPath-0,PDO-DI+DP is at the start of the data path creation sequence,FALSE,TRUE
package#DataLifecycle,domain#CP-PDOScDD-DS+z,domain#CP-Marker+DataKeys-0,PDOScDD-DS+z is at the start of the data key management interaction interaction inference sequence,FALSE,TRUE
package#DataLifecycle,domain#CP-PDP+DP,domain#CP-Marker+DataPath-0,PDP+DP is at the start of the data path creation sequence,FALSE,TRUE
package#DataLifecycle,domain#CP-PDP+ds,domain#CP-Marker+DataChannel-0,PDP+ds is at the start of the data source and destination tagging sequence,FALSE,TRUE
package#DataLifecycle,domain#CP-PDR+ds,domain#CP-Marker+DataChannel-0,PDR+ds is at the start of the data source and destination tagging sequence,FALSE,TRUE
package#DataLifecycle,domain#CP-PIP-S+fS,domain#CP-Marker+DataChannel-3,PIP-S+fS is at the start of the data channel activation sequence,FALSE,TRUE
package#DataLifecycle,domain#CP-PSDP+ds,domain#CP-Marker+DataChannel-0,PSDP+ds is at the start of the data source and destination tagging sequence,FALSE,TRUE
package#DataLifecycle,domain#CP-PSDP-S+fS,domain#CP-Marker+DataChannel-3,PSDP-S+fS is at the start of the data channel activation sequence,FALSE,TRUE
package#DataLifecycle,domain#CP-PTDR+ds,domain#CP-Marker+DataChannel-0,PTDR+ds is at the start of the data source and destination tagging sequence,FALSE,TRUE
package#DataLifecycle,domain#CP-PaDH-DS-Hu-DA+DU,domain#CP-HuaDSPH+S-DA+DU,HuaDSPH+S-DA+DU creates a link that in PaDH-DS-Hu-DA+DU is prohibited as DataAccess-usedFor-Data,FALSE,TRUE
package#DataLifecycle,domain#CP-PaDH-DS-Hu-DP+UP,domain#CP-Pr-cDSH-Hu-DP+IP,Pr-cDSH-Hu-DP+IP creates a link that in PaDH-DS-Hu-DP+UP is prohibited as DataPool-usedFor-Data,FALSE,TRUE
package#DataLifecycle,domain#CP-PaDSH+S-Hu-DA+DU,domain#CP-HuaDSPH-S-DA+DU,HuaDSPH-S-DA+DU creates a link that in PaDSH+S-Hu-DA+DU is prohibited as DataAccess-usedFor-Data,FALSE,TRUE
package#DataLifecycle,domain#CP-PaDSH-Hu-DP+UP,domain#CP-PsDSH-DP+DP,PsDSH-DP+DP creates a link that in PaDSH-Hu-DP+UP is prohibited as DataPool-usedFor-Data,FALSE,TRUE
package#DataLifecycle,domain#CP-PaDSH-S-Hu-DA+DU,domain#CP-Hui-vDPH-DS-DP+OP,Hui-vDPH-DS-DP+OP creates a link that in PaDSH-S-Hu-DA+DU is prohibited as DataAccess-usedFor-Data,FALSE,TRUE
package#DataLifecycle,domain#CP-Pc-rDH-DS-Hu-DA+DO,domain#CP-Hui-vDSPH+S-DA+DO,Hui-vDSPH+S-DA+DO creates a link that in Pc-rDH-DS-Hu-DA+DO is prohibited as DataAccess-usedFor-Data,FALSE,TRUE
package#DataLifecycle,domain#CP-Pc-rDH-DS-Hu-DP+OP,domain#CP-HuaDPH-DS-DP+UP,HuaDPH-DS-DP+UP creates a link that in Pc-rDH-DS-Hu-DP+OP is prohibited as DataPool-usedFor-Data,FALSE,TRUE
package#DataLifecycle,domain#CP-Pc-rDSH+S-Hu-DA+DO,domain#CP-Hui-vDSPH-S-DA+DO,Hui-vDSPH-S-DA+DO creates a link that in Pc-rDSH+S-Hu-DA+DO is prohibited as DataAccess-usedFor-Data,FALSE,TRUE
package#DataLifecycle,domain#CP-Pc-rDSH-Hu-DP+OP,domain#CP-HuaDSPH-DP+UP,HuaDSPH-DP+UP creates a link that in Pc-rDSH-Hu-DP+OP is prohibited as DataPool-usedFor-Data,FALSE,TRUE
package#DataLifecycle,domain#CP-Pc-rDSH-S-Hu-DA+DO,domain#CP-HuaDPH-DS-DA+DU,HuaDPH-DS-DA+DU creates a link that in Pc-rDSH-S-Hu-DA+DO is prohibited as DataAccess-usedFor-Data,FALSE,TRUE
package#DataLifecycle,domain#CP-Pr-cDH-DS-Hu-DA+DI,domain#CP-Pr-cDSH+S-Hu-DA+DI,Pr-cDSH+S-Hu-DA+DI creates a link that in Pr-cDH-DS-Hu-DA+DI is prohibited as DataAccess-usedFor-Data,FALSE,TRUE
package#DataLifecycle,domain#CP-Pr-cDSH+S-Hu-DA+DI,domain#CP-Pr-cDSH-S-Hu-DA+DI,Pr-cDSH-S-Hu-DA+DI creates a link that in Pr-cDSH+S-Hu-DA+DI is prohibited as DataAccess-usedFor-Data,FALSE,TRUE
package#DataLifecycle,domain#CP-Pr-cDSH-Hu-DP+IP,domain#CP-Hui-vDSPH-DP+OP,Hui-vDSPH-DP+OP creates a link that in Pr-cDSH-Hu-DP+IP is prohibited as DataPool-usedFor-Data,FALSE,TRUE
package#DataLifecycle,domain#CP-Pr-cDSH-S-Hu-DA+DI,domain#CP-Hui-vDPH-DS-DA+DO,Hui-vDPH-DS-DA+DO creates a link that in Pr-cDSH-S-Hu-DA+DI is prohibited as DataAccess-usedFor-Data,FALSE,TRUE
package#DataLifecycle,domain#CP-PsDSH-DP+DP,domain#CP-HPrD-DS-DA+DR,HPrD-DS-DA+DR creates a link that in PsDSH-DP+DP is prohibited as DataAccess-usedFor-Data,FALSE,TRUE
package#DataLifecycle,domain#CP-RA-fDCSDD+ch,domain#CP-Marker+DataChannel-3,RA-fDCSDD+ch is at the start of the data channel activation sequence,FALSE,TRUE
package#DataLifecycle,domain#CP-RA-fDCSDS+ch,domain#CP-Marker+DataChannel-3,RA-fDCSDS+ch is at the start of the data channel activation sequence,FALSE,TRUE
package#DataLifecycle,domain#CP-RUIDO+ds,domain#CP-Marker+DataChannel-0,RUIDO+ds is at the start of the data source and destination tagging sequence,FALSE,TRUE
package#DataLifecycle,domain#CP-RUODI+ds,domain#CP-Marker+DataChannel-0,RUODI+ds is at the start of the data source and destination tagging sequence,FALSE,TRUE
package#DataLifecycle,domain#CP-RevDFf2DP2P+DS,domain#CP-DDDCDS2P+DF,DDDCDS2P+DF creates a link that in RevDFf2DP2P+DS matches DataFlow-flowsIn-Data,FALSE,TRUE
package#DataLifecycle,domain#CP-RevDFf2DP2P+DS,domain#CP-DSDCDD2P+DF,DSDCDD2P+DF creates a link that cannot match RevDFf2DP2P+DS because the DataFlow flowsOut,TRUE,TRUE
package#DataLifecycle,domain#CP-RevDFfDP2P+DS,domain#CP-DDDCDS2P+DF,DDDCDS2P+DF creates a link that in RevDFfDP2P+DS matches DataFlow-flowsIn-Data,FALSE,TRUE
package#DataLifecycle,domain#CP-RevDFfDP2P+DS,domain#CP-DSDCDD2P+DF,DSDCDD2P+DF creates a link that cannot match RevDFfDP2P+DS because the DataFlow flowsOut,TRUE,TRUE
package#DataLifecycle,domain#CP-RevDFtDP2P+DS,domain#CP-DDDCDS2P+DF,DDDCDS2P+DF creates a link that in RevDFtDP2P+DS matches DataFlow-flowsIn-Data,FALSE,TRUE
package#DataLifecycle,domain#CP-RevDFtDP2P+DS,domain#CP-DSDCDD2P+DF,DSDCDD2P+DF creates a link that cannot match RevDFtDP2P+DS because the DataFlow flowsOut,TRUE,TRUE
package#DataLifecycle,domain#CP-SDADPDXP-Hu-DP+DP,domain#CP-HSDADPPDXP-Hu-DP+DP,HSDADPPDXP-Hu-DP+DP creates a link that in SDADPDXP-Hu-DP+DP matches OldDataPath-dataPathTo-DataAccess,FALSE,TRUE
package#DataLifecycle,domain#CP-SDADPDXPRAC-DP+DP,domain#CP-SDADPPDXP-Hu-DP+DP,SDADPPDXP-Hu-DP+DP creates a link that in SDADPDXPRAC-DP+DP matches OldDataPath-dataPathTo-DataAccess,FALSE,TRUE
package#DataLifecycle,domain#CP-SDADPDXRAC-DP+DP,domain#CP-SDADPPDXPRAC-DP+DP,SDADPPDXPRAC-DP+DP creates a link that in SDADPDXRAC-DP+DP matches OldDataPath-dataPathTo-DataAccess,FALSE,TRUE
package#DataLifecycle,domain#CP-SDADPPDXP-Hu-DP+DP,domain#CP-SDADPDXP-Hu-DP+DP,SDADPDXP-Hu-DP+DP creates a link that in SDADPPDXP-Hu-DP+DP matches OldDataPath-dataPathTo-DataAccess,FALSE,TRUE
package#DataLifecycle,domain#CP-SDADPPDXPRAC-DP+DP,domain#CP-SDADPDXPRAC-DP+DP,SDADPDXPRAC-DP+DP creates a link that in SDADPPDXPRAC-DP+DP matches OldDataPath-dataPathTo-DataAccess,FALSE,TRUE
package#DataLifecycle,domain#CP-SDADPPDXRAC-DP+DP,domain#CP-SDADPDXRAC-DP+DP,SDADPDXRAC-DP+DP creates a link that in SDADPPDXRAC-DP+DP matches OldDataPath-dataPathTo-DataAccess,FALSE,TRUE
package#DataLifecycle,domain#CP-SDUDADS+W,domain#CP-DADU-eS+eA,DADU-eS+eA creates a link that in SDUDADS+W matches Service-enablesAccess-DataUse,FALSE,TRUE
package#DataLifecycle,domain#CP-SDUDSDA+R,domain#CP-DADU-eS+eA,DADU-eS+eA creates a link that in SDUDADS+W matches Service-enablesAccess-DataUse,FALSE,TRUE
package#DataLifecycle,domain#CP-SDUDSDA+R,domain#CP-HPDS-fDI-DO-DFI+f,HPDS-fDI-DO-DFI+f creates a link that in SDUDSDA+R matches DataCopy-fulfils-DataAccess,FALSE,TRUE
package#DataLifecycle,domain#CP-ScDACDACCDF-c+a,domain#CP-Marker+DataKeys-0,ScDACDACCDF-c+a is at the start of the data key management interaction interaction inference sequence,FALSE,TRUE
package#DataLifecycle,domain#CP-ScDASDACCDF-c+z,domain#CP-Marker+DataKeys-0,ScDASDACCDF-c+z is at the start of the data key management interaction interaction inference sequence,FALSE,TRUE
package#DataLifecycle,domain#CP-ScDDPDADS-cz+c,domain#CP-ScDSPDADD-cz+c,ScDSPDADD-cz+c creates a link that in ScDDPDADS-cz+c is prohibited as Vault-controls-InputAsset,FALSE,TRUE
package#DataLifecycle,domain#CP-ScDSPDADD-cz+c,domain#CP-HPDO-fDS-DA+f,HPDO-fDS-DA+f creates a link that in ScDSPDADD-cz+c matches DataAccess-fulfils-OutputAsset,FALSE,TRUE
package#DataLifecycle,domain#CP-ScDSPDADD-cz+c,domain#CP-HPDS-fDI-DO-DFI+f,HPDS-fDI-DO-DFI+f creates a link that in ScDSPDADD-cz+c matches InputAsset-fulfils-DataAccess,FALSE,TRUE
package#DataLifecycle,domain#CP-ScDSPDI-DD+z,domain#CP-Marker+DataKeys-0,ScDSPDI-DD+z is at the start of the data key management interaction interaction inference sequence,FALSE,TRUE
package#DataLifecycle,domain#CP-ScDSPDIcD+z,domain#CP-Marker+DataKeys-0,ScDSPDIcD+z is at the start of the data key management interaction interaction inference sequence,FALSE,TRUE
package#DataStructure,domain#CP-DAO-iDADInDF-n+n,domain#CP-DSD-iDF+n,DAO-iDADInDF-n+n creates a link that in DSD-iDF+n matches InputAsset-needsField-DataField,FALSE,TRUE
package#DataStructure,domain#CP-DAO-iDADInDF-n+n-Replay,domain#CP-DAPDADF-g+n,DAPDADF-g+n creates a link that in DAO-iDADInDF-n+n-Replay matches InputAsset-needsField-DataField,FALSE,TRUE
package#DataStructure,domain#CP-DAOiDADInDF-i+i,domain#CP-PDO-gDAnDF-i+i,PDO-gDAnDF-i+i creates a link that in DAOiDADInDF-i+i matches OutputAsset-includesField-DataField,FALSE,TRUE
package#DataStructure,domain#CP-DAOiDADInDF-i+i-Replay,domain#CP-PDO-gDAnDF-i+i-Replay,PDO-gDAnDF-i+i-Replay creates a link that in DAOiDADInDF-i+i-Replay matches OutputAsset-includesField-DataField,FALSE,TRUE
package#DataStructure,domain#CP-DAPDADF-g+n,domain#CP-DAOiDADInDF-i+i,DAOiDADInDF-i+i creates a link that in DAPDADF-g+n matches DataAsset-includesField-DataField,FALSE,TRUE
package#DataStructure,domain#CP-DCDFDF+i,domain#CP-DAOiDADInDF-i+i-Replay,DAOiDADInDF-i+i-Replay creates a link that in DCDFDF+I matches DataFlow-includesField-DataField,FALSE,TRUE
package#DataStructure,domain#CP-DSD-iDF+n,domain#CP-DSDDF-Hu-P+i,DSD-iDF+n creates a link that in DSDDF-Hu-P+I matches DataCopy-includesField-DataField,FALSE,TRUE
package#DataStructure,domain#CP-DSDDF-Hu-P+i,domain#CP-Marker+DataFields-0,DSDDF-Hu-P+I is at the start of the data field inference sequence,FALSE,TRUE
package#DataStructure,domain#CP-Marker+DataFields-0,domain#CP-Marker+DataCache-2,Data cache inference should precede data field inference,FALSE,TRUE
package#DataStructure,domain#CP-Marker+DataFields-0,domain#CP-Marker+Phishing-1,Unsolicited data flow inference should precede data field inference,FALSE,TRUE
package#DataStructure,domain#CP-Marker+DataFields-1,domain#CP-Marker+DataFields-0,Start precedes end of sequence,FALSE,TRUE
package#DataStructure,domain#CP-PDO-gDAnDF-i+i,domain#CP-DAO-iDADInDF-n+n,DAO-iDADInDF-n+n creates a link that in PDO-gDAnDF-i+i matches DataAsset-needsField-DataField,FALSE,TRUE
package#DataStructure,domain#CP-PDO-gDAnDF-i+i-Replay,domain#CP-DAO-iDADInDF-n+n-Replay,DAO-iDADInDF-n+n-Replay creates a link that in PDO-gDAnDF-i+i-Replay matches DataAsset-needsField-DataField,FALSE,TRUE
package#DataStructure,domain#CP-PpD-iDF+a,domain#CP-Marker+DataFields-0,PpD-iDF+a is at the start of the data field inference sequence,FALSE,TRUE
package#IoT,domain#CP-DcTh+DS,domain#CP-Marker+ThingProcess-0,DcTh+DS is at the start of the onboard IoT process creation sequence,FALSE,TRUE
package#IoT,domain#CP-DcTh+s,domain#CP-IoT-cD+cD,IoT-cD+cD creates a link that in DcTh+s matches Data-controlsThing-Thing,FALSE,TRUE
package#IoT,domain#CP-HuiCo+UI,domain#CP-Marker+ThingProcess-0,HuiCo+UI is at the start of the onboard IoT process creation sequence,FALSE,TRUE
package#IoT,domain#CP-HuiSe+Rel,domain#CP-Marker+ThingFunction-2,HuiSe+Rel is at the start of the IoT sensing relationship inference sequence,FALSE,TRUE
package#IoT,domain#CP-HuiTh-S+r,domain#CP-Marker+ThingManagement-0,HuiTh-S+r is at the start of the IoT management inference sequence,FALSE,TRUE
package#IoT,domain#CP-HuiTh-S+r,domain#CP-Marker+ThingPrivacy-0,HuiTh-S+r is at the start of the IoT privacy inference sequence,FALSE,TRUE
package#IoT,domain#CP-HurSesD-Rel+Rel,domain#CP-HuiTh-S+r,HuiTh-S+r creates a link that in HurSesD-Rel+Rel matches Sensor-relatesTo-Human,FALSE,TRUE
package#IoT,domain#CP-HurTh-S-m+m,domain#CP-HuiTh-S+r,HuiTh-S+r creates a link that in HurTh-S-m+m matches Thing-relatesTo-Human,FALSE,TRUE
package#IoT,domain#CP-HurTh-S-m+m,domain#CP-SHuTh-Hu+m,SHuTh-Hu+m creates a link that in HurTh-S-m+m matches HostManager-manages-Thing,FALSE,TRUE
package#IoT,domain#CP-HurThcD-Rel+Rel,domain#CP-HurSesD-Rel+Rel,HurSesD-Rel+Rel creates a link that in HurThcD-Rel+Rel matches Data-relatesTo-Human,FALSE,TRUE
package#IoT,domain#CP-IoT-cD+cD,domain#CP-Marker+ThingData-0,IoT-cD+cD is at the start of the onboard IoT data creation sequence,FALSE,TRUE
package#IoT,domain#CP-Marker+ThingData-0,domain#CP-Marker+DataStorage-0,Onboard IoT data creation is a subsequence of data storage relationship inference,FALSE,TRUE
package#IoT,domain#CP-Marker+ThingData-1,domain#CP-Marker+ThingData-0,Start precedes end of sequence,FALSE,TRUE
package#IoT,domain#CP-Marker+ThingFunction-0,domain#CP-Marker+AppProcess-0,IoT functional relationship inference is a subsequence of application process creation,FALSE,TRUE
package#IoT,domain#CP-Marker+ThingFunction-0,domain#CP-Marker+ThingProcess-1,Onboard IoT process creation should precede IoT functional relationship inference,FALSE,TRUE
package#IoT,domain#CP-Marker+ThingFunction-1,domain#CP-Marker+ThingFunction-0,Start precedes end of sequence,FALSE,TRUE
package#IoT,domain#CP-Marker+ThingFunction-2,domain#CP-Marker+ThingFunction-1,Start precedes end of sequence,FALSE,TRUE
package#IoT,domain#CP-Marker+ThingFunction-3,domain#CP-Marker+ThingFunction-2,Start precedes end of sequence,FALSE,TRUE
package#IoT,domain#CP-Marker+ThingManagement-0,domain#CP-Marker+HostManagement-0,IoT management inference is a subsequence of host management inference,FALSE,TRUE
package#IoT,domain#CP-Marker+ThingManagement-1,domain#CP-Marker+ThingManagement-0,Start precedes end of sequence,FALSE,TRUE
package#IoT,domain#CP-Marker+ThingPrivacy-0,domain#CP-Marker+ThingData-1,Onboard IoT data creation should precede IoT privacy inference,FALSE,TRUE
package#IoT,domain#CP-Marker+ThingPrivacy-0,domain#CP-Marker+UserHostInteraction-1,Host interactivity inference should precede IoT privacy inference,FALSE,TRUE
package#IoT,domain#CP-Marker+ThingPrivacy-1,domain#CP-Marker+ThingPrivacy-0,Start precedes end of sequence,FALSE,TRUE
package#IoT,domain#CP-Marker+ThingProcess-0,domain#CP-Marker+AppProcess-0,Onboard IoT process creation is a subsequence of application process creation,FALSE,TRUE
package#IoT,domain#CP-Marker+ThingProcess-0,domain#CP-Marker+ThingData-1,Onboard IoT data creation should precede onboard IoT process creation,FALSE,TRUE
package#IoT,domain#CP-Marker+ThingProcess-1,domain#CP-Marker+ThingProcess-0,Start precedes end of sequence,FALSE,TRUE
package#IoT,domain#CP-Pa-uCo+Rel,domain#CP-Marker+ThingFunction-0,Pa-uCo+Rel is at the start of the IoT control relationship inference sequence,FALSE,TRUE
package#IoT,domain#CP-PcSe+Rel,domain#CP-Marker+ThingFunction-0,PcSe+Rel is at the start of the IoT control relationship inference sequence,FALSE,TRUE
package#IoT,domain#CP-Pp-uSe+Rel,domain#CP-Marker+ThingFunction-2,Pp-uSe+Rel is at the start of the IoT sensing relationship inference sequence,FALSE,TRUE
package#IoT,domain#CP-PrSe+Rel,domain#CP-Marker+ThingFunction-2,PrSe+Rel is at the start of the IoT sensing relationship inference sequence,FALSE,TRUE
package#IoT,domain#CP-PuCo+Rel,domain#CP-Marker+ThingFunction-0,PuCo+Rel is at the start of the IoT control relationship inference sequence,FALSE,TRUE
package#IoT,domain#CP-PuSe+Rel,domain#CP-Marker+ThingFunction-2,PuSe+Rel is at the start of the IoT sensing relationship inference sequence,FALSE,TRUE
