package,URI,metaLocatedAt,hasControl,isAssertable,hasLevel,independentLevels
domain#000000,domain#000000,domain#PrivateCellularNetwork,domain#AAA,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#5G,domain#CAS-AAA-PrivateCellularNetwork,domain#PrivateCellularNetwork,domain#AAA,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#5G,domain#CAS-AAA-PublicCellularNetwork,domain#PublicCellularNetwork,domain#AAA,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#5G,domain#CAS-AAA-RAN,domain#RAN,domain#AAA,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#5G,domain#CAS-AccessControl-BaseStation,domain#BaseStation,domain#AccessControl,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#5G,domain#CAS-AntiMalware-BaseStation,domain#BaseStation,domain#AntiMalware,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#5G,domain#CAS-BiometricIDVerifier-BaseStation,domain#BaseStation,domain#BiometricIDVerifier,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#5G,domain#CAS-ChipAndPINVerifier-BaseStation,domain#BaseStation,domain#ChipAndPINVerifier,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#5G,domain#CAS-ContinuousAuthN-BaseStation,domain#BaseStation,domain#ContinuousAuthN,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#5G,domain#CAS-DeviceCertification-BaseStation,domain#BaseStation,domain#DeviceCertification,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#5G,domain#CAS-DisableMeshRouting-BaseStation,domain#BaseStation,domain#DisableMeshRouting,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#5G,domain#CAS-DisableNetwork-RAN,domain#RAN,domain#DisableNetwork,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#5G,domain#CAS-DisableNetworkProvision-BaseStation,domain#BaseStation,domain#DisableNetworkProvision,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#5G,domain#CAS-DisabledHost-BaseStation,domain#BaseStation,domain#DisabledHost,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#5G,domain#CAS-EncryptedComms-RAN,domain#RAN,domain#EncryptedComms,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#5G,domain#CAS-FormalVerification-BaseStation,domain#BaseStation,domain#FormalVerification,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#5G,domain#CAS-HostEncryption-BaseStation,domain#BaseStation,domain#HostEncryption,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#5G,domain#CAS-HostMonitoring-BaseStation,domain#BaseStation,domain#HostMonitoring,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#5G,domain#CAS-IndependentInstances-BaseStation,domain#BaseStation,domain#IndependentInstances,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#5G,domain#CAS-LoadMonitoring-BaseStation,domain#BaseStation,domain#LoadMonitoring,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#5G,domain#CAS-MultipleCellNIC-BaseStation,domain#BaseStation,domain#MultipleCellNIC,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#5G,domain#CAS-MultipleCellNIC-Cluster,domain#Cluster,domain#MultipleCellNIC,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#5G,domain#CAS-MultipleCellNIC-Controller,domain#Controller,domain#MultipleCellNIC,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#5G,domain#CAS-MultipleCellNIC-CoreRouter,domain#CoreRouter,domain#MultipleCellNIC,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#5G,domain#CAS-MultipleCellNIC-HealthSensor,domain#HealthSensor,domain#MultipleCellNIC,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#5G,domain#CAS-MultipleCellNIC-MobileClient,domain#MobileClient,domain#MultipleCellNIC,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#5G,domain#CAS-MultipleCellNIC-Notebook,domain#Notebook,domain#MultipleCellNIC,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#5G,domain#CAS-MultipleCellNIC-RemovableMedia,domain#RemovableMedia,domain#MultipleCellNIC,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#5G,domain#CAS-MultipleCellNIC-Router,domain#Router,domain#MultipleCellNIC,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#5G,domain#CAS-MultipleCellNIC-Sensor,domain#Sensor,domain#MultipleCellNIC,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#5G,domain#CAS-MultipleCellNIC-Server,domain#Server,domain#MultipleCellNIC,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#5G,domain#CAS-MultipleCellNIC-Smartphone,domain#Smartphone,domain#MultipleCellNIC,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#5G,domain#CAS-MultipleCellNIC-Smartwatch,domain#Smartwatch,domain#MultipleCellNIC,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#5G,domain#CAS-MultipleCellNIC-Tablet,domain#Tablet,domain#MultipleCellNIC,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#5G,domain#CAS-MultipleCellNIC-Workstation,domain#Workstation,domain#MultipleCellNIC,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#5G,domain#CAS-MultipleWiFiNIC-BaseStation,domain#BaseStation,domain#MultipleWiFiNIC,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#5G,domain#CAS-MultipleWiredNIC-BaseStation,domain#BaseStation,domain#MultipleWiredNIC,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#5G,domain#CAS-PenetrationTesting-BaseStation,domain#BaseStation,domain#PenetrationTesting,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#5G,domain#CAS-PersonalDevice-BaseStation,domain#BaseStation,domain#PersonalDevice,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#5G,domain#CAS-PhysicalChecks-BaseStation,domain#BaseStation,domain#PhysicalChecks,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#5G,domain#CAS-PhysicalDeviceProtection-BaseStation,domain#BaseStation,domain#PhysicalDeviceProtection,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#5G,domain#CAS-PhysicallyObservable-BaseStation,domain#BaseStation,domain#PhysicallyObservable,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#5G,domain#CAS-SIM-BaseStation,domain#BaseStation,domain#SIM,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#5G,domain#CAS-SIM-Cluster,domain#Cluster,domain#SIM,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#5G,domain#CAS-SIM-Controller,domain#Controller,domain#SIM,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#5G,domain#CAS-SIM-CoreRouter,domain#CoreRouter,domain#SIM,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#5G,domain#CAS-SIM-HealthSensor,domain#HealthSensor,domain#SIM,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#5G,domain#CAS-SIM-MobileClient,domain#MobileClient,domain#SIM,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#5G,domain#CAS-SIM-Notebook,domain#Notebook,domain#SIM,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#5G,domain#CAS-SIM-RemovableMedia,domain#RemovableMedia,domain#SIM,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#5G,domain#CAS-SIM-Router,domain#Router,domain#SIM,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#5G,domain#CAS-SIM-Sensor,domain#Sensor,domain#SIM,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#5G,domain#CAS-SIM-Server,domain#Server,domain#SIM,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#5G,domain#CAS-SIM-Smartphone,domain#Smartphone,domain#SIM,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#5G,domain#CAS-SIM-Smartwatch,domain#Smartwatch,domain#SIM,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#5G,domain#CAS-SIM-Tablet,domain#Tablet,domain#SIM,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#5G,domain#CAS-SIM-Workstation,domain#Workstation,domain#SIM,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#5G,domain#CAS-SecureBIOS-BaseStation,domain#BaseStation,domain#SecureBIOS,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#5G,domain#CAS-SecureConfig-BaseStation,domain#BaseStation,domain#SecureConfig,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#5G,domain#CAS-SecureEnclave-BaseStation,domain#BaseStation,domain#SecureEnclave,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#5G,domain#CAS-SharedKey-BaseStation,domain#BaseStation,domain#SharedKey,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#5G,domain#CAS-SharedKeyVerifier-BaseStation,domain#BaseStation,domain#SharedKeyVerifier,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#5G,domain#CAS-SimpleSecurePairing-BaseStation,domain#BaseStation,domain#SimpleSecurePairing,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#5G,domain#CAS-SoftwarePatched-BaseStation,domain#BaseStation,domain#SoftwarePatched,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#5G,domain#CAS-SoftwarePatching-BaseStation,domain#BaseStation,domain#SoftwarePatching,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#5G,domain#CAS-SoftwareTesting-BaseStation,domain#BaseStation,domain#SoftwareTesting,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#5G,domain#CAS-SuspendInfectedHost-BaseStation,domain#BaseStation,domain#SuspendInfectedHost,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#5G,domain#CAS-SuspendVulnerableHost-BaseStation,domain#BaseStation,domain#SuspendVulnerableHost,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#5G,domain#CAS-Unmanaged-BaseStation,domain#BaseStation,domain#Unmanaged,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#5G,domain#CAS-X509-BaseStation,domain#BaseStation,domain#X509,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#5G,domain#CAS-X509ClientVerifier-BaseStation,domain#BaseStation,domain#X509ClientVerifier,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#5G,domain#CAS-X509ServiceVerifier-BaseStation,domain#BaseStation,domain#X509ServiceVerifier,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-AccessControl-ApplicationProcess,domain#ApplicationProcess,domain#AccessControl,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-AccessControl-CmdLineProcess,domain#CmdLineProcess,domain#AccessControl,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-AccessControl-DB,domain#DB,domain#AccessControl,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-AccessControl-DataService,domain#DataService,domain#AccessControl,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-AccessControl-DesktopService,domain#DesktopService,domain#AccessControl,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-AccessControl-Editor,domain#Editor,domain#AccessControl,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-AccessControl-EmailClient,domain#EmailClient,domain#AccessControl,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-AccessControl-EmailMX,domain#EmailMX,domain#AccessControl,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-AccessControl-EmailService,domain#EmailService,domain#AccessControl,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-AccessControl-InteractiveApplication,domain#InteractiveApplication,domain#AccessControl,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-AccessControl-RemoteDesktop,domain#RemoteDesktop,domain#AccessControl,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-AccessControl-SMSClient,domain#SMSClient,domain#AccessControl,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-AccessControl-TextEditor,domain#TextEditor,domain#AccessControl,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-AccessControl-WebApp,domain#WebApp,domain#AccessControl,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-AccessControl-WebBrowser,domain#WebBrowser,domain#AccessControl,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-AccessControl-WebClient,domain#WebClient,domain#AccessControl,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-AccessPolicy-Data,domain#Data,domain#AccessPolicy,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-AccessPolicy-SensitiveData,domain#SensitiveData,domain#AccessPolicy,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-AccessPolicy-SpamData,domain#SpamData,domain#AccessPolicy,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-AntiMalware-Cluster,domain#Cluster,domain#AntiMalware,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-AntiMalware-CoreRouter,domain#CoreRouter,domain#AntiMalware,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-AntiMalware-MobileClient,domain#MobileClient,domain#AntiMalware,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-AntiMalware-Notebook,domain#Notebook,domain#AntiMalware,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-AntiMalware-RemovableMedia,domain#RemovableMedia,domain#AntiMalware,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-AntiMalware-Router,domain#Router,domain#AntiMalware,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-AntiMalware-Server,domain#Server,domain#AntiMalware,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-AntiMalware-Smartphone,domain#Smartphone,domain#AntiMalware,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-AntiMalware-Smartwatch,domain#Smartwatch,domain#AntiMalware,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-AntiMalware-Tablet,domain#Tablet,domain#AntiMalware,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-AntiMalware-Workstation,domain#Workstation,domain#AntiMalware,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-AuthenticationLimits-ApplicationProcess,domain#ApplicationProcess,domain#AuthenticationLimits,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-AuthenticationLimits-CmdLineProcess,domain#CmdLineProcess,domain#AuthenticationLimits,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-AuthenticationLimits-DB,domain#DB,domain#AuthenticationLimits,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-AuthenticationLimits-DataService,domain#DataService,domain#AuthenticationLimits,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-AuthenticationLimits-DesktopService,domain#DesktopService,domain#AuthenticationLimits,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-AuthenticationLimits-Editor,domain#Editor,domain#AuthenticationLimits,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-AuthenticationLimits-EmailClient,domain#EmailClient,domain#AuthenticationLimits,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-AuthenticationLimits-EmailMX,domain#EmailMX,domain#AuthenticationLimits,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-AuthenticationLimits-EmailService,domain#EmailService,domain#AuthenticationLimits,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-AuthenticationLimits-InteractiveApplication,domain#InteractiveApplication,domain#AuthenticationLimits,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-AuthenticationLimits-RemoteDesktop,domain#RemoteDesktop,domain#AuthenticationLimits,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-AuthenticationLimits-SMSClient,domain#SMSClient,domain#AuthenticationLimits,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-AuthenticationLimits-TextEditor,domain#TextEditor,domain#AuthenticationLimits,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-AuthenticationLimits-WebApp,domain#WebApp,domain#AuthenticationLimits,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-AuthenticationLimits-WebBrowser,domain#WebBrowser,domain#AuthenticationLimits,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-AuthenticationLimits-WebClient,domain#WebClient,domain#AuthenticationLimits,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-ContinuousAuthVerifier-ApplicationProcess,domain#ApplicationProcess,domain#ContinuousAuthVerifier,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-ContinuousAuthVerifier-CmdLineProcess,domain#CmdLineProcess,domain#ContinuousAuthVerifier,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-ContinuousAuthVerifier-DB,domain#DB,domain#ContinuousAuthVerifier,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-ContinuousAuthVerifier-DataService,domain#DataService,domain#ContinuousAuthVerifier,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-ContinuousAuthVerifier-DesktopService,domain#DesktopService,domain#ContinuousAuthVerifier,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-ContinuousAuthVerifier-Editor,domain#Editor,domain#ContinuousAuthVerifier,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-ContinuousAuthVerifier-EmailClient,domain#EmailClient,domain#ContinuousAuthVerifier,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-ContinuousAuthVerifier-EmailMX,domain#EmailMX,domain#ContinuousAuthVerifier,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-ContinuousAuthVerifier-EmailService,domain#EmailService,domain#ContinuousAuthVerifier,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-ContinuousAuthVerifier-InteractiveApplication,domain#InteractiveApplication,domain#ContinuousAuthVerifier,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-ContinuousAuthVerifier-RemoteDesktop,domain#RemoteDesktop,domain#ContinuousAuthVerifier,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-ContinuousAuthVerifier-SMSClient,domain#SMSClient,domain#ContinuousAuthVerifier,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-ContinuousAuthVerifier-TextEditor,domain#TextEditor,domain#ContinuousAuthVerifier,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-ContinuousAuthVerifier-WebApp,domain#WebApp,domain#ContinuousAuthVerifier,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-ContinuousAuthVerifier-WebBrowser,domain#WebBrowser,domain#ContinuousAuthVerifier,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-ContinuousAuthVerifier-WebClient,domain#WebClient,domain#ContinuousAuthVerifier,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-DisabledProcess-ApplicationProcess,domain#ApplicationProcess,domain#DisabledProcess,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-DisabledProcess-CmdLineProcess,domain#CmdLineProcess,domain#DisabledProcess,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-DisabledProcess-DB,domain#DB,domain#DisabledProcess,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-DisabledProcess-DataService,domain#DataService,domain#DisabledProcess,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-DisabledProcess-DesktopService,domain#DesktopService,domain#DisabledProcess,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-DisabledProcess-Editor,domain#Editor,domain#DisabledProcess,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-DisabledProcess-EmailClient,domain#EmailClient,domain#DisabledProcess,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-DisabledProcess-EmailMX,domain#EmailMX,domain#DisabledProcess,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-DisabledProcess-EmailService,domain#EmailService,domain#DisabledProcess,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-DisabledProcess-InteractiveApplication,domain#InteractiveApplication,domain#DisabledProcess,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-DisabledProcess-RemoteDesktop,domain#RemoteDesktop,domain#DisabledProcess,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-DisabledProcess-SMSClient,domain#SMSClient,domain#DisabledProcess,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-DisabledProcess-TextEditor,domain#TextEditor,domain#DisabledProcess,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-DisabledProcess-WebApp,domain#WebApp,domain#DisabledProcess,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-DisabledProcess-WebBrowser,domain#WebBrowser,domain#DisabledProcess,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-DisabledProcess-WebClient,domain#WebClient,domain#DisabledProcess,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-FormalVerification-ApplicationProcess,domain#ApplicationProcess,domain#FormalVerification,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-FormalVerification-CmdLineProcess,domain#CmdLineProcess,domain#FormalVerification,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-FormalVerification-DB,domain#DB,domain#FormalVerification,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-FormalVerification-DataService,domain#DataService,domain#FormalVerification,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-FormalVerification-DesktopService,domain#DesktopService,domain#FormalVerification,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-FormalVerification-Editor,domain#Editor,domain#FormalVerification,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-FormalVerification-EmailClient,domain#EmailClient,domain#FormalVerification,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-FormalVerification-EmailMX,domain#EmailMX,domain#FormalVerification,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-FormalVerification-EmailService,domain#EmailService,domain#FormalVerification,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-FormalVerification-InteractiveApplication,domain#InteractiveApplication,domain#FormalVerification,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-FormalVerification-RemoteDesktop,domain#RemoteDesktop,domain#FormalVerification,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-FormalVerification-SMSClient,domain#SMSClient,domain#FormalVerification,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-FormalVerification-TextEditor,domain#TextEditor,domain#FormalVerification,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-FormalVerification-WebApp,domain#WebApp,domain#FormalVerification,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-FormalVerification-WebBrowser,domain#WebBrowser,domain#FormalVerification,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-FormalVerification-WebClient,domain#WebClient,domain#FormalVerification,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-HomomorphicEncryption-ApplicationProcess,domain#ApplicationProcess,domain#HomomorphicEncryption,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-HomomorphicEncryption-CmdLineProcess,domain#CmdLineProcess,domain#HomomorphicEncryption,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-HomomorphicEncryption-DB,domain#DB,domain#HomomorphicEncryption,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-HomomorphicEncryption-DataService,domain#DataService,domain#HomomorphicEncryption,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-HomomorphicEncryption-DesktopService,domain#DesktopService,domain#HomomorphicEncryption,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-HomomorphicEncryption-Editor,domain#Editor,domain#HomomorphicEncryption,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-HomomorphicEncryption-EmailClient,domain#EmailClient,domain#HomomorphicEncryption,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-HomomorphicEncryption-EmailMX,domain#EmailMX,domain#HomomorphicEncryption,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-HomomorphicEncryption-EmailService,domain#EmailService,domain#HomomorphicEncryption,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-HomomorphicEncryption-InteractiveApplication,domain#InteractiveApplication,domain#HomomorphicEncryption,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-HomomorphicEncryption-RemoteDesktop,domain#RemoteDesktop,domain#HomomorphicEncryption,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-HomomorphicEncryption-SMSClient,domain#SMSClient,domain#HomomorphicEncryption,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-HomomorphicEncryption-TextEditor,domain#TextEditor,domain#HomomorphicEncryption,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-HomomorphicEncryption-WebApp,domain#WebApp,domain#HomomorphicEncryption,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-HomomorphicEncryption-WebBrowser,domain#WebBrowser,domain#HomomorphicEncryption,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-HomomorphicEncryption-WebClient,domain#WebClient,domain#HomomorphicEncryption,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-KeyManagement-ApplicationProcess,domain#ApplicationProcess,domain#KeyManagement,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-KeyManagement-CmdLineProcess,domain#CmdLineProcess,domain#KeyManagement,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-KeyManagement-DB,domain#DB,domain#KeyManagement,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-KeyManagement-DataService,domain#DataService,domain#KeyManagement,TRUE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-KeyManagement-DesktopService,domain#DesktopService,domain#KeyManagement,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-KeyManagement-Editor,domain#Editor,domain#KeyManagement,FALSE,domain#TrustworthinessLevelSafe,TRUE
package#Application,domain#CAS-KeyManagement-EmailClient,domain#EmailClient,domain#KeyManagement,FALSE,domain#TrustworthinessLevelSafe,TRUE
