package,URI,hasInferredLink
package#DataLifecycle,domain#CP-PaDSH+S-Hu-DA+DU,domain#Link-DataUpdate-usedBy-Process
package#DataLifecycle,domain#CP-PaDSH+S-Hu-DA+DU,domain#Link-DataUpdate-usedFor-Data
package#DataLifecycle,domain#CP-PaDSH-Hu-DP+UP,domain#Link-DataCopy-fulfils-DataUpdate
package#DataLifecycle,domain#CP-PaDSH-Hu-DP+UP,domain#Link-DataUpdate-atHost-Host
package#DataLifecycle,domain#CP-PaDSH-Hu-DP+UP,domain#Link-DataUpdate-fulfils-DataCopy
package#DataLifecycle,domain#CP-PaDSH-Hu-DP+UP,domain#Link-DataUpdate-usedBy-Process
package#DataLifecycle,domain#CP-PaDSH-Hu-DP+UP,domain#Link-DataUpdate-usedFor-Data
package#DataLifecycle,domain#CP-PaDSH-Hu-DP+UP,domain#Link-Process-enablesAccess-DataUpdate
package#DataLifecycle,domain#CP-PaDSH-S-Hu-DA+DU,domain#Link-DataCopy-fulfils-DataUpdate
package#DataLifecycle,domain#CP-PaDSH-S-Hu-DA+DU,domain#Link-DataUpdate-fulfils-DataCopy
package#DataLifecycle,domain#CP-PaDSH-S-Hu-DA+DU,domain#Link-DataUpdate-usedBy-Process
package#DataLifecycle,domain#CP-PaDSH-S-Hu-DA+DU,domain#Link-DataUpdate-usedFor-Data
package#DataLifecycle,domain#CP-PaDSH-S-Hu-DA+DU,domain#Link-Process-enablesAccess-DataUpdate
package#DataLifecycle,domain#CP-Pc-rDH-DS-Hu-DA+DO,domain#Link-DataOutput-usedBy-Process
package#DataLifecycle,domain#CP-Pc-rDH-DS-Hu-DA+DO,domain#Link-DataOutput-usedFor-Data
package#DataLifecycle,domain#CP-Pc-rDH-DS-Hu-DP+OP,domain#Link-DataOutput-atHost-Host
package#DataLifecycle,domain#CP-Pc-rDH-DS-Hu-DP+OP,domain#Link-DataOutput-usedBy-Process
package#DataLifecycle,domain#CP-Pc-rDH-DS-Hu-DP+OP,domain#Link-DataOutput-usedFor-Data
package#DataLifecycle,domain#CP-Pc-rDH-DS-Hu-DP+OP,domain#Link-Process-enablesAccess-DataOutput
package#DataLifecycle,domain#CP-Pc-rDSH+S-Hu-DA+DO,domain#Link-DataOutput-usedBy-Process
package#DataLifecycle,domain#CP-Pc-rDSH+S-Hu-DA+DO,domain#Link-DataOutput-usedFor-Data
package#DataLifecycle,domain#CP-Pc-rDSH-Hu-DP+OP,domain#Link-DataOutput-atHost-Host
package#DataLifecycle,domain#CP-Pc-rDSH-Hu-DP+OP,domain#Link-DataOutput-fulfils-DataCopy
package#DataLifecycle,domain#CP-Pc-rDSH-Hu-DP+OP,domain#Link-DataOutput-usedBy-Process
package#DataLifecycle,domain#CP-Pc-rDSH-Hu-DP+OP,domain#Link-DataOutput-usedFor-Data
package#DataLifecycle,domain#CP-Pc-rDSH-Hu-DP+OP,domain#Link-Process-enablesAccess-DataOutput
package#DataLifecycle,domain#CP-Pc-rDSH-S-Hu-DA+DO,domain#Link-DataOutput-fulfils-DataCopy
package#DataLifecycle,domain#CP-Pc-rDSH-S-Hu-DA+DO,domain#Link-DataOutput-usedBy-Process
package#DataLifecycle,domain#CP-Pc-rDSH-S-Hu-DA+DO,domain#Link-DataOutput-usedFor-Data
package#DataLifecycle,domain#CP-Pc-rDSH-S-Hu-DA+DO,domain#Link-Process-enablesAccess-DataOutput
package#DataLifecycle,domain#CP-Pr-cDH-DS-Hu-DA+DI,domain#Link-DataInput-usedBy-Process
package#DataLifecycle,domain#CP-Pr-cDH-DS-Hu-DA+DI,domain#Link-DataInput-usedFor-Data
package#DataLifecycle,domain#CP-Pr-cDSH+S-Hu-DA+DI,domain#Link-DataInput-usedBy-Process
package#DataLifecycle,domain#CP-Pr-cDSH+S-Hu-DA+DI,domain#Link-DataInput-usedFor-Data
package#DataLifecycle,domain#CP-Pr-cDSH-Hu-DP+IP,domain#Link-DataCopy-fulfils-DataInput
package#DataLifecycle,domain#CP-Pr-cDSH-Hu-DP+IP,domain#Link-DataInput-atHost-Host
package#DataLifecycle,domain#CP-Pr-cDSH-Hu-DP+IP,domain#Link-DataInput-usedBy-Process
package#DataLifecycle,domain#CP-Pr-cDSH-Hu-DP+IP,domain#Link-DataInput-usedFor-Data
package#DataLifecycle,domain#CP-Pr-cDSH-Hu-DP+IP,domain#Link-Process-enablesAccess-DataInput
package#DataLifecycle,domain#CP-Pr-cDSH-S-Hu-DA+DI,domain#Link-DataCopy-fulfils-DataInput
package#DataLifecycle,domain#CP-Pr-cDSH-S-Hu-DA+DI,domain#Link-DataInput-usedBy-Process
package#DataLifecycle,domain#CP-Pr-cDSH-S-Hu-DA+DI,domain#Link-DataInput-usedFor-Data
package#DataLifecycle,domain#CP-Pr-cDSH-S-Hu-DA+DI,domain#Link-Process-enablesAccess-DataInput
package#DataLifecycle,domain#CP-PsDSH-DP+DP,domain#Link-DataPool-atHost-Host
package#DataLifecycle,domain#CP-PsDSH-DP+DP,domain#Link-DataPool-usedBy-Process
package#DataLifecycle,domain#CP-PsDSH-DP+DP,domain#Link-DataPool-usedFor-Data
package#DataLifecycle,domain#CP-PsDSH-DP+DP,domain#Link-Process-enablesAccess-DataPool
package#DataLifecycle,domain#CP-RA-fDCSDD+ch,domain#Link-DataChannel-dataChannelEnd-DataDestination
package#DataLifecycle,domain#CP-RA-fDCSDD+ch,domain#Link-DataChannel-dataChannelFrom-Client
package#DataLifecycle,domain#CP-RA-fDCSDD+ch,domain#Link-DataChannel-dataChannelTo-Service
package#DataLifecycle,domain#CP-RA-fDCSDD+ch,domain#Link-DataDestination-fromSource-RemoteUserAccess
package#DataLifecycle,domain#CP-RA-fDCSDD+ch,domain#Link-RemoteUserAccess-fromSource-RemoteUserAccess
package#DataLifecycle,domain#CP-RA-fDCSDD+ch,domain#Link-RemoteUserAccess-fulfils-DataDestination
package#DataLifecycle,domain#CP-RA-fDCSDD+ch,domain#Link-RemoteUserAccess-fwdPath-DataChannel
package#DataLifecycle,domain#CP-RA-fDCSDS+ch,domain#Link-DataSource-possDataDest-RemoteUserAccess
package#DataLifecycle,domain#CP-RA-fDCSDS+ch,domain#Link-RemoteUserAccess-possDataDest-RemoteUserAccess
package#DataLifecycle,domain#CP-RA-fDCSDS+ch,domain#Link-RemoteUserAccess-possRevPath-DataChannel
package#DataLifecycle,domain#CP-RUIDO+ds,domain#Link-DataOutput-isDest-Data
package#DataLifecycle,domain#CP-RUIDO+ds,domain#Link-DataOutput-isPool-Data
package#DataLifecycle,domain#CP-RUIDO+ds,domain#Link-RemoteUserAccess-isSource-Data
package#DataLifecycle,domain#CP-RUODI+ds,domain#Link-DataInput-isPool-Data
package#DataLifecycle,domain#CP-RUODI+ds,domain#Link-DataInput-isSource-Data
package#DataLifecycle,domain#CP-RUODI+ds,domain#Link-RemoteUserAccess-isDest-Data
package#DataLifecycle,domain#CP-RevDFf2DP2P+DS,domain#Link-DataFlow-flowsVia-DataStep
package#DataLifecycle,domain#CP-RevDFf2DP2P+DS,domain#Link-DataStep-flowsFrom-FlowsFrom
package#DataLifecycle,domain#CP-RevDFf2DP2P+DS,domain#Link-DataStep-flowsIn-Data
package#DataLifecycle,domain#CP-RevDFf2DP2P+DS,domain#Link-DataStep-flowsTo-FlowsTo
package#DataLifecycle,domain#CP-RevDFfDP2P+DS,domain#Link-DataFlow-flowsVia-DataStep
package#DataLifecycle,domain#CP-RevDFfDP2P+DS,domain#Link-DataStep-flowsFrom-FlowsFrom
package#DataLifecycle,domain#CP-RevDFfDP2P+DS,domain#Link-DataStep-flowsIn-Data
package#DataLifecycle,domain#CP-RevDFfDP2P+DS,domain#Link-DataStep-flowsTo-FlowsTo
package#DataLifecycle,domain#CP-RevDFtDP2P+DS,domain#Link-DataFlow-flowsVia-DataStep
package#DataLifecycle,domain#CP-RevDFtDP2P+DS,domain#Link-DataStep-flowsFrom-FlowsFrom
package#DataLifecycle,domain#CP-RevDFtDP2P+DS,domain#Link-DataStep-flowsIn-Data
package#DataLifecycle,domain#CP-RevDFtDP2P+DS,domain#Link-DataStep-flowsTo-FlowsTo
package#DataLifecycle,domain#CP-SDADPDXP-Hu-DP+DP,domain#Link-NewDataPath-dataPathFor-Data
package#DataLifecycle,domain#CP-SDADPDXP-Hu-DP+DP,domain#Link-NewDataPath-dataPathTo-DataAccess
package#DataLifecycle,domain#CP-SDADPDXP-Hu-DP+DP,domain#Link-NewDataPath-dataPathVisits-FlowsFrom
package#DataLifecycle,domain#CP-SDADPDXP-Hu-DP+DP,domain#Link-NewDataPath-dataPathVisits-Process
package#DataLifecycle,domain#CP-SDADPDXP-Hu-DP+DP,domain#Link-NewDataPath-extendsDP-OldDataPath
package#DataLifecycle,domain#CP-SDADPDXP-Hu-DP+DP,domain#Link-NewDataPath-fromProc-Process
package#DataLifecycle,domain#CP-SDADPDXP-Hu-DP+DP,domain#Link-NewDataPath-toProc-DB
package#DataLifecycle,domain#CP-SDADPDXPRAC-DP+DP,domain#Link-NewDataPath-dataPathFor-Data
package#DataLifecycle,domain#CP-SDADPDXPRAC-DP+DP,domain#Link-NewDataPath-dataPathTo-DataAccess
package#DataLifecycle,domain#CP-SDADPDXPRAC-DP+DP,domain#Link-NewDataPath-dataPathVisits-FlowsFrom
package#DataLifecycle,domain#CP-SDADPDXPRAC-DP+DP,domain#Link-NewDataPath-dataPathVisits-Process
package#DataLifecycle,domain#CP-SDADPDXPRAC-DP+DP,domain#Link-NewDataPath-extendsDP-OldDataPath
package#DataLifecycle,domain#CP-SDADPDXPRAC-DP+DP,domain#Link-NewDataPath-fromProc-Process
package#DataLifecycle,domain#CP-SDADPDXPRAC-DP+DP,domain#Link-NewDataPath-toProc-DB
package#DataLifecycle,domain#CP-SDADPDXRAC-DP+DP,domain#Link-NewDataPath-dataPathFor-Data
package#DataLifecycle,domain#CP-SDADPDXRAC-DP+DP,domain#Link-NewDataPath-dataPathTo-DataAccess
package#DataLifecycle,domain#CP-SDADPDXRAC-DP+DP,domain#Link-NewDataPath-dataPathVisits-FlowsFrom
package#DataLifecycle,domain#CP-SDADPDXRAC-DP+DP,domain#Link-NewDataPath-dataPathVisits-RemoteAccessClient
package#DataLifecycle,domain#CP-SDADPDXRAC-DP+DP,domain#Link-NewDataPath-extendsDP-OldDataPath
package#DataLifecycle,domain#CP-SDADPDXRAC-DP+DP,domain#Link-NewDataPath-fromProc-RemoteAccessClient
package#DataLifecycle,domain#CP-SDADPDXRAC-DP+DP,domain#Link-NewDataPath-toProc-DB
package#DataLifecycle,domain#CP-SDADPPDXP-Hu-DP+DP,domain#Link-NewDataPath-dataPathFor-Data
package#DataLifecycle,domain#CP-SDADPPDXP-Hu-DP+DP,domain#Link-NewDataPath-dataPathTo-DataAccess
package#DataLifecycle,domain#CP-SDADPPDXP-Hu-DP+DP,domain#Link-NewDataPath-dataPathVisits-FlowsFrom
package#DataLifecycle,domain#CP-SDADPPDXP-Hu-DP+DP,domain#Link-NewDataPath-dataPathVisits-Process
package#DataLifecycle,domain#CP-SDADPPDXP-Hu-DP+DP,domain#Link-NewDataPath-extendsDP-OldDataPath
package#DataLifecycle,domain#CP-SDADPPDXP-Hu-DP+DP,domain#Link-NewDataPath-fromProc-Process
package#DataLifecycle,domain#CP-SDADPPDXP-Hu-DP+DP,domain#Link-NewDataPath-toProc-DB
package#DataLifecycle,domain#CP-SDADPPDXPRAC-DP+DP,domain#Link-NewDataPath-dataPathFor-Data
package#DataLifecycle,domain#CP-SDADPPDXPRAC-DP+DP,domain#Link-NewDataPath-dataPathTo-DataAccess
package#DataLifecycle,domain#CP-SDADPPDXPRAC-DP+DP,domain#Link-NewDataPath-dataPathVisits-FlowsFrom
package#DataLifecycle,domain#CP-SDADPPDXPRAC-DP+DP,domain#Link-NewDataPath-dataPathVisits-Process
package#DataLifecycle,domain#CP-SDADPPDXPRAC-DP+DP,domain#Link-NewDataPath-extendsDP-OldDataPath
package#DataLifecycle,domain#CP-SDADPPDXPRAC-DP+DP,domain#Link-NewDataPath-fromProc-Process
package#DataLifecycle,domain#CP-SDADPPDXPRAC-DP+DP,domain#Link-NewDataPath-toProc-DB
package#DataLifecycle,domain#CP-SDADPPDXRAC-DP+DP,domain#Link-NewDataPath-dataPathFor-Data
package#DataLifecycle,domain#CP-SDADPPDXRAC-DP+DP,domain#Link-NewDataPath-dataPathTo-DataAccess
package#DataLifecycle,domain#CP-SDADPPDXRAC-DP+DP,domain#Link-NewDataPath-dataPathVisits-FlowsFrom
package#DataLifecycle,domain#CP-SDADPPDXRAC-DP+DP,domain#Link-NewDataPath-dataPathVisits-RemoteAccessClient
package#DataLifecycle,domain#CP-SDADPPDXRAC-DP+DP,domain#Link-NewDataPath-extendsDP-OldDataPath
package#DataLifecycle,domain#CP-SDADPPDXRAC-DP+DP,domain#Link-NewDataPath-fromProc-RemoteAccessClient
package#DataLifecycle,domain#CP-SDADPPDXRAC-DP+DP,domain#Link-NewDataPath-toProc-DB
package#DataLifecycle,domain#CP-SDUDADS+W,domain#Link-DataUse-canWrite-DataCopy
package#DataLifecycle,domain#CP-SDUDSDA+R,domain#Link-DataUse-canRead-DataCopy
package#DataLifecycle,domain#CP-ScDDPDADS-cz+c,domain#Link-Vault-controls-InputAsset
package#DataLifecycle,domain#CP-ScDSPDADD-cz+c,domain#Link-Vault-controls-OutputAsset
package#DataLifecycle,domain#CP-ScDSPDI-DD+z,domain#Link-Process-usesForAuth-Vault
package#DataLifecycle,domain#CP-ScDSPDIcD+z,domain#Link-Process-usesForAuth-Vault
package#DataStructure,domain#CP-PpD-iDF+a,domain#Link-Process-accessesField-DataField
package#IoT,domain#CP-DcTh+DS,domain#Link-SimpleProcess-serves-Data
package#IoT,domain#CP-DcTh+DS,domain#Link-Thing-hosts-SimpleProcess
package#IoT,domain#CP-DcTh+s,domain#Link-Thing-stores-Data
package#IoT,domain#CP-HuiCo+UI,domain#Link-Controller-hosts-Process
package#IoT,domain#CP-HuiCo+UI,domain#Link-Human-interactsWith-Process
package#IoT,domain#CP-HuiCo+UI,domain#Link-Process-enablesUserInput-Data
package#IoT,domain#CP-HuiSe+Rel,domain#Link-Human-interactsWith-Process
package#IoT,domain#CP-HuiSe+Rel,domain#Link-Process-enablesUserOutput-Output
package#IoT,domain#CP-HuiSe+Rel,domain#Link-Process-enablesUserUpdate-Input
package#IoT,domain#CP-HumThP-m+m,domain#Link-Human-manages-Process
package#IoT,domain#CP-IoT-cD+cD,domain#Link-Data-controlsThing-Thing
package#IoT,domain#CP-Pa-uCo+Rel,domain#Link-Client-amends-Data
package#IoT,domain#CP-Pa-uCo+Rel,domain#Link-Client-uses-Process
package#IoT,domain#CP-PcSe+Rel,domain#Link-Client-amends-Data
package#IoT,domain#CP-PcSe+Rel,domain#Link-Client-uses-SimpleProcess
package#IoT,domain#CP-Pp-uSe+Rel,domain#Link-Client-receives-Data
package#IoT,domain#CP-Pp-uSe+Rel,domain#Link-Client-uses-SimpleProcess
package#IoT,domain#CP-PrSe+Rel,domain#Link-Client-receives-Data
package#IoT,domain#CP-PrSe+Rel,domain#Link-SimpleProcess-uses-Client
package#IoT,domain#CP-PuCo+Rel,domain#Link-Client-updates-Data
package#IoT,domain#CP-PuCo+Rel,domain#Link-Client-uses-Process
package#IoT,domain#CP-PuSe+Rel,domain#Link-Client-reads-Data
package#IoT,domain#CP-PuSe+Rel,domain#Link-Client-uses-SimpleProcess
package#IoT,domain#CP-SHuTh-Hu+m,domain#Link-Human-manages-Thing
package#IoT,domain#CP-Se-sD+sD,domain#Link-Sensor-senses-Data
package#IoT,domain#CP-SesD+SP,domain#Link-Sensor-hosts-SimpleProcess
package#IoT,domain#CP-SesD+SP,domain#Link-SimpleProcess-creates-Data
package#Legal,domain#CP-JuHP+s,domain#Link-Process-subjectTo-Jurisdiction
package#Legal,domain#CP-JuPHS+s,domain#Link-Host-subjectTo-Jurisdiction
package#Legal,domain#CP-JuSS+s,domain#Link-Space-subjectTo-Jurisdiction
package#Legal,domain#CP-StoPDA+o,domain#Link-Operator-responsibleFor-DataAccess
package#LocalDeviceConnectivity,domain#CP-BPcGcBP+OSg,domain#Link-LogicalSegment-from-FromSubnet
package#LocalDeviceConnectivity,domain#CP-BPcGcBP+OSg,domain#Link-LogicalSegment-to-ToSubnet
package#LocalDeviceConnectivity,domain#CP-BPcGcBP+OSg,domain#Link-LogicalSegment-via-Gateway
package#LocalDeviceConnectivity,domain#CP-HBTTHS-S+l,domain#Link-TrivialHost-locatedIn-Space
package#LocalDeviceConnectivity,domain#CP-HUSBTHS-S+l,domain#Link-TrivialHost-locatedIn-Space
package#LocalDeviceConnectivity,domain#CP-HpBRH+B,domain#Link-BluetoothPair-accessibleFrom-Space
package#LocalDeviceConnectivity,domain#CP-HpBRH+B,domain#Link-BluetoothPair-providedBy-RemoteHost
package#LocalDeviceConnectivity,domain#CP-HpBRH+B,domain#Link-LocalHost-connectedTo-BluetoothPair
package#LocalDeviceConnectivity,domain#CP-HpURH+U,domain#Link-LocalHost-connectedTo-USBPair
package#LocalDeviceConnectivity,domain#CP-HpURH+U,domain#Link-USBPair-accessibleFrom-Space
package#LocalDeviceConnectivity,domain#CP-HpURH+U,domain#Link-USBPair-providedBy-RemoteHost
package#LocalDeviceConnectivity,domain#CP-HuiHBTTH-Hu+m,domain#Link-Human-manages-TrivialHost
package#LocalDeviceConnectivity,domain#CP-HuiHUSBTH-Hu+m,domain#Link-Human-manages-TrivialHost
package#LocalDeviceConnectivity,domain#CP-HumHBTTH-Hu+m,domain#Link-Human-manages-TrivialHost
package#LocalDeviceConnectivity,domain#CP-HumHUSBTH-Hu+m,domain#Link-Human-manages-TrivialHost
package#LocalDeviceConnectivity,domain#CP-HumTHS+cA,domain#Link-HostManager-canAccess-Space
package#LocalDeviceConnectivity,domain#CP-L1c-rGcL3+NSg,domain#Link-LogicalSegment-from-FromSubnet
package#LocalDeviceConnectivity,domain#CP-L1c-rGcL3+NSg,domain#Link-LogicalSegment-to-ToSubnet
package#LocalDeviceConnectivity,domain#CP-L1c-rGcL3+NSg,domain#Link-LogicalSegment-via-Gateway
package#LocalDeviceConnectivity,domain#CP-L1rGcL3+OSg,domain#Link-LogicalSegment-from-FromSubnet
package#LocalDeviceConnectivity,domain#CP-L1rGcL3+OSg,domain#Link-LogicalSegment-to-ToSubnet
package#LocalDeviceConnectivity,domain#CP-L1rGcL3+OSg,domain#Link-LogicalSegment-via-Gateway
package#LocalDeviceConnectivity,domain#CP-L3cGc-rL1+CSg,domain#Link-LogicalSegment-from-FromSubnet
package#LocalDeviceConnectivity,domain#CP-L3cGc-rL1+CSg,domain#Link-LogicalSegment-to-ToSubnet
package#LocalDeviceConnectivity,domain#CP-L3cGc-rL1+CSg,domain#Link-LogicalSegment-via-Gateway
package#LocalDeviceConnectivity,domain#CP-L3cGrL1+OSg,domain#Link-LogicalSegment-from-FromSubnet
package#LocalDeviceConnectivity,domain#CP-L3cGrL1+OSg,domain#Link-LogicalSegment-to-ToSubnet
package#LocalDeviceConnectivity,domain#CP-L3cGrL1+OSg,domain#Link-LogicalSegment-via-Gateway
package#LocalDeviceConnectivity,domain#CP-LPLRTSg-f+b,domain#Link-FwdSegment-blockedSegment-FwdSegment
package#LocalDeviceConnectivity,domain#CP-LPLRTSg-f+b,domain#Link-LogicalPath-blockedPath-LogicalPath
package#LocalDeviceConnectivity,domain#CP-UHDSrP+u,domain#Link-Process-uses-Service
package#LocalDeviceConnectivity,domain#CP-UHDpP-S+S,domain#Link-Process-uses-DB
package#LocalDeviceConnectivity,domain#CP-UHDrP-S+S,domain#Link-DataService-serves-Data
package#LocalDeviceConnectivity,domain#CP-UHDrP-S+S,domain#Link-DataService-uses-DB
package#LocalDeviceConnectivity,domain#CP-UHDrP-S+S,domain#Link-USBHost-hosts-DataService
package#LocalDeviceConnectivity,domain#CP-UPc-rGrUP+OSg,domain#Link-LogicalSegment-from-FromSubnet
package#LocalDeviceConnectivity,domain#CP-UPc-rGrUP+OSg,domain#Link-LogicalSegment-to-ToSubnet
package#LocalDeviceConnectivity,domain#CP-UPc-rGrUP+OSg,domain#Link-LogicalSegment-via-Gateway
package#LocalDeviceConnectivity,domain#CP-UPrGc-rUP+OSg,domain#Link-LogicalSegment-from-FromSubnet
package#LocalDeviceConnectivity,domain#CP-UPrGc-rUP+OSg,domain#Link-LogicalSegment-to-ToSubnet
package#LocalDeviceConnectivity,domain#CP-UPrGc-rUP+OSg,domain#Link-LogicalSegment-via-Gateway
package#LocalDeviceConnectivity,domain#CP-USBD-S+S,domain#Link-DataService-serves-Data
package#LocalDeviceConnectivity,domain#CP-USBD-S+S,domain#Link-USBDevice-hosts-DataService
package#Network,domain#CP-C+iC,domain#Link-Cluster-isCluster-Cluster
package#Network,domain#CP-CuSHS+SL,domain#Link-LogicalSubnet-accessibleFrom-Space
package#Network,domain#CP-CuSHS+SL,domain#Link-LogicalSubnet-providedBy-Host
package#Network,domain#CP-DC-C+C,domain#Link-Cluster-hasPhysicalHost-Cluster
package#Network,domain#CP-DC-C+C,domain#Link-Cluster-isCluster-Cluster
package#Network,domain#CP-DC-C+C,domain#Link-Cluster-locatedIn-DataCentre
package#Network,domain#CP-DC-C+C,domain#Link-Cluster-resourcedBy-DataCentre
package#Network,domain#CP-DC-R+RW,domain#Link-Router-hasPhysicalHost-Router
package#Network,domain#CP-DC-R+RW,domain#Link-Router-isRouter-Router
package#Network,domain#CP-DC-R+RW,domain#Link-Router-locatedIn-DataCentre
package#Network,domain#CP-DC-R+RW,domain#Link-Router-resourcedBy-DataCentre
package#Network,domain#CP-DC-R+RW,domain#Link-WiredLAN-providedBy-Router
package#Network,domain#CP-DCH+l,domain#Link-Host-locatedIn-DataCentre
package#Network,domain#CP-DCLS+RWS,domain#Link-Router-connectedTo-LogicalSubnet
package#Network,domain#CP-DCVHRS-H+p,domain#Link-LogicalSubnet-providedBy-DataCentre
package#Network,domain#CP-DCVHWS-H+p,domain#Link-LogicalSubnet-providedBy-DataCentre
package#Network,domain#CP-DCWH-LS+c,domain#Link-Host-connectedTo-WiredLAN
package#Network,domain#CP-DCpLS+RWS,domain#Link-LogicalSubnet-accessibleFrom-DataCentre
package#Network,domain#CP-DCpLS+RWS,domain#Link-LogicalSubnet-providedBy-Router
package#Network,domain#CP-FcLSS+aF,domain#Link-LogicalSubnet-accessibleFrom-Space
package#Network,domain#CP-FpLSS+aF,domain#Link-LogicalSubnet-accessibleFrom-Space
package#Network,domain#CP-HACPmNC+p,domain#Link-HostAccess-propagatesTo-ProcAccess
package#Network,domain#CP-HCHLSS+NC,domain#Link-HostNetContext-accessFrom-Space
package#Network,domain#CP-HCHLSS+NC,domain#Link-HostNetContext-accessTo-Host
package#Network,domain#CP-HCHLSS+NC,domain#Link-HostNetContext-accessVia-LogicalSubnet
package#Network,domain#CP-Hc-pN-hP+AC,domain#Link-AuthClient-usesForAuth-Process
package#Network,domain#CP-Hc-pN-hP+AC,domain#Link-Host-hosts-AuthClient
package#Network,domain#CP-HcWHS+c,domain#Link-Host-connectedTo-LogicalSubnet
package#Network,domain#CP-HmNCPAC+p,domain#Link-ProcAccess-propagatesTo-ProcNetContext
package#Network,domain#CP-HprLS+c,domain#Link-Gateway-connectedTo-LogicalSubnet
package#Network,domain#CP-HuE+e,domain#Link-Human-hasEmail-Human
package#Network,domain#CP-HuPCH+i,domain#Link-Human-interactsWith-Host
package#Network,domain#CP-HuSP+SMS,domain#Link-Human-interactsWith-Process
package#Network,domain#CP-HuSP+SMS,domain#Link-SmartPhone-hosts-Process
package#Network,domain#CP-Hui2H+iD,domain#Link-Host-impersonalDevice-Host
package#Network,domain#CP-HuiCHLnS-AC+AC,domain#Link-ConsoleHost-hosts-RemoteTerminal
package#Network,domain#CP-HuiCHLnS-AC+AC,domain#Link-Human-interactsWith-RemoteTerminal
package#Network,domain#CP-HuiCHLnS-AC+AC,domain#Link-RemoteTerminal-uses-LoginService
package#Network,domain#CP-HuiH-Hu+m,domain#Link-Human-manages-Host
package#Network,domain#CP-HuiHAC+i,domain#Link-Human-interactsWith-AuthClient
package#Network,domain#CP-HuiHP-m+m,domain#Link-Human-manages-Process
package#Network,domain#CP-HuiHP-m+m-Replay1,domain#Link-Human-manages-Process
package#Network,domain#CP-HuiHRAC+i,domain#Link-Human-interactsRemotelyWith-RemoteAccessClient
package#Network,domain#CP-HuiHS+cA,domain#Link-Human-canAccess-Space
package#Network,domain#CP-HuiPDaS-S+l,domain#Link-Host-locatedIn-Space
package#Network,domain#CP-HuiPH-Hu+m,domain#Link-Human-manages-Host
package#Network,domain#CP-HuiPH-iD+iP,domain#Link-Host-isPersonalDevice-Host
package#Network,domain#CP-HumH-StSt+o,domain#Link-HostManager-operates-Host
package#Network,domain#CP-HumHP-im+m,domain#Link-HostManager-manages-Process
package#Network,domain#CP-HumP-StSt+o,domain#Link-ProcessManager-operates-Process
package#Network,domain#CP-HumPH-m+m,domain#Link-ProcessManager-manages-Host
package#Network,domain#CP-HuoH-m+m,domain#Link-Human-manages-Host
package#Network,domain#CP-HuwStmH-St+o,domain#Link-Employer-operates-Host
package#Network,domain#CP-HuwStmP-St+o,domain#Link-Employer-operates-Process
package#Network,domain#CP-InternetMP+W,domain#Link-Internet-accessibleFrom-World
package#Network,domain#CP-InternetMP+W,domain#Link-World-isWorld-World
package#Network,domain#CP-InternetMP+ii,domain#Link-Internet-isInternet-Internet
package#Network,domain#CP-MHC+iMHC,domain#Link-Host-isMHC-Host
package#Network,domain#CP-MHcIS+aF,domain#Link-Internet-accessibleFrom-Space
package#Network,domain#CP-PC-LnS+LnS,domain#Link-Cluster-hosts-LoginService
package#Network,domain#CP-PC-LnS+LnS,domain#Link-LoginService-controls-Cluster
package#Network,domain#CP-PC-LnS+LnS,domain#Link-LoginService-isLnS-LoginService
package#Network,domain#CP-PCPHLSS+NC,domain#Link-ProcAccess-accessVia-Subnet
package#Network,domain#CP-PCPHLSS+NC,domain#Link-ProcNetContext-accessFrom-Space
package#Network,domain#CP-PCPHLSS+NC,domain#Link-ProcNetContext-accessTo-Host
package#Network,domain#CP-PCPHLSS+NC,domain#Link-ProcNetContext-accessTo-Process
package#Network,domain#CP-PCPHLSS+NC,domain#Link-ProcNetContext-accessVia-Subnet
package#Network,domain#CP-PH+hPH,domain#Link-Host-hasPhysicalHost-Host
package#Network,domain#CP-PH-S+W,domain#Link-Host-locatedIn-World
package#Network,domain#CP-PHHPS+AC,domain#Link-HostAccess-propagatesTo-ProcAccess
package#Network,domain#CP-PHHPS+AC,domain#Link-ProcAccess-accessFrom-Space
package#Network,domain#CP-PHHPS+AC,domain#Link-ProcAccess-accessTo-Host
package#Network,domain#CP-PHHPS+AC,domain#Link-ProcAccess-accessTo-Process
package#Network,domain#CP-PHHS+AC,domain#Link-HostAccess-accessFrom-Space
package#Network,domain#CP-PHHS+AC,domain#Link-HostAccess-accessTo-Host
package#Network,domain#CP-PHLSS+aV,domain#Link-HostAccess-accessVia-LogicalSubnet
package#Network,domain#CP-PcWH+c,domain#Link-Process-controls-LogicalSubnet
package#Network,domain#CP-RACuHRASP-iPL+uR,domain#Link-RemoteAccessClient-usesRemotely-Process
package#Network,domain#CP-RACuHRASP-iPL+uR,domain#Link-RemoteAccessClient-usesRemotely-RemoteAccessService
package#Network,domain#CP-RACuP-iP+uR,domain#Link-RemoteAccessClient-usesRemotely-Process
package#Network,domain#CP-RACuRHRASP-iPL+uRAS,domain#Link-RemoteAccessClient-usesViaRAS-Process
package#Network,domain#CP-RAS+iL,domain#Link-RemoteAccessService-isLnS-RemoteAccessService
package#Network,domain#CP-Rr+iR,domain#Link-Router-isRouter-Router
package#Network,domain#CP-Rr-LnS+LnS,domain#Link-LoginService-controls-Router
