package,URI,hasInferredLink
package#ProcessComms,domain#CP-PCaTSSCCC+aTS,domain#Link-ProcAccess-accessToService-ClientChannel
package#ProcessComms,domain#CP-PccCuS+N,domain#Link-Client-proxyAuthN-Service
package#ProcessComms,domain#CP-PnPnS-U+U,domain#Link-Client-sharesCredentials-Service
package#ProcessComms,domain#CP-PnPnS-U+U,domain#Link-Client-viaSharedCredentials-Service
package#ProcessComms,domain#CP-RACvSPHRASP-iPL+uR,domain#Link-Proxy-usesViaRAS-Process
package#ProcessComms,domain#CP-RACvSPHRASP-iPL+uR,domain#Link-RemoteAccessClient-usesRemotely-Process
package#ProcessComms,domain#CP-RACvSPHRASP-iPL+uR,domain#Link-RemoteAccessClient-usesRemotely-RemoteAccessService
package#ProcessComms,domain#CP-RDvSPDtS+uR,domain#Link-RemoteAccessClient-usesRemotely-Process
package#ProcessComms,domain#CP-RDvSPDtS+uR,domain#Link-RemoteAccessClient-usesRemotely-Proxy
package#ProcessComms,domain#CP-RDvSPHP-iPL-RAS+DtS,domain#Link-Host-hosts-Service
package#ProcessComms,domain#CP-RDvSPHP-iPL-RAS+DtS,domain#Link-Proxy-uses-Service
package#ProcessComms,domain#CP-RDvSPHP-iPL-RAS+DtS,domain#Link-Proxy-usesAsProxy-Service
package#ProcessComms,domain#CP-RDvSPHP-iPL-RAS+DtS,domain#Link-RemoteAccessClient-usesViaProxy-Service
package#ProcessComms,domain#CP-RDvSPHP-iPL-RAS+DtS,domain#Link-Service-isLnS-Service
package#ProcessComms,domain#CP-RDvSPHP-iPL-RAS+DtS,domain#Link-Service-uses-Process
package#ProcessComms,domain#CP-RDvSPIP+uR,domain#Link-RemoteAccessClient-usesRemotely-Process
package#ProcessComms,domain#CP-RDvSPIP+uR,domain#Link-RemoteAccessClient-usesRemotely-Proxy
package#ProcessComms,domain#CP-RTvSPCP+uR,domain#Link-RemoteAccessClient-usesRemotely-Process
package#ProcessComms,domain#CP-RTvSPCP+uR,domain#Link-RemoteAccessClient-usesRemotely-Proxy
package#ProcessComms,domain#CP-RTvSPHP-iPL-RAS+LnS,domain#Link-Host-hosts-Service
package#ProcessComms,domain#CP-RTvSPHP-iPL-RAS+LnS,domain#Link-Proxy-uses-Service
package#ProcessComms,domain#CP-RTvSPHP-iPL-RAS+LnS,domain#Link-Proxy-usesAsProxy-Service
package#ProcessComms,domain#CP-RTvSPHP-iPL-RAS+LnS,domain#Link-RemoteAccessClient-usesViaProxy-Service
package#ProcessComms,domain#CP-RTvSPHP-iPL-RAS+LnS,domain#Link-Service-isLnS-Service
package#ProcessComms,domain#CP-RTvSPHP-iPL-RAS+LnS,domain#Link-Service-uses-Process
package#ProcessComms,domain#CP-RTvSPRAS+uR,domain#Link-RemoteAccessClient-usesRemotely-Process
package#ProcessComms,domain#CP-RTvSPRAS+uR,domain#Link-RemoteAccessClient-usesRemotely-Proxy
package#ProcessComms,domain#CP-SCAPvLS+v,domain#Link-ServiceAttackPath-toInterface-Interface
package#ProcessComms,domain#CP-SCAPvLS+v,domain#Link-ServiceAttackPath-viaSubnet-LogicalSubnet
package#ProcessComms,domain#CP-SCCAP+CSAP,domain#Link-ClosedClientAttackPath-attackPathVia-ClosedServiceAttackPath
package#ProcessComms,domain#CP-SCCAP+CSAP,domain#Link-ClosedServiceAttackPath-channelTo-Process
package#ProcessComms,domain#CP-SCCAP+CSAP,domain#Link-ClosedServiceAttackPath-fromSubnet-AttackerSubnet
package#ProcessComms,domain#CP-SCCAP+CSAP,domain#Link-ServiceChannel-channelVia-ClosedServiceAttackPath
package#ProcessComms,domain#CP-SCCHNPLS-lI+lI,domain#Link-ServiceChannel-lastInterface-OutboundIF
package#ProcessComms,domain#CP-SCDS+fV,domain#Link-DataStep-flowsViaSC-ClientChannel
package#ProcessComms,domain#CP-SCLPLSg+t,domain#Link-ServiceChannel-usesLogicalRoute-LogicalSegment
package#ProcessComms,domain#CP-SCLPvLS+v,domain#Link-ServiceChannel-viaSubnet-LogicalSubnet
package#ProcessComms,domain#CP-SCLSg+vf,domain#Link-ServiceChannel-fromInterface-OutboundIF
package#ProcessComms,domain#CP-SCLSg+vf,domain#Link-ServiceChannel-viaInterface-OutboundIF
package#ProcessComms,domain#CP-SCLSg+vt,domain#Link-ServiceChannel-toInterface-InboundIF
package#ProcessComms,domain#CP-SCLSg+vt,domain#Link-ServiceChannel-viaInterface-InboundIF
package#ProcessComms,domain#CP-SCLSgfTS+lI,domain#Link-ServiceChannel-lastInterface-OutboundIF
package#ProcessComms,domain#CP-SCLSgvTS-vS+vS,domain#Link-ServiceChannel-sourceViaNAT-FromSubnet
package#ProcessComms,domain#CP-SCNP2CPtI+vt,domain#Link-ClientPath-toInterface-Interface
package#ProcessComms,domain#CP-SCNP2CPtI+vt,domain#Link-ClientPath-viaSubnet-LogicalSubnet
package#ProcessComms,domain#CP-SCNSg+vS,domain#Link-ServiceChannel-sourceViaNAT-FromSubnet
package#ProcessComms,domain#CP-SCsAPtI+tI,domain#Link-ServiceAttackPath-toInterface-Interface
package#ProcessComms,domain#CP-SCsAPtI+tI,domain#Link-ServiceAttackPath-viaSubnet-LogicalSubnet
package#ProcessComms,domain#CP-SCvLS-vS+fS,domain#Link-ServiceChannel-sourceDirect-LogicalSubnet
package#ProcessComms,domain#CP-SCxAPtI+tI,domain#Link-ServiceAttackPath-toInterface-Interface
package#ProcessComms,domain#CP-SCxAPtI+tI,domain#Link-ServiceAttackPath-viaSubnet-LogicalSubnet
package#ProcessComms,domain#CP-SOCAP+OSAP,domain#Link-OpenClientAttackPath-attackPathVia-OpenServiceAttackPath
package#ProcessComms,domain#CP-SOCAP+OSAP,domain#Link-OpenServiceAttackPath-channelTo-Process
package#ProcessComms,domain#CP-SOCAP+OSAP,domain#Link-OpenServiceAttackPath-fromSubnet-AttackerSubnet
package#ProcessComms,domain#CP-SOCAP+OSAP,domain#Link-ServiceChannel-channelVia-OpenServiceAttackPath
package#ProcessComms,domain#CP-SP+iP,domain#Link-Proxy-isProxy-Proxy
package#ProcessComms,domain#CP-SPuS+U,domain#Link-Client-usesAsProxy-Service
package#ProcessComms,domain#CP-SPvSPvS-U+U,domain#Link-Client-usesAsProxy-Service
package#ProcessComms,domain#CP-SPvSPvS-U+U,domain#Link-Client-usesViaProxy-Service
package#ProcessComms,domain#CP-SSCLS+aTS,domain#Link-ProcAccess-accessToService-ServiceChannel
package#ProcessComms,domain#CP-SSClIAP+ch,domain#Link-AttackPath-lastInterface-Interface
package#ProcessComms,domain#CP-ScDACDACCDF-c+a,domain#Link-Client-usesForAuth-Vault
package#ProcessComms,domain#CP-ScDACDACCDF-c+a,domain#Link-DataAccess-canGetKeys-DataAsset
package#ProcessComms,domain#CP-ScDASDACCDF-c+z,domain#Link-Client-indirectAuthZ-Service
package#ProcessComms,domain#CP-ScDASDACCDF-c+z,domain#Link-Client-usesForAuth-Vault
package#ProcessComms,domain#CP-ScDASDACCDF-c+z,domain#Link-DataAccess-canGetKeys-DataAsset
package#ProcessComms,domain#CP-ScDASDACCDF-c+z,domain#Link-Service-usesForAuthZ-Vault
package#Users,domain#CP-A+iA,domain#Link-Human-isAdult-Human
package#Virtualisation,domain#CP-CCSCHC+ch,domain#Link-ClientChannel-viaHostChannel-HostChannel
package#Virtualisation,domain#CP-CCSCVC+ch,domain#Link-ClientChannel-viaVirtualChannel-VirtualChannel
package#Virtualisation,domain#CP-DCCVH-LS+LS,domain#Link-VirtualHost-connectedTo-VirtualSubnet
package#Virtualisation,domain#CP-DCCVH-LS+LS,domain#Link-VirtualSubnet-providedBy-DataCentre
package#Virtualisation,domain#CP-DCVHVS-H+p,domain#Link-LogicalSubnet-providedBy-DataCentre
package#Virtualisation,domain#CP-EH+iS,domain#Link-ScalableHost-isScalable-ScalableHost
package#Virtualisation,domain#CP-H2dPH2+VC,domain#Link-VirtualChannel-fromPhysicalHost-LocalHost
package#Virtualisation,domain#CP-H2dPH2+VC,domain#Link-VirtualChannel-toPhysicalHost-RemoteHost
package#Virtualisation,domain#CP-H2dPH2+VC,domain#Link-VirtualSubnet-viaVirtualChannel-VirtualChannel
package#Virtualisation,domain#CP-HCLPLSg+t,domain#Link-HostChannel-usesPhysicalRoute-LogicalSegment
package#Virtualisation,domain#CP-HCLPvLS+v,domain#Link-HostChannel-viaPhysicalSubnet-LogicalSubnet
package#Virtualisation,domain#CP-HCLSg+vf,domain#Link-HostChannel-fromPhysicalInterface-OutboundIF
package#Virtualisation,domain#CP-HCLSg+vt,domain#Link-HostChannel-toPhysicalInterface-InboundIF
package#Virtualisation,domain#CP-HL+iH,domain#Link-LogicalSubnet-isHostLAN-LogicalSubnet
package#Virtualisation,domain#CP-HVH-a+a,domain#Link-Host-above-SHost
package#Virtualisation,domain#CP-HVHS+VS,domain#Link-Host-connectedTo-HostLAN
package#Virtualisation,domain#CP-HVHS+VS,domain#Link-HostLAN-accessibleFrom-Space
package#Virtualisation,domain#CP-HVHS+VS,domain#Link-HostLAN-providedBy-SHost
package#Virtualisation,domain#CP-HumHVH-Hu+m,domain#Link-Human-manages-Host
package#Virtualisation,domain#CP-SC4HVSHC+vHC,domain#Link-ServiceChannel-viaHostChannel-HostChannel
package#Virtualisation,domain#CP-SC4HVSVC+vVC,domain#Link-ServiceChannel-viaVirtualChannel-VirtualChannel
package#Virtualisation,domain#CP-VCH2LS2PP+HC,domain#Link-HostChannel-fromPhysicalHost-FromHost
package#Virtualisation,domain#CP-VCH2LS2PP+HC,domain#Link-HostChannel-fromPhysicalInterface-OutboundIF
package#Virtualisation,domain#CP-VCH2LS2PP+HC,domain#Link-HostChannel-toPhysicalHost-Host
package#Virtualisation,domain#CP-VCH2LS2PP+HC,domain#Link-HostChannel-toPhysicalInterface-InboundIF
package#Virtualisation,domain#CP-VCH2LS2PP+HC,domain#Link-HostChannel-viaPhysicalPath-PhysicalPath
package#Virtualisation,domain#CP-VCH2LS2PP+HC,domain#Link-VirtualChannel-viaHostChannel-HostChannel
package#Virtualisation,domain#CP-VH2H-a+a,domain#Link-VirtualHost-above-SHost
package#Virtualisation,domain#CP-VHHsD-HsS-S+S,domain#Link-DataService-serves-Data
package#Virtualisation,domain#CP-VHHsD-HsS-S+S,domain#Link-Host-hosts-DataService
package#Virtualisation,domain#CP-VHPH+hPH,domain#Link-VirtualHost-hasPhysicalHost-PhysicalHost
package#Virtualisation,domain#CP-VHPhDHS-HsS-S+u,domain#Link-Process-uses-Service
package#Virtualisation,domain#CP-VSVCHC+v,domain#Link-VirtualSubnet-viaHostChannel-HostChannel
package#Virtualisation,domain#CP-VSVCHCLS+uPS,domain#Link-VirtualSubnet-usesPhysicalSubnet-PhysicalSubnet
